,number,value,datetime_start,datetime_complete,duration,params_DIAsynprice_DIA_beta_win,params_DIAsynprice_DIA_stop_loss,params_DIAsynprice_DIA_trade_freq,params_DIAsynprice_DIA_z_entry,params_DIAsynprice_DIA_z_exit,params_DIAsynprice_DIA_z_stop_scaler,params_DIAsynprice_DIA_z_win,params_QQQsynprice_QQQ_beta_win,params_QQQsynprice_QQQ_stop_loss,params_QQQsynprice_QQQ_trade_freq,params_QQQsynprice_QQQ_z_entry,params_QQQsynprice_QQQ_z_exit,params_QQQsynprice_QQQ_z_stop_scaler,params_QQQsynprice_QQQ_z_win,params_XLBsynprice_XLB_beta_win,params_XLBsynprice_XLB_stop_loss,params_XLBsynprice_XLB_trade_freq,params_XLBsynprice_XLB_z_entry,params_XLBsynprice_XLB_z_exit,params_XLBsynprice_XLB_z_stop_scaler,params_XLBsynprice_XLB_z_win,params_XLCsynprice_XLC_beta_win,params_XLCsynprice_XLC_stop_loss,params_XLCsynprice_XLC_trade_freq,params_XLCsynprice_XLC_z_entry,params_XLCsynprice_XLC_z_exit,params_XLCsynprice_XLC_z_stop_scaler,params_XLCsynprice_XLC_z_win,params_XLEsynprice_XLE_beta_win,params_XLEsynprice_XLE_stop_loss,params_XLEsynprice_XLE_trade_freq,params_XLEsynprice_XLE_z_entry,params_XLEsynprice_XLE_z_exit,params_XLEsynprice_XLE_z_stop_scaler,params_XLEsynprice_XLE_z_win,params_XLFsynprice_XLF_beta_win,params_XLFsynprice_XLF_stop_loss,params_XLFsynprice_XLF_trade_freq,params_XLFsynprice_XLF_z_entry,params_XLFsynprice_XLF_z_exit,params_XLFsynprice_XLF_z_stop_scaler,params_XLFsynprice_XLF_z_win,params_XLIsynprice_XLI_beta_win,params_XLIsynprice_XLI_stop_loss,params_XLIsynprice_XLI_trade_freq,params_XLIsynprice_XLI_z_entry,params_XLIsynprice_XLI_z_exit,params_XLIsynprice_XLI_z_stop_scaler,params_XLIsynprice_XLI_z_win,params_XLKsynprice_XLK_beta_win,params_XLKsynprice_XLK_stop_loss,params_XLKsynprice_XLK_trade_freq,params_XLKsynprice_XLK_z_entry,params_XLKsynprice_XLK_z_exit,params_XLKsynprice_XLK_z_stop_scaler,params_XLKsynprice_XLK_z_win,params_XLPsynprice_XLP_beta_win,params_XLPsynprice_XLP_stop_loss,params_XLPsynprice_XLP_trade_freq,params_XLPsynprice_XLP_z_entry,params_XLPsynprice_XLP_z_exit,params_XLPsynprice_XLP_z_stop_scaler,params_XLPsynprice_XLP_z_win,params_XLREsynprice_XLRE_beta_win,params_XLREsynprice_XLRE_stop_loss,params_XLREsynprice_XLRE_trade_freq,params_XLREsynprice_XLRE_z_entry,params_XLREsynprice_XLRE_z_exit,params_XLREsynprice_XLRE_z_stop_scaler,params_XLREsynprice_XLRE_z_win,params_XLUsynprice_XLU_beta_win,params_XLUsynprice_XLU_stop_loss,params_XLUsynprice_XLU_trade_freq,params_XLUsynprice_XLU_z_entry,params_XLUsynprice_XLU_z_exit,params_XLUsynprice_XLU_z_stop_scaler,params_XLUsynprice_XLU_z_win,params_XLVsynprice_XLV_beta_win,params_XLVsynprice_XLV_stop_loss,params_XLVsynprice_XLV_trade_freq,params_XLVsynprice_XLV_z_entry,params_XLVsynprice_XLV_z_exit,params_XLVsynprice_XLV_z_stop_scaler,params_XLVsynprice_XLV_z_win,params_XLYsynprice_XLY_beta_win,params_XLYsynprice_XLY_stop_loss,params_XLYsynprice_XLY_trade_freq,params_XLYsynprice_XLY_z_entry,params_XLYsynprice_XLY_z_exit,params_XLYsynprice_XLY_z_stop_scaler,params_XLYsynprice_XLY_z_win,params_buffer_capital,params_pairs_to_trade,state
18,18,-33.03639271508936,2025-06-21 01:14:58.259503,2025-06-21 01:14:58.702394,0 days 00:00:00.442891,64.0,0.01,1m,0.7,0.9,3.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.03,3m,0.7,0.9,3.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
19,19,-2.742860934367027,2025-06-21 01:14:58.719915,2025-06-21 01:14:59.163335,0 days 00:00:00.443420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.01,4m,0.7,0.8,2.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.0175,4m,0.9,0.7,2.0,26.0,0.45,2,COMPLETE
20,20,-55.838941187510514,2025-06-21 01:14:59.182176,2025-06-21 01:15:00.010353,0 days 00:00:00.828177,,,,,,,,,,,,,,,62.0,0.01,1m,0.5,0.5,1.5,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.0225,3m,0.5,0.8,2.5,60.0,14.0,0.01,5m,1.0,1.0,3.0,64.0,40.0,0.0125,2m,0.7,0.7,2.0,28.0,0.45,4,COMPLETE
21,21,-5.070645210905996,2025-06-21 01:15:00.029883,2025-06-21 01:15:00.474745,0 days 00:00:00.444862,,,,,,,,,,,,,,,,,,,,,,46.0,0.0475,4m,0.7,1.0,2.5,10.0,,,,,,,,,,,,,,,22.0,0.0475,4m,1.0,0.5,1.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
22,22,-1.874389099369708,2025-06-21 01:15:00.495476,2025-06-21 01:15:00.929719,0 days 00:00:00.434243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.0125,4m,0.7,0.8,2.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.02,5m,0.9,0.7,2.0,50.0,0.45,2,COMPLETE
23,23,-5.269690438624916,2025-06-21 01:15:00.950174,2025-06-21 01:15:01.398224,0 days 00:00:00.448050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.01,4m,0.7,0.8,2.0,30.0,,,,,,,,50.0,0.0125,4m,0.8,0.6,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
24,24,-26.09243383735718,2025-06-21 01:15:01.417255,2025-06-21 01:15:02.070265,0 days 00:00:00.653010,,,,,,,,28.0,0.05,5m,0.7,0.8,3.0,26.0,,,,,,,,10.0,0.03,1m,0.5,0.5,2.0,50.0,30.0,0.0325,1m,1.0,1.0,2.5,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3,COMPLETE
25,25,-7.110678442848355,2025-06-21 01:15:02.091040,2025-06-21 01:15:03.126196,0 days 00:00:01.035156,20.0,0.0175,3m,0.5,0.5,2.0,52.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.01,5m,0.7,0.6,2.5,64.0,40.0,0.02,4m,0.7,0.8,2.0,32.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.0325,4m,0.5,0.5,2.0,44.0,,,,,,,,18.0,0.0325,2m,0.5,0.8,2.5,14.0,,,,,,,,0.2,5,COMPLETE
26,26,-22.36493927895545,2025-06-21 01:15:03.145592,2025-06-21 01:15:04.793316,0 days 00:00:01.647724,38.0,0.05,5m,0.9,0.9,2.5,22.0,,,,,,,,34.0,0.03,1m,0.5,0.7,2.0,44.0,,,,,,,,46.0,0.05,2m,0.7,0.7,2.0,28.0,48.0,0.0175,4m,0.8,0.8,2.0,42.0,,,,,,,,30.0,0.0375,5m,0.6,0.9,2.5,24.0,,,,,,,,,,,,,,,28.0,0.05,4m,0.7,0.9,2.0,22.0,30.0,0.027500000000000004,4m,0.9,0.7,3.0,60.0,26.0,0.0225,5m,0.9,0.7,2.0,56.0,0.45,8,COMPLETE
27,27,-11.781912110119322,2025-06-21 01:15:04.814342,2025-06-21 01:15:05.671373,0 days 00:00:00.857031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0325,4m,0.9,1.0,1.5,46.0,34.0,0.015,4m,0.6,0.9,2.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.0225,2m,1.0,0.5,2.5,38.0,28.0,0.0475,3m,0.5,1.0,2.0,16.0,,,,,,,,0.4,4,COMPLETE
28,28,-10.907018643710895,2025-06-21 01:15:05.691561,2025-06-21 01:15:06.150491,0 days 00:00:00.458930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.0225,3m,0.6,0.7,2.5,22.0,34.0,0.027500000000000004,4m,0.9,0.7,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
29,29,-18.523385111036053,2025-06-21 01:15:06.170048,2025-06-21 01:15:06.881641,0 days 00:00:00.711593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.01,1m,0.6,0.9,1.5,26.0,,,,,,,,,,,,,,,54.0,0.027500000000000004,4m,0.8,0.6,3.0,64.0,32.0,0.03,5m,0.8,0.7,3.0,42.0,,,,,,,,,,,,,,,,,,,,,,0.2,3,COMPLETE
30,30,-9.767925704094155,2025-06-21 01:15:06.900216,2025-06-21 01:15:08.061135,0 days 00:00:01.160919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.04,5m,0.6,0.9,2.0,44.0,50.0,0.025,3m,0.7,0.7,2.5,18.0,38.0,0.01,3m,0.5,1.0,3.0,64.0,,,,,,,,26.0,0.0425,5m,0.6,0.9,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,24.0,0.02,5m,0.9,0.8,2.0,50.0,0.3,5,COMPLETE
31,31,-3.063087920787951,2025-06-21 01:15:08.085679,2025-06-21 01:15:08.606774,0 days 00:00:00.521095,,,,,,,,,,,,,,,,,,,,,,44.0,0.05,4m,0.7,1.0,2.5,12.0,,,,,,,,,,,,,,,12.0,0.05,4m,1.0,0.5,1.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
32,32,-5.08024184230281,2025-06-21 01:15:08.624322,2025-06-21 01:15:09.308370,0 days 00:00:00.684048,,,,,,,,,,,,,,,34.0,0.03,5m,0.7,1.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,32.0,0.035,4m,0.8,0.7,2.0,30.0,,,,,,,,,,,,,,,42.0,0.027500000000000004,4m,0.9,0.8,2.0,28.0,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
33,33,-6.282187990188431,2025-06-21 01:15:09.328906,2025-06-21 01:15:09.609464,0 days 00:00:00.280558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.025,2m,0.8,0.5,2.0,54.0,,,,,,,,0.5,1,COMPLETE
34,34,-2.8205590622032144,2025-06-21 01:15:09.626504,2025-06-21 01:15:10.058700,0 days 00:00:00.432196,,,,,,,,,,,,,,,64.0,0.02,3m,0.7,0.5,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.027500000000000004,4m,0.9,0.6,1.5,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
35,35,-17.91357848783666,2025-06-21 01:15:10.077608,2025-06-21 01:15:10.528814,0 days 00:00:00.451206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.02,3m,0.9,0.6,3.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.04,1m,0.7,0.6,1.5,50.0,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
36,36,-1.8190569326739925,2025-06-21 01:15:10.548041,2025-06-21 01:15:10.787793,0 days 00:00:00.239752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0425,5m,0.6,0.9,2.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
37,37,-4.702237577086546,2025-06-21 01:15:10.806403,2025-06-21 01:15:11.061342,0 days 00:00:00.254939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.027500000000000004,4m,0.9,0.6,1.5,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
38,38,-1.819009169190581,2025-06-21 01:15:11.077361,2025-06-21 01:15:11.326409,0 days 00:00:00.249048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0425,5m,0.6,0.9,2.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
39,39,-10.662616514349418,2025-06-21 01:15:11.342926,2025-06-21 01:15:11.596389,0 days 00:00:00.253463,48.0,0.035,3m,0.7,0.7,1.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
40,40,-2.29506109802101,2025-06-21 01:15:11.613298,2025-06-21 01:15:11.862526,0 days 00:00:00.249228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.02,3m,0.5,0.9,2.5,28.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
41,41,-2.29506109802101,2025-06-21 01:15:11.879938,2025-06-21 01:15:12.134740,0 days 00:00:00.254802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.02,3m,0.5,0.9,2.5,28.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
42,42,-4.678880177569939,2025-06-21 01:15:12.151000,2025-06-21 01:15:12.395092,0 days 00:00:00.244092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.01,5m,1.0,0.9,1.5,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
43,43,-2.2835811483270394,2025-06-21 01:15:12.412649,2025-06-21 01:15:12.656157,0 days 00:00:00.243508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.045000000000000005,5m,0.6,0.9,2.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
