,number,value,datetime_start,datetime_complete,duration,params_DIAsynprice_DIA_beta_win,params_DIAsynprice_DIA_stop_loss,params_DIAsynprice_DIA_trade_freq,params_DIAsynprice_DIA_z_entry,params_DIAsynprice_DIA_z_exit,params_DIAsynprice_DIA_z_stop_scaler,params_DIAsynprice_DIA_z_win,params_QQQsynprice_QQQ_beta_win,params_QQQsynprice_QQQ_stop_loss,params_QQQsynprice_QQQ_trade_freq,params_QQQsynprice_QQQ_z_entry,params_QQQsynprice_QQQ_z_exit,params_QQQsynprice_QQQ_z_stop_scaler,params_QQQsynprice_QQQ_z_win,params_XLBsynprice_XLB_beta_win,params_XLBsynprice_XLB_stop_loss,params_XLBsynprice_XLB_trade_freq,params_XLBsynprice_XLB_z_entry,params_XLBsynprice_XLB_z_exit,params_XLBsynprice_XLB_z_stop_scaler,params_XLBsynprice_XLB_z_win,params_XLCsynprice_XLC_beta_win,params_XLCsynprice_XLC_stop_loss,params_XLCsynprice_XLC_trade_freq,params_XLCsynprice_XLC_z_entry,params_XLCsynprice_XLC_z_exit,params_XLCsynprice_XLC_z_stop_scaler,params_XLCsynprice_XLC_z_win,params_XLEsynprice_XLE_beta_win,params_XLEsynprice_XLE_stop_loss,params_XLEsynprice_XLE_trade_freq,params_XLEsynprice_XLE_z_entry,params_XLEsynprice_XLE_z_exit,params_XLEsynprice_XLE_z_stop_scaler,params_XLEsynprice_XLE_z_win,params_XLFsynprice_XLF_beta_win,params_XLFsynprice_XLF_stop_loss,params_XLFsynprice_XLF_trade_freq,params_XLFsynprice_XLF_z_entry,params_XLFsynprice_XLF_z_exit,params_XLFsynprice_XLF_z_stop_scaler,params_XLFsynprice_XLF_z_win,params_XLIsynprice_XLI_beta_win,params_XLIsynprice_XLI_stop_loss,params_XLIsynprice_XLI_trade_freq,params_XLIsynprice_XLI_z_entry,params_XLIsynprice_XLI_z_exit,params_XLIsynprice_XLI_z_stop_scaler,params_XLIsynprice_XLI_z_win,params_XLKsynprice_XLK_beta_win,params_XLKsynprice_XLK_stop_loss,params_XLKsynprice_XLK_trade_freq,params_XLKsynprice_XLK_z_entry,params_XLKsynprice_XLK_z_exit,params_XLKsynprice_XLK_z_stop_scaler,params_XLKsynprice_XLK_z_win,params_XLPsynprice_XLP_beta_win,params_XLPsynprice_XLP_stop_loss,params_XLPsynprice_XLP_trade_freq,params_XLPsynprice_XLP_z_entry,params_XLPsynprice_XLP_z_exit,params_XLPsynprice_XLP_z_stop_scaler,params_XLPsynprice_XLP_z_win,params_XLREsynprice_XLRE_beta_win,params_XLREsynprice_XLRE_stop_loss,params_XLREsynprice_XLRE_trade_freq,params_XLREsynprice_XLRE_z_entry,params_XLREsynprice_XLRE_z_exit,params_XLREsynprice_XLRE_z_stop_scaler,params_XLREsynprice_XLRE_z_win,params_XLUsynprice_XLU_beta_win,params_XLUsynprice_XLU_stop_loss,params_XLUsynprice_XLU_trade_freq,params_XLUsynprice_XLU_z_entry,params_XLUsynprice_XLU_z_exit,params_XLUsynprice_XLU_z_stop_scaler,params_XLUsynprice_XLU_z_win,params_XLVsynprice_XLV_beta_win,params_XLVsynprice_XLV_stop_loss,params_XLVsynprice_XLV_trade_freq,params_XLVsynprice_XLV_z_entry,params_XLVsynprice_XLV_z_exit,params_XLVsynprice_XLV_z_stop_scaler,params_XLVsynprice_XLV_z_win,params_XLYsynprice_XLY_beta_win,params_XLYsynprice_XLY_stop_loss,params_XLYsynprice_XLY_trade_freq,params_XLYsynprice_XLY_z_entry,params_XLYsynprice_XLY_z_exit,params_XLYsynprice_XLY_z_stop_scaler,params_XLYsynprice_XLY_z_win,params_buffer_capital,params_pairs_to_trade,state
14,14,-4.415783724110498,2025-06-21 01:29:22.675794,2025-06-21 01:29:22.939562,0 days 00:00:00.263768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.027500000000000004,2m,1.0,1.0,2.0,28.0,,,,,,,,0.4,1,COMPLETE
15,15,-4.68442672244058,2025-06-21 01:29:22.958812,2025-06-21 01:29:23.214223,0 days 00:00:00.255411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.05,2m,1.0,0.5,1.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
16,16,-1.8585153688474956,2025-06-21 01:29:23.236247,2025-06-21 01:29:23.497387,0 days 00:00:00.261140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.01,3m,1.0,0.8,3.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
17,17,-8.134259678471087,2025-06-21 01:29:23.516249,2025-06-21 01:29:25.169726,0 days 00:00:01.653477,,,,,,,,42.0,0.05,4m,0.5,1.0,3.0,10.0,64.0,0.01,5m,1.0,0.5,1.5,56.0,38.0,0.01,5m,1.0,0.5,1.5,18.0,42.0,0.05,5m,1.0,0.5,1.5,30.0,,,,,,,,62.0,0.027500000000000004,3m,1.0,0.7,2.0,44.0,12.0,0.05,3m,0.5,0.9,3.0,62.0,38.0,0.01,3m,1.0,0.8,3.0,64.0,,,,,,,,,,,,,,,,,,,,,,10.0,0.01,5m,0.5,1.0,3.0,12.0,0.4,8,COMPLETE
18,18,-67.2555271766157,2025-06-21 01:29:25.191132,2025-06-21 01:29:26.691490,0 days 00:00:01.500358,34.0,0.025,1m,0.5,1.0,1.5,64.0,64.0,0.04,4m,0.5,0.5,2.5,58.0,44.0,0.025,5m,0.8,0.5,2.0,42.0,60.0,0.05,1m,0.8,0.8,2.0,64.0,,,,,,,,64.0,0.05,1m,0.5,1.0,3.0,60.0,,,,,,,,64.0,0.01,4m,0.7,0.5,1.5,34.0,,,,,,,,,,,,,,,,,,,,,,30.0,0.05,4m,0.5,0.8,3.0,64.0,,,,,,,,0.3,7,COMPLETE
19,19,-10.91884188903288,2025-06-21 01:29:26.713013,2025-06-21 01:29:27.172416,0 days 00:00:00.459403,64.0,0.01,3m,0.7,0.8,2.0,48.0,42.0,0.02,3m,0.7,0.9,2.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
20,20,-11.939656087635091,2025-06-21 01:29:27.189668,2025-06-21 01:29:28.247337,0 days 00:00:01.057669,,,,,,,,10.0,0.0375,2m,0.6,0.6,2.0,50.0,,,,,,,,32.0,0.0425,4m,0.6,0.9,3.0,28.0,,,,,,,,,,,,,,,,,,,,,,32.0,0.03,5m,0.7,0.7,2.5,44.0,38.0,0.03,4m,0.9,0.8,2.5,40.0,,,,,,,,32.0,0.045000000000000005,5m,0.7,1.0,3.0,64.0,,,,,,,,,,,,,,,0.45,5,COMPLETE
21,21,-47.585431208174725,2025-06-21 01:29:28.269372,2025-06-21 01:29:28.552923,0 days 00:00:00.283551,46.0,0.03,1m,0.6,0.9,2.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
22,22,-61.50713304816617,2025-06-21 01:29:28.569822,2025-06-21 01:29:29.027565,0 days 00:00:00.457743,,,,,,,,28.0,0.05,1m,0.8,1.0,2.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.01,1m,0.8,0.6,1.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
23,23,-0.32300536654461137,2025-06-21 01:29:29.046495,2025-06-21 01:29:29.298827,0 days 00:00:00.252332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0475,4m,1.0,1.0,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
24,24,-7.0592380437408,2025-06-21 01:29:29.316958,2025-06-21 01:29:29.777359,0 days 00:00:00.460401,,,,,,,,,,,,,,,,,,,,,,48.0,0.01,2m,0.9,0.5,2.0,28.0,32.0,0.04,3m,0.8,0.5,1.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
25,25,-9.529823527771507,2025-06-21 01:29:29.796466,2025-06-21 01:29:30.657009,0 days 00:00:00.860543,20.0,0.0175,5m,0.8,0.7,2.0,50.0,,,,,,,,42.0,0.027500000000000004,2m,1.0,0.7,2.0,44.0,,,,,,,,24.0,0.02,4m,0.5,0.6,2.0,64.0,,,,,,,,48.0,0.035,4m,0.5,1.0,2.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
26,26,-10.833043113135922,2025-06-21 01:29:30.676409,2025-06-21 01:29:30.936371,0 days 00:00:00.259962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.0375,5m,0.9,0.7,2.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
27,27,-3.463530406084025,2025-06-21 01:29:30.953934,2025-06-21 01:29:31.825579,0 days 00:00:00.871645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.0125,3m,0.5,0.9,3.0,14.0,22.0,0.02,3m,0.9,0.6,2.0,36.0,,,,,,,,,,,,,,,64.0,0.05,4m,1.0,1.0,2.0,10.0,,,,,,,,,,,,,,,64.0,0.0225,2m,0.7,0.7,2.5,64.0,0.3,4,COMPLETE
28,28,-18.69097403793818,2025-06-21 01:29:31.845604,2025-06-21 01:29:32.294951,0 days 00:00:00.449347,,,,,,,,36.0,0.03,5m,0.9,0.8,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.04,5m,0.5,1.0,3.0,10.0,,,,,,,,,,,,,,,0.45,2,COMPLETE
29,29,-8.322851636299715,2025-06-21 01:29:32.315355,2025-06-21 01:29:32.772483,0 days 00:00:00.457128,42.0,0.0475,4m,0.9,0.5,2.5,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.0425,5m,1.0,1.0,2.0,28.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
30,30,-10.80132990548078,2025-06-21 01:29:32.818399,2025-06-21 01:29:33.072682,0 days 00:00:00.254283,,,,,,,,20.0,0.01,4m,0.6,0.6,3.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
31,31,-74.90538352561265,2025-06-21 01:29:33.091200,2025-06-21 01:29:33.937725,0 days 00:00:00.846525,,,,,,,,,,,,,,,,,,,,,,30.0,0.04,5m,0.6,0.9,2.5,28.0,,,,,,,,56.0,0.01,3m,0.5,0.9,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.05,4m,1.0,1.0,2.0,12.0,50.0,0.0375,1m,0.7,0.7,2.0,22.0,,,,,,,,,,,,,,,0.25,4,COMPLETE
32,32,-19.364660115743074,2025-06-21 01:29:33.957419,2025-06-21 01:29:34.622684,0 days 00:00:00.665265,,,,,,,,52.0,0.0225,1m,0.9,0.8,2.0,52.0,,,,,,,,,,,,,,,,,,,,,,44.0,0.03,3m,0.7,0.8,2.5,32.0,20.0,0.0225,3m,0.9,0.6,2.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3,COMPLETE
33,33,-8.601103997820191,2025-06-21 01:29:34.641233,2025-06-21 01:29:34.895515,0 days 00:00:00.254282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.02,3m,0.7,0.6,1.5,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
34,34,-9.924603133106421,2025-06-21 01:29:34.914753,2025-06-21 01:29:35.768346,0 days 00:00:00.853593,26.0,0.0325,4m,0.6,0.9,1.5,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.02,3m,0.9,0.6,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,24.0,0.0125,3m,0.8,0.7,2.5,46.0,64.0,0.01,4m,0.5,1.0,2.5,12.0,,,,,,,,0.2,4,COMPLETE
35,35,-8.678182959233919,2025-06-21 01:29:35.814391,2025-06-21 01:29:36.262389,0 days 00:00:00.447998,54.0,0.0175,5m,0.6,0.7,2.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.01,5m,0.7,0.8,2.5,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
36,36,-0.6038298369823883,2025-06-21 01:29:36.279635,2025-06-21 01:29:36.528763,0 days 00:00:00.249128,,,,,,,,,,,,,,,,,,,,,,46.0,0.027500000000000004,5m,0.9,0.7,1.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
37,37,-0.23412903949222647,2025-06-21 01:29:36.548787,2025-06-21 01:29:36.835555,0 days 00:00:00.286768,,,,,,,,,,,,,,,,,,,,,,50.0,0.027500000000000004,5m,0.9,0.7,1.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
38,38,-6.289361603056454,2025-06-21 01:29:36.862597,2025-06-21 01:29:37.585810,0 days 00:00:00.723213,,,,,,,,,,,,,,,,,,,,,,52.0,0.027500000000000004,5m,0.9,0.7,1.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.0225,4m,0.9,0.9,2.5,30.0,,,,,,,,,,,,,,,34.0,0.035,2m,0.8,0.8,2.0,34.0,0.25,3,COMPLETE
39,39,-6.290606199773243,2025-06-21 01:29:37.603531,2025-06-21 01:29:37.877259,0 days 00:00:00.273728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0225,2m,0.7,0.6,2.5,52.0,,,,,,,,0.25,1,COMPLETE
40,40,-13.56511628236272,2025-06-21 01:29:37.896289,2025-06-21 01:29:39.892382,0 days 00:00:01.996093,,,,,,,,64.0,0.0375,3m,0.6,0.9,2.5,64.0,12.0,0.04,1m,0.7,1.0,3.0,28.0,,,,,,,,64.0,0.035,4m,0.6,0.8,2.0,10.0,28.0,0.05,4m,0.8,0.5,2.0,62.0,44.0,0.0325,5m,0.7,0.8,3.0,58.0,50.0,0.0375,4m,1.0,1.0,2.0,24.0,28.0,0.01,3m,0.8,0.7,2.0,64.0,,,,,,,,46.0,0.035,5m,0.9,0.9,2.0,64.0,,,,,,,,40.0,0.05,4m,1.0,1.0,2.0,42.0,0.1,9,COMPLETE
41,41,-1.764717896709572,2025-06-21 01:29:39.917409,2025-06-21 01:29:40.178319,0 days 00:00:00.260910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0175,5m,0.9,0.8,2.0,64.0,,,,,,,,0.2,1,COMPLETE
42,42,-12.276150921475582,2025-06-21 01:29:40.195491,2025-06-21 01:29:40.630671,0 days 00:00:00.435180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.02,5m,0.6,0.8,3.0,62.0,,,,,,,,,,,,,,,64.0,0.05,3m,0.6,0.6,3.0,44.0,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
43,43,-11.760171249052224,2025-06-21 01:29:40.648196,2025-06-21 01:29:40.910272,0 days 00:00:00.262076,,,,,,,,36.0,0.0175,2m,0.7,0.6,1.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
