,number,value,datetime_start,datetime_complete,duration,params_DIAsynprice_DIA_beta_win,params_DIAsynprice_DIA_stop_loss,params_DIAsynprice_DIA_trade_freq,params_DIAsynprice_DIA_z_entry,params_DIAsynprice_DIA_z_exit,params_DIAsynprice_DIA_z_stop_scaler,params_DIAsynprice_DIA_z_win,params_QQQsynprice_QQQ_beta_win,params_QQQsynprice_QQQ_stop_loss,params_QQQsynprice_QQQ_trade_freq,params_QQQsynprice_QQQ_z_entry,params_QQQsynprice_QQQ_z_exit,params_QQQsynprice_QQQ_z_stop_scaler,params_QQQsynprice_QQQ_z_win,params_XLBsynprice_XLB_beta_win,params_XLBsynprice_XLB_stop_loss,params_XLBsynprice_XLB_trade_freq,params_XLBsynprice_XLB_z_entry,params_XLBsynprice_XLB_z_exit,params_XLBsynprice_XLB_z_stop_scaler,params_XLBsynprice_XLB_z_win,params_XLCsynprice_XLC_beta_win,params_XLCsynprice_XLC_stop_loss,params_XLCsynprice_XLC_trade_freq,params_XLCsynprice_XLC_z_entry,params_XLCsynprice_XLC_z_exit,params_XLCsynprice_XLC_z_stop_scaler,params_XLCsynprice_XLC_z_win,params_XLEsynprice_XLE_beta_win,params_XLEsynprice_XLE_stop_loss,params_XLEsynprice_XLE_trade_freq,params_XLEsynprice_XLE_z_entry,params_XLEsynprice_XLE_z_exit,params_XLEsynprice_XLE_z_stop_scaler,params_XLEsynprice_XLE_z_win,params_XLFsynprice_XLF_beta_win,params_XLFsynprice_XLF_stop_loss,params_XLFsynprice_XLF_trade_freq,params_XLFsynprice_XLF_z_entry,params_XLFsynprice_XLF_z_exit,params_XLFsynprice_XLF_z_stop_scaler,params_XLFsynprice_XLF_z_win,params_XLIsynprice_XLI_beta_win,params_XLIsynprice_XLI_stop_loss,params_XLIsynprice_XLI_trade_freq,params_XLIsynprice_XLI_z_entry,params_XLIsynprice_XLI_z_exit,params_XLIsynprice_XLI_z_stop_scaler,params_XLIsynprice_XLI_z_win,params_XLKsynprice_XLK_beta_win,params_XLKsynprice_XLK_stop_loss,params_XLKsynprice_XLK_trade_freq,params_XLKsynprice_XLK_z_entry,params_XLKsynprice_XLK_z_exit,params_XLKsynprice_XLK_z_stop_scaler,params_XLKsynprice_XLK_z_win,params_XLPsynprice_XLP_beta_win,params_XLPsynprice_XLP_stop_loss,params_XLPsynprice_XLP_trade_freq,params_XLPsynprice_XLP_z_entry,params_XLPsynprice_XLP_z_exit,params_XLPsynprice_XLP_z_stop_scaler,params_XLPsynprice_XLP_z_win,params_XLREsynprice_XLRE_beta_win,params_XLREsynprice_XLRE_stop_loss,params_XLREsynprice_XLRE_trade_freq,params_XLREsynprice_XLRE_z_entry,params_XLREsynprice_XLRE_z_exit,params_XLREsynprice_XLRE_z_stop_scaler,params_XLREsynprice_XLRE_z_win,params_XLUsynprice_XLU_beta_win,params_XLUsynprice_XLU_stop_loss,params_XLUsynprice_XLU_trade_freq,params_XLUsynprice_XLU_z_entry,params_XLUsynprice_XLU_z_exit,params_XLUsynprice_XLU_z_stop_scaler,params_XLUsynprice_XLU_z_win,params_XLVsynprice_XLV_beta_win,params_XLVsynprice_XLV_stop_loss,params_XLVsynprice_XLV_trade_freq,params_XLVsynprice_XLV_z_entry,params_XLVsynprice_XLV_z_exit,params_XLVsynprice_XLV_z_stop_scaler,params_XLVsynprice_XLV_z_win,params_XLYsynprice_XLY_beta_win,params_XLYsynprice_XLY_stop_loss,params_XLYsynprice_XLY_trade_freq,params_XLYsynprice_XLY_z_entry,params_XLYsynprice_XLY_z_exit,params_XLYsynprice_XLY_z_stop_scaler,params_XLYsynprice_XLY_z_win,params_buffer_capital,params_pairs_to_trade,state
10,10,-22.029695062238908,2025-06-21 01:30:36.612862,2025-06-21 01:30:38.029210,0 days 00:00:01.416348,,,,,,,,64.0,0.01,3m,0.8,0.5,3.0,10.0,30.0,0.01,3m,1.0,0.7,3.0,42.0,,,,,,,,44.0,0.05,1m,1.0,0.5,3.0,12.0,,,,,,,,40.0,0.05,1m,1.0,0.5,3.0,60.0,,,,,,,,10.0,0.05,5m,0.5,0.5,3.0,56.0,10.0,0.01,5m,0.5,0.5,1.5,64.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
11,11,-2.3936606161257226,2025-06-21 01:30:38.050948,2025-06-21 01:30:38.330937,0 days 00:00:00.279989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.01,2m,0.6,1.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
12,12,-4.896469235351008,2025-06-21 01:30:38.348967,2025-06-21 01:30:38.630895,0 days 00:00:00.281928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.01,5m,0.5,0.5,1.5,64.0,,,,,,,,0.35000000000000003,1,COMPLETE
13,13,-12.920022749115855,2025-06-21 01:30:38.650920,2025-06-21 01:30:39.877471,0 days 00:00:01.226551,,,,,,,,50.0,0.035,4m,0.8,0.7,2.5,62.0,34.0,0.04,1m,0.7,0.7,1.5,62.0,,,,,,,,10.0,0.0475,2m,0.6,1.0,3.0,12.0,,,,,,,,10.0,0.01,5m,0.8,0.5,2.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.01,2m,0.7,1.0,3.0,10.0,,,,,,,,0.3,5,COMPLETE
14,14,-12.61709443572657,2025-06-21 01:30:39.910093,2025-06-21 01:30:40.749784,0 days 00:00:00.839691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.03,5m,1.0,1.0,3.0,62.0,,,,,,,,,,,,,,,,,,,,,,16.0,0.045000000000000005,4m,0.5,1.0,3.0,10.0,64.0,0.05,5m,0.6,0.5,1.5,10.0,,,,,,,,64.0,0.01,3m,1.0,0.9,1.5,62.0,0.4,4,COMPLETE
15,15,-57.65867788605214,2025-06-21 01:30:40.770524,2025-06-21 01:30:41.035210,0 days 00:00:00.264686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.01,1m,1.0,0.6,1.5,12.0,,,,,,,,,,,,,,,0.25,1,COMPLETE
16,16,-14.973480988333412,2025-06-21 01:30:41.052738,2025-06-21 01:30:42.519895,0 days 00:00:01.467157,,,,,,,,42.0,0.05,3m,0.7,0.5,2.5,26.0,24.0,0.0175,3m,0.5,0.6,2.0,38.0,64.0,0.05,5m,1.0,0.5,1.5,12.0,22.0,0.0125,4m,0.6,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,32.0,0.01,2m,0.5,1.0,2.0,64.0,64.0,0.0375,3m,0.7,0.5,1.5,60.0,,,,,,,,30.0,0.03,4m,0.8,0.7,2.0,64.0,,,,,,,,0.4,7,COMPLETE
17,17,-5.469904708616718,2025-06-21 01:30:42.539914,2025-06-21 01:30:43.387620,0 days 00:00:00.847706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.01,5m,0.8,1.0,3.0,24.0,40.0,0.05,4m,0.7,0.7,3.0,42.0,64.0,0.04,5m,1.0,0.7,3.0,28.0,10.0,0.05,5m,0.5,0.5,3.0,12.0,0.2,4,COMPLETE
18,18,-10.428626885209692,2025-06-21 01:30:43.406096,2025-06-21 01:30:43.868706,0 days 00:00:00.462610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.05,5m,0.7,1.0,2.5,32.0,,,,,,,,38.0,0.027500000000000004,3m,0.8,0.8,2.0,64.0,,,,,,,,,,,,,,,0.3,2,COMPLETE
19,19,-34.647245347845946,2025-06-21 01:30:43.886735,2025-06-21 01:30:44.382117,0 days 00:00:00.495382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.03,4m,1.0,0.7,2.0,46.0,,,,,,,,46.0,0.02,1m,0.5,0.8,2.0,50.0,,,,,,,,0.4,2,COMPLETE
20,20,-50.28265049461358,2025-06-21 01:30:44.402658,2025-06-21 01:30:45.270975,0 days 00:00:00.868317,,,,,,,,62.0,0.027500000000000004,1m,0.5,0.7,3.0,40.0,,,,,,,,56.0,0.01,1m,0.5,1.0,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0375,4m,0.7,0.9,3.0,28.0,38.0,0.01,4m,1.0,0.7,2.0,32.0,0.2,4,COMPLETE
21,21,-2.6012710663614937,2025-06-21 01:30:45.295129,2025-06-21 01:30:45.543079,0 days 00:00:00.247950,,,,,,,,,,,,,,,,,,,,,,48.0,0.0475,5m,0.9,0.5,2.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
22,22,-0.3381920763502172,2025-06-21 01:30:45.562109,2025-06-21 01:30:45.817932,0 days 00:00:00.255823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0375,2m,0.6,0.6,1.5,28.0,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
23,23,-10.883417663396315,2025-06-21 01:30:45.834949,2025-06-21 01:30:46.080358,0 days 00:00:00.245409,,,,,,,,32.0,0.01,4m,0.9,0.8,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
24,24,-3.2602373307492196,2025-06-21 01:30:46.097119,2025-06-21 01:30:46.565289,0 days 00:00:00.468170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0425,2m,0.8,0.5,2.0,34.0,62.0,0.0375,2m,0.6,0.6,1.5,28.0,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
25,25,-15.32922546116568,2025-06-21 01:30:46.584120,2025-06-21 01:30:48.252355,0 days 00:00:01.668235,12.0,0.05,5m,1.0,1.0,1.5,10.0,44.0,0.0325,5m,0.7,0.9,2.5,64.0,,,,,,,,28.0,0.0475,4m,0.7,0.7,2.0,58.0,42.0,0.02,3m,0.6,0.9,2.5,62.0,,,,,,,,38.0,0.027500000000000004,4m,1.0,0.7,2.5,64.0,,,,,,,,,,,,,,,48.0,0.04,2m,0.6,0.6,2.0,28.0,14.0,0.0325,5m,1.0,1.0,2.5,26.0,52.0,0.02,2m,0.8,0.6,2.0,52.0,,,,,,,,0.45,8,COMPLETE
26,26,-13.868782871186673,2025-06-21 01:30:48.273878,2025-06-21 01:30:48.532049,0 days 00:00:00.258171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,0.02,4m,0.5,0.5,2.0,28.0,,,,,,,,,,,,,,,0.45,1,COMPLETE
27,27,-5.232688016147566,2025-06-21 01:30:48.551890,2025-06-21 01:30:49.000986,0 days 00:00:00.449096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.05,4m,1.0,1.0,1.5,64.0,,,,,,,,36.0,0.0225,3m,0.8,0.9,1.5,56.0,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
28,28,-51.18941062604798,2025-06-21 01:30:49.019885,2025-06-21 01:30:50.121361,0 days 00:00:01.101476,,,,,,,,,,,,,,,,,,,,,,52.0,0.0425,5m,0.9,0.7,2.5,24.0,60.0,0.01,1m,0.7,0.9,2.0,46.0,,,,,,,,,,,,,,,36.0,0.03,3m,0.5,0.5,1.5,62.0,,,,,,,,56.0,0.05,2m,0.6,0.6,2.5,50.0,28.0,0.0425,1m,0.7,0.7,3.0,54.0,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
29,29,-13.547461146569773,2025-06-21 01:30:50.141640,2025-06-21 01:30:50.600426,0 days 00:00:00.458786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.04,3m,0.8,0.8,2.0,28.0,10.0,0.02,5m,0.9,0.6,2.5,10.0,,,,,,,,0.45,2,COMPLETE
30,30,-15.335173514354182,2025-06-21 01:30:50.618956,2025-06-21 01:30:50.880534,0 days 00:00:00.261578,,,,,,,,,,,,,,,,,,,,,,10.0,0.0225,1m,0.7,0.8,2.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
31,31,-10.94060195350587,2025-06-21 01:30:50.902492,2025-06-21 01:30:51.351405,0 days 00:00:00.448913,,,,,,,,,,,,,,,,,,,,,,30.0,0.027500000000000004,4m,0.9,0.6,2.5,22.0,,,,,,,,,,,,,,,50.0,0.05,5m,0.5,0.6,2.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
32,32,-2.754658505809299,2025-06-21 01:30:51.369071,2025-06-21 01:30:51.641493,0 days 00:00:00.272422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.01,2m,0.5,0.5,1.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
33,33,-20.02862359919651,2025-06-21 01:30:51.660054,2025-06-21 01:30:51.914569,0 days 00:00:00.254515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.03,1m,1.0,0.8,2.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
34,34,-15.474832659697794,2025-06-21 01:30:51.933176,2025-06-21 01:30:52.577833,0 days 00:00:00.644657,10.0,0.0425,4m,1.0,0.5,2.5,32.0,,,,,,,,64.0,0.05,5m,1.0,1.0,1.5,12.0,,,,,,,,,,,,,,,,,,,,,,28.0,0.0375,1m,0.7,0.8,3.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
35,35,-16.79334444168307,2025-06-21 01:30:52.613963,2025-06-21 01:30:52.876285,0 days 00:00:00.262322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.01,1m,0.6,0.7,3.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
36,36,-52.809330773369894,2025-06-21 01:30:52.895715,2025-06-21 01:30:53.540557,0 days 00:00:00.644842,30.0,0.03,1m,0.5,1.0,2.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.0125,2m,0.5,0.5,1.5,10.0,50.0,0.02,3m,0.8,1.0,2.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
37,37,-2.256141559105583,2025-06-21 01:30:53.574472,2025-06-21 01:30:53.832961,0 days 00:00:00.258489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.0175,2m,0.5,0.5,2.0,34.0,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
38,38,-16.632502477469323,2025-06-21 01:30:53.849891,2025-06-21 01:30:54.501397,0 days 00:00:00.651506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.05,5m,0.8,0.8,2.0,12.0,,,,,,,,36.0,0.0175,2m,0.5,0.5,2.0,30.0,,,,,,,,38.0,0.04,4m,0.6,0.9,1.5,30.0,,,,,,,,0.4,3,COMPLETE
39,39,-8.316433700402674,2025-06-21 01:30:54.521936,2025-06-21 01:30:54.982449,0 days 00:00:00.460513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.025,2m,0.6,0.6,1.5,20.0,,,,,,,,28.0,0.035,2m,0.6,0.9,2.5,20.0,,,,,,,,0.45,2,COMPLETE
40,40,-11.967683813876173,2025-06-21 01:30:55.001284,2025-06-21 01:30:56.887719,0 days 00:00:01.886435,64.0,0.03,5m,0.7,0.8,2.0,28.0,54.0,0.0425,4m,0.6,0.6,1.5,48.0,44.0,0.0375,4m,0.8,0.8,2.0,64.0,,,,,,,,,,,,,,,64.0,0.05,1m,0.7,0.8,3.0,26.0,10.0,0.03,5m,0.9,0.6,2.5,40.0,28.0,0.0125,4m,0.5,0.5,2.5,28.0,22.0,0.02,3m,0.9,0.8,2.0,26.0,44.0,0.0325,2m,0.5,0.5,2.0,34.0,,,,,,,,56.0,0.05,3m,0.9,0.6,2.0,54.0,,,,,,,,0.35000000000000003,9,COMPLETE
41,41,-1.8634050989704072,2025-06-21 01:30:56.914763,2025-06-21 01:30:57.203876,0 days 00:00:00.289113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.025,2m,0.6,0.5,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
42,42,-2.803455629147214,2025-06-21 01:30:57.219951,2025-06-21 01:30:57.470707,0 days 00:00:00.250756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.04,5m,0.9,0.9,2.5,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
43,43,-20.80147914819517,2025-06-21 01:30:57.494797,2025-06-21 01:30:57.949939,0 days 00:00:00.455142,,,,,,,,,,,,,,,22.0,0.0425,1m,0.9,0.9,3.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0225,1m,0.5,0.8,2.5,64.0,0.5,2,COMPLETE
44,44,-3.3009036652698076,2025-06-21 01:30:57.968172,2025-06-21 01:30:58.229174,0 days 00:00:00.261002,,,,,,,,,,,,,,,42.0,0.0175,5m,0.7,0.9,2.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
