,number,value,datetime_start,datetime_complete,duration,params_DIAsynprice_DIA_beta_win,params_DIAsynprice_DIA_stop_loss,params_DIAsynprice_DIA_trade_freq,params_DIAsynprice_DIA_z_entry,params_DIAsynprice_DIA_z_exit,params_DIAsynprice_DIA_z_stop_scaler,params_DIAsynprice_DIA_z_win,params_QQQsynprice_QQQ_beta_win,params_QQQsynprice_QQQ_stop_loss,params_QQQsynprice_QQQ_trade_freq,params_QQQsynprice_QQQ_z_entry,params_QQQsynprice_QQQ_z_exit,params_QQQsynprice_QQQ_z_stop_scaler,params_QQQsynprice_QQQ_z_win,params_XLBsynprice_XLB_beta_win,params_XLBsynprice_XLB_stop_loss,params_XLBsynprice_XLB_trade_freq,params_XLBsynprice_XLB_z_entry,params_XLBsynprice_XLB_z_exit,params_XLBsynprice_XLB_z_stop_scaler,params_XLBsynprice_XLB_z_win,params_XLCsynprice_XLC_beta_win,params_XLCsynprice_XLC_stop_loss,params_XLCsynprice_XLC_trade_freq,params_XLCsynprice_XLC_z_entry,params_XLCsynprice_XLC_z_exit,params_XLCsynprice_XLC_z_stop_scaler,params_XLCsynprice_XLC_z_win,params_XLEsynprice_XLE_beta_win,params_XLEsynprice_XLE_stop_loss,params_XLEsynprice_XLE_trade_freq,params_XLEsynprice_XLE_z_entry,params_XLEsynprice_XLE_z_exit,params_XLEsynprice_XLE_z_stop_scaler,params_XLEsynprice_XLE_z_win,params_XLFsynprice_XLF_beta_win,params_XLFsynprice_XLF_stop_loss,params_XLFsynprice_XLF_trade_freq,params_XLFsynprice_XLF_z_entry,params_XLFsynprice_XLF_z_exit,params_XLFsynprice_XLF_z_stop_scaler,params_XLFsynprice_XLF_z_win,params_XLIsynprice_XLI_beta_win,params_XLIsynprice_XLI_stop_loss,params_XLIsynprice_XLI_trade_freq,params_XLIsynprice_XLI_z_entry,params_XLIsynprice_XLI_z_exit,params_XLIsynprice_XLI_z_stop_scaler,params_XLIsynprice_XLI_z_win,params_XLKsynprice_XLK_beta_win,params_XLKsynprice_XLK_stop_loss,params_XLKsynprice_XLK_trade_freq,params_XLKsynprice_XLK_z_entry,params_XLKsynprice_XLK_z_exit,params_XLKsynprice_XLK_z_stop_scaler,params_XLKsynprice_XLK_z_win,params_XLPsynprice_XLP_beta_win,params_XLPsynprice_XLP_stop_loss,params_XLPsynprice_XLP_trade_freq,params_XLPsynprice_XLP_z_entry,params_XLPsynprice_XLP_z_exit,params_XLPsynprice_XLP_z_stop_scaler,params_XLPsynprice_XLP_z_win,params_XLREsynprice_XLRE_beta_win,params_XLREsynprice_XLRE_stop_loss,params_XLREsynprice_XLRE_trade_freq,params_XLREsynprice_XLRE_z_entry,params_XLREsynprice_XLRE_z_exit,params_XLREsynprice_XLRE_z_stop_scaler,params_XLREsynprice_XLRE_z_win,params_XLUsynprice_XLU_beta_win,params_XLUsynprice_XLU_stop_loss,params_XLUsynprice_XLU_trade_freq,params_XLUsynprice_XLU_z_entry,params_XLUsynprice_XLU_z_exit,params_XLUsynprice_XLU_z_stop_scaler,params_XLUsynprice_XLU_z_win,params_XLVsynprice_XLV_beta_win,params_XLVsynprice_XLV_stop_loss,params_XLVsynprice_XLV_trade_freq,params_XLVsynprice_XLV_z_entry,params_XLVsynprice_XLV_z_exit,params_XLVsynprice_XLV_z_stop_scaler,params_XLVsynprice_XLV_z_win,params_XLYsynprice_XLY_beta_win,params_XLYsynprice_XLY_stop_loss,params_XLYsynprice_XLY_trade_freq,params_XLYsynprice_XLY_z_entry,params_XLYsynprice_XLY_z_exit,params_XLYsynprice_XLY_z_stop_scaler,params_XLYsynprice_XLY_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-14.979772487866724,2025-06-21 01:42:46.528655,2025-06-21 01:42:47.187065,0 days 00:00:00.658410,,,,,,,,54.0,0.0225,4m,0.6,0.5,1.5,28.0,,,,,,,,,,,,,,,12.0,0.0225,3m,0.7,0.6,2.5,42.0,,,,,,,,,,,,,,,28.0,0.025,5m,0.9,0.7,1.5,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,3,COMPLETE
1,1,-22.879009026348648,2025-06-21 01:42:47.226733,2025-06-21 01:42:49.004930,0 days 00:00:01.778197,54.0,0.027500000000000004,1m,1.0,0.8,2.5,38.0,52.0,0.0125,2m,0.6,0.8,2.5,10.0,,,,,,,,18.0,0.04,3m,0.8,0.7,2.0,14.0,16.0,0.0325,4m,1.0,0.6,1.5,12.0,14.0,0.0125,2m,0.9,1.0,3.0,60.0,,,,,,,,38.0,0.0375,3m,0.6,0.9,3.0,38.0,28.0,0.02,2m,1.0,1.0,2.0,42.0,,,,,,,,,,,,,,,62.0,0.03,2m,0.8,0.8,2.0,52.0,48.0,0.035,1m,0.7,1.0,3.0,48.0,0.5,9,COMPLETE
2,2,-11.834878553154233,2025-06-21 01:42:49.038060,2025-06-21 01:42:49.297928,0 days 00:00:00.259868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.015,2m,0.8,0.8,1.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
3,3,-6.524922509992013,2025-06-21 01:42:49.315611,2025-06-21 01:42:49.917874,0 days 00:00:00.602263,,,,,,,,,,,,,,,22.0,0.0225,2m,1.0,0.6,3.0,52.0,,,,,,,,,,,,,,,,,,,,,,56.0,0.027500000000000004,4m,0.7,0.7,3.0,16.0,,,,,,,,,,,,,,,,,,,,,,50.0,0.045000000000000005,3m,0.6,0.5,1.5,40.0,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
4,4,-10.882994504034091,2025-06-21 01:42:49.943727,2025-06-21 01:42:51.886888,0 days 00:00:01.943161,12.0,0.05,3m,0.9,0.8,2.5,20.0,36.0,0.02,3m,1.0,0.8,2.5,46.0,64.0,0.04,1m,0.7,0.6,3.0,44.0,,,,,,,,24.0,0.0325,2m,0.5,0.9,2.5,44.0,22.0,0.0325,3m,0.5,0.6,2.5,38.0,10.0,0.045000000000000005,5m,1.0,0.9,1.5,32.0,48.0,0.0475,2m,0.9,0.8,2.0,16.0,,,,,,,,50.0,0.025,2m,0.6,1.0,3.0,48.0,24.0,0.02,2m,1.0,0.6,1.5,38.0,,,,,,,,56.0,0.015,3m,0.7,0.9,1.5,40.0,0.15000000000000002,10,COMPLETE
5,5,-27.554411967676106,2025-06-21 01:42:51.908683,2025-06-21 01:42:53.086808,0 days 00:00:01.178125,,,,,,,,48.0,0.01,1m,0.8,0.6,1.5,60.0,,,,,,,,,,,,,,,,,,,,,,16.0,0.02,5m,0.6,1.0,2.5,28.0,10.0,0.0475,5m,0.8,0.9,2.5,20.0,24.0,0.04,2m,0.6,0.9,3.0,26.0,42.0,0.035,2m,0.8,0.6,2.5,34.0,,,,,,,,,,,,,,,40.0,0.02,1m,0.7,0.7,2.5,42.0,,,,,,,,0.25,6,COMPLETE
6,6,-6.047524889774112,2025-06-21 01:42:53.107850,2025-06-21 01:42:53.759143,0 days 00:00:00.651293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0425,2m,1.0,0.6,3.0,16.0,32.0,0.027500000000000004,3m,0.6,0.6,2.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.035,5m,0.9,0.5,1.5,30.0,0.25,3,COMPLETE
7,7,-14.407421698033541,2025-06-21 01:42:53.778689,2025-06-21 01:42:55.803968,0 days 00:00:02.025279,62.0,0.015,3m,0.5,0.7,3.0,12.0,62.0,0.027500000000000004,1m,1.0,1.0,2.5,44.0,,,,,,,,16.0,0.0175,5m,0.5,1.0,1.5,54.0,50.0,0.05,4m,0.9,0.6,1.5,34.0,26.0,0.0375,2m,0.8,0.6,1.5,18.0,,,,,,,,14.0,0.03,2m,0.9,0.5,2.0,56.0,54.0,0.01,2m,0.8,0.7,3.0,16.0,50.0,0.0325,1m,0.8,0.9,1.5,22.0,16.0,0.02,3m,0.8,0.8,3.0,56.0,62.0,0.0375,2m,0.9,1.0,1.5,14.0,,,,,,,,0.1,10,COMPLETE
8,8,-16.02695958297358,2025-06-21 01:42:55.824992,2025-06-21 01:42:56.445298,0 days 00:00:00.620306,,,,,,,,,,,,,,,,,,,,,,30.0,0.0125,3m,0.5,0.9,2.5,50.0,58.0,0.0375,3m,0.5,0.6,2.5,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.015,2m,0.7,0.8,3.0,46.0,,,,,,,,,,,,,,,,,,,,,,0.05,3,COMPLETE
9,9,-25.196363106925894,2025-06-21 01:42:56.462624,2025-06-21 01:42:56.893858,0 days 00:00:00.431234,,,,,,,,18.0,0.0225,4m,0.5,0.7,2.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.04,1m,0.6,0.8,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
10,10,-41.64765651061055,2025-06-21 01:42:56.912851,2025-06-21 01:42:58.145645,0 days 00:00:01.232794,,,,,,,,10.0,0.05,5m,0.8,1.0,3.0,22.0,,,,,,,,,,,,,,,38.0,0.01,5m,0.7,1.0,3.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.05,5m,1.0,0.5,1.5,60.0,64.0,0.05,1m,0.5,1.0,3.0,12.0,10.0,0.01,5m,0.5,0.5,3.0,12.0,18.0,0.05,5m,1.0,0.5,1.5,10.0,0.35000000000000003,6,COMPLETE
11,11,-6.729354202932092,2025-06-21 01:42:58.174818,2025-06-21 01:42:59.048885,0 days 00:00:00.874067,20.0,0.05,2m,0.6,0.5,1.5,62.0,,,,,,,,,,,,,,,64.0,0.05,4m,1.0,0.5,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.01,4m,1.0,0.5,2.5,30.0,52.0,0.045000000000000005,3m,0.5,0.5,1.5,36.0,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
12,12,-8.21564500102576,2025-06-21 01:42:59.072964,2025-06-21 01:43:00.193078,0 days 00:00:01.120114,,,,,,,,,,,,,,,12.0,0.0125,2m,1.0,0.7,3.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.05,5m,0.5,1.0,1.5,62.0,30.0,0.05,3m,0.5,0.6,2.5,64.0,42.0,0.035,5m,0.7,0.7,2.0,40.0,10.0,0.05,4m,1.0,1.0,1.5,64.0,,,,,,,,0.35000000000000003,5,COMPLETE
13,13,-8.110320485883857,2025-06-21 01:43:00.214502,2025-06-21 01:43:00.483122,0 days 00:00:00.268620,38.0,0.01,4m,0.7,1.0,1.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
14,14,-23.506160204657196,2025-06-21 01:43:00.503084,2025-06-21 01:43:01.367373,0 days 00:00:00.864289,38.0,0.0325,5m,0.8,0.5,2.0,42.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.05,1m,1.0,0.8,3.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,0.0225,4m,0.8,0.7,2.0,10.0,34.0,0.035,3m,0.7,0.5,2.0,62.0,,,,,,,,,,,,,,,0.4,4,COMPLETE
15,15,-37.83733626752644,2025-06-21 01:43:01.387998,2025-06-21 01:43:02.905431,0 days 00:00:01.517433,24.0,0.0325,1m,1.0,1.0,3.0,26.0,32.0,0.0425,2m,0.9,0.5,3.0,62.0,22.0,0.02,2m,1.0,1.0,1.5,10.0,58.0,0.027500000000000004,1m,1.0,0.5,3.0,34.0,,,,,,,,,,,,,,,,,,,,,,58.0,0.01,1m,0.5,0.5,2.5,60.0,,,,,,,,,,,,,,,,,,,,,,34.0,0.0475,3m,0.5,0.5,3.0,28.0,30.0,0.0325,5m,1.0,0.5,2.0,18.0,0.25,7,COMPLETE
16,16,-10.754938035082441,2025-06-21 01:43:02.942685,2025-06-21 01:43:03.602172,0 days 00:00:00.659487,,,,,,,,24.0,0.04,3m,0.7,0.9,2.0,10.0,38.0,0.03,4m,0.5,0.5,2.5,52.0,,,,,,,,,,,,,,,54.0,0.05,4m,1.0,0.5,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
17,17,-7.438446853604153,2025-06-21 01:43:03.622205,2025-06-21 01:43:04.092964,0 days 00:00:00.470759,,,,,,,,,,,,,,,34.0,0.05,5m,0.8,0.9,2.0,22.0,,,,,,,,,,,,,,,42.0,0.05,1m,1.0,0.8,1.5,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
18,18,-22.056667562187172,2025-06-21 01:43:04.111999,2025-06-21 01:43:05.827622,0 days 00:00:01.715623,50.0,0.02,4m,0.5,0.7,2.0,48.0,,,,,,,,,,,,,,,,,,,,,,34.0,0.0425,5m,0.6,0.5,2.0,10.0,,,,,,,,62.0,0.02,3m,0.5,0.5,3.0,54.0,62.0,0.01,4m,0.7,1.0,1.5,10.0,64.0,0.05,4m,0.5,0.5,1.5,10.0,10.0,0.0375,3m,0.9,1.0,1.5,38.0,54.0,0.04,4m,0.6,0.9,2.5,20.0,32.0,0.01,5m,0.7,0.7,2.5,30.0,,,,,,,,0.3,8,COMPLETE
19,19,-29.005878208427426,2025-06-21 01:43:05.850643,2025-06-21 01:43:06.969358,0 days 00:00:01.118715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.0225,1m,0.8,1.0,2.0,50.0,64.0,0.04,2m,0.7,0.8,2.0,24.0,,,,,,,,,,,,,,,12.0,0.035,1m,1.0,0.8,3.0,60.0,26.0,0.0425,5m,0.5,0.7,2.5,52.0,40.0,0.01,4m,0.9,0.7,1.5,48.0,,,,,,,,,,,,,,,0.4,5,COMPLETE
20,20,-13.251075335616493,2025-06-21 01:43:07.000413,2025-06-21 01:43:07.975935,0 days 00:00:00.975522,,,,,,,,,,,,,,,36.0,0.025,3m,0.8,0.8,2.5,34.0,44.0,0.03,2m,0.7,0.7,1.5,32.0,,,,,,,,32.0,0.0225,5m,0.8,0.7,3.0,52.0,,,,,,,,,,,,,,,30.0,0.025,3m,0.7,0.8,2.5,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4,COMPLETE
21,21,-14.184003835643917,2025-06-21 01:43:07.997960,2025-06-21 01:43:08.946569,0 days 00:00:00.948609,,,,,,,,64.0,0.035,5m,0.5,0.7,1.5,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0225,3m,1.0,0.7,2.5,46.0,44.0,0.01,1m,0.7,0.5,2.0,50.0,,,,,,,,,,,,,,,48.0,0.03,1m,1.0,0.8,2.0,64.0,,,,,,,,0.35000000000000003,4,COMPLETE
22,22,-10.086746302239149,2025-06-21 01:43:08.967595,2025-06-21 01:43:09.472191,0 days 00:00:00.504596,,,,,,,,44.0,0.05,5m,0.9,0.9,2.0,18.0,,,,,,,,64.0,0.045000000000000005,4m,1.0,0.5,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
23,23,-13.989970969114852,2025-06-21 01:43:09.500636,2025-06-21 01:43:10.408075,0 days 00:00:00.907439,12.0,0.05,2m,0.7,0.5,1.5,62.0,,,,,,,,,,,,,,,,,,,,,,28.0,0.0225,5m,0.9,0.7,2.0,20.0,,,,,,,,42.0,0.027500000000000004,4m,0.6,0.6,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,50.0,0.05,3m,0.5,0.5,1.5,28.0,,,,,,,,,,,,,,,0.45,4,COMPLETE
24,24,-6.940377345152289,2025-06-21 01:43:10.429048,2025-06-21 01:43:11.084690,0 days 00:00:00.655642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0425,4m,0.9,0.5,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.01,4m,1.0,0.5,2.5,28.0,,,,,,,,26.0,0.04,4m,0.6,0.9,1.5,46.0,,,,,,,,0.25,3,COMPLETE
25,25,-10.517769636009728,2025-06-21 01:43:11.110375,2025-06-21 01:43:12.175499,0 days 00:00:01.065124,26.0,0.0425,2m,0.6,0.6,1.5,54.0,,,,,,,,56.0,0.01,2m,1.0,0.5,3.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,0.04,4m,0.9,0.9,1.5,24.0,48.0,0.0175,4m,0.9,0.6,3.0,32.0,,,,,,,,20.0,0.02,3m,0.8,0.6,2.5,24.0,,,,,,,,0.35000000000000003,5,COMPLETE
26,26,-6.000993532407768,2025-06-21 01:43:12.197954,2025-06-21 01:43:12.659404,0 days 00:00:00.461450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,0.0425,3m,0.6,0.5,2.0,30.0,50.0,0.02,5m,0.9,0.6,2.0,54.0,,,,,,,,0.45,2,COMPLETE
27,27,-11.326192112805684,2025-06-21 01:43:12.679209,2025-06-21 01:43:12.939306,0 days 00:00:00.260097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.01,3m,0.7,0.7,2.5,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
28,28,-17.016509288187574,2025-06-21 01:43:12.955286,2025-06-21 01:43:13.419999,0 days 00:00:00.464713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.027500000000000004,1m,0.7,0.7,2.5,30.0,,,,,,,,44.0,0.05,4m,0.8,0.6,1.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
29,29,-19.476203776912037,2025-06-21 01:43:13.438321,2025-06-21 01:43:13.895048,0 days 00:00:00.456727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.04,2m,0.6,0.9,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.027500000000000004,5m,0.7,0.9,2.0,40.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
30,30,-21.745136660385437,2025-06-21 01:43:13.913112,2025-06-21 01:43:14.583474,0 days 00:00:00.670362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.03,1m,0.7,0.7,2.0,30.0,,,,,,,,24.0,0.02,5m,0.6,0.7,2.5,48.0,,,,,,,,,,,,,,,,,,,,,,40.0,0.0475,2m,0.5,0.7,2.5,62.0,0.4,3,COMPLETE
31,31,-20.32596101246773,2025-06-21 01:43:14.601495,2025-06-21 01:43:15.477419,0 days 00:00:00.875924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0375,2m,0.5,0.5,3.0,44.0,26.0,0.0175,1m,0.5,1.0,2.5,64.0,50.0,0.0425,3m,0.9,0.9,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.0175,4m,0.9,0.7,2.0,26.0,0.3,4,COMPLETE
32,32,-26.607073194938412,2025-06-21 01:43:15.496706,2025-06-21 01:43:16.165281,0 days 00:00:00.668575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.015,1m,0.6,0.5,2.5,52.0,10.0,0.045000000000000005,3m,0.9,0.9,3.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.025,5m,0.8,0.6,1.5,30.0,0.35000000000000003,3,COMPLETE
33,33,-6.681263050321747,2025-06-21 01:43:16.184543,2025-06-21 01:43:16.444611,0 days 00:00:00.260068,,,,,,,,26.0,0.0325,3m,0.7,0.6,3.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
34,34,-9.583390928800197,2025-06-21 01:43:16.462645,2025-06-21 01:43:16.727007,0 days 00:00:00.264362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.02,4m,0.8,0.8,2.5,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
35,35,-3.9060690183781723,2025-06-21 01:43:16.746835,2025-06-21 01:43:17.006840,0 days 00:00:00.260005,,,,,,,,,,,,,,,,,,,,,,44.0,0.0225,2m,0.7,0.8,2.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
36,36,-36.85372684364286,2025-06-21 01:43:17.023586,2025-06-21 01:43:17.493357,0 days 00:00:00.469771,,,,,,,,10.0,0.015,1m,0.6,0.6,2.0,34.0,12.0,0.04,5m,0.6,0.7,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
37,37,-4.354580200382792,2025-06-21 01:43:17.525281,2025-06-21 01:43:17.782443,0 days 00:00:00.257162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.0225,5m,0.9,0.6,2.0,54.0,,,,,,,,0.45,1,COMPLETE
