,number,value,datetime_start,datetime_complete,duration,params_DIAsynprice_DIA_beta_win,params_DIAsynprice_DIA_stop_loss,params_DIAsynprice_DIA_trade_freq,params_DIAsynprice_DIA_z_entry,params_DIAsynprice_DIA_z_exit,params_DIAsynprice_DIA_z_stop_scaler,params_DIAsynprice_DIA_z_win,params_QQQsynprice_QQQ_beta_win,params_QQQsynprice_QQQ_stop_loss,params_QQQsynprice_QQQ_trade_freq,params_QQQsynprice_QQQ_z_entry,params_QQQsynprice_QQQ_z_exit,params_QQQsynprice_QQQ_z_stop_scaler,params_QQQsynprice_QQQ_z_win,params_XLBsynprice_XLB_beta_win,params_XLBsynprice_XLB_stop_loss,params_XLBsynprice_XLB_trade_freq,params_XLBsynprice_XLB_z_entry,params_XLBsynprice_XLB_z_exit,params_XLBsynprice_XLB_z_stop_scaler,params_XLBsynprice_XLB_z_win,params_XLCsynprice_XLC_beta_win,params_XLCsynprice_XLC_stop_loss,params_XLCsynprice_XLC_trade_freq,params_XLCsynprice_XLC_z_entry,params_XLCsynprice_XLC_z_exit,params_XLCsynprice_XLC_z_stop_scaler,params_XLCsynprice_XLC_z_win,params_XLEsynprice_XLE_beta_win,params_XLEsynprice_XLE_stop_loss,params_XLEsynprice_XLE_trade_freq,params_XLEsynprice_XLE_z_entry,params_XLEsynprice_XLE_z_exit,params_XLEsynprice_XLE_z_stop_scaler,params_XLEsynprice_XLE_z_win,params_XLFsynprice_XLF_beta_win,params_XLFsynprice_XLF_stop_loss,params_XLFsynprice_XLF_trade_freq,params_XLFsynprice_XLF_z_entry,params_XLFsynprice_XLF_z_exit,params_XLFsynprice_XLF_z_stop_scaler,params_XLFsynprice_XLF_z_win,params_XLIsynprice_XLI_beta_win,params_XLIsynprice_XLI_stop_loss,params_XLIsynprice_XLI_trade_freq,params_XLIsynprice_XLI_z_entry,params_XLIsynprice_XLI_z_exit,params_XLIsynprice_XLI_z_stop_scaler,params_XLIsynprice_XLI_z_win,params_XLKsynprice_XLK_beta_win,params_XLKsynprice_XLK_stop_loss,params_XLKsynprice_XLK_trade_freq,params_XLKsynprice_XLK_z_entry,params_XLKsynprice_XLK_z_exit,params_XLKsynprice_XLK_z_stop_scaler,params_XLKsynprice_XLK_z_win,params_XLPsynprice_XLP_beta_win,params_XLPsynprice_XLP_stop_loss,params_XLPsynprice_XLP_trade_freq,params_XLPsynprice_XLP_z_entry,params_XLPsynprice_XLP_z_exit,params_XLPsynprice_XLP_z_stop_scaler,params_XLPsynprice_XLP_z_win,params_XLREsynprice_XLRE_beta_win,params_XLREsynprice_XLRE_stop_loss,params_XLREsynprice_XLRE_trade_freq,params_XLREsynprice_XLRE_z_entry,params_XLREsynprice_XLRE_z_exit,params_XLREsynprice_XLRE_z_stop_scaler,params_XLREsynprice_XLRE_z_win,params_XLUsynprice_XLU_beta_win,params_XLUsynprice_XLU_stop_loss,params_XLUsynprice_XLU_trade_freq,params_XLUsynprice_XLU_z_entry,params_XLUsynprice_XLU_z_exit,params_XLUsynprice_XLU_z_stop_scaler,params_XLUsynprice_XLU_z_win,params_XLVsynprice_XLV_beta_win,params_XLVsynprice_XLV_stop_loss,params_XLVsynprice_XLV_trade_freq,params_XLVsynprice_XLV_z_entry,params_XLVsynprice_XLV_z_exit,params_XLVsynprice_XLV_z_stop_scaler,params_XLVsynprice_XLV_z_win,params_XLYsynprice_XLY_beta_win,params_XLYsynprice_XLY_stop_loss,params_XLYsynprice_XLY_trade_freq,params_XLYsynprice_XLY_z_entry,params_XLYsynprice_XLY_z_exit,params_XLYsynprice_XLY_z_stop_scaler,params_XLYsynprice_XLY_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-4.468466884149075,2025-06-21 01:37:12.543881,2025-06-21 01:37:13.170459,0 days 00:00:00.626578,28.0,0.025,5m,0.9,0.7,1.5,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.0225,4m,0.6,0.5,1.5,28.0,,,,,,,,,,,,,,,,,,,,,,12.0,0.0225,3m,0.7,0.6,2.5,42.0,,,,,,,,,,,,,,,0.2,3,COMPLETE
1,1,-15.902672040189314,2025-06-21 01:37:13.209187,2025-06-21 01:37:15.003125,0 days 00:00:01.793938,54.0,0.027500000000000004,1m,1.0,0.8,2.5,38.0,,,,,,,,18.0,0.04,3m,0.8,0.7,2.0,14.0,,,,,,,,48.0,0.035,1m,0.7,1.0,3.0,48.0,62.0,0.03,2m,0.8,0.8,2.0,52.0,16.0,0.0325,4m,1.0,0.6,1.5,12.0,28.0,0.02,2m,1.0,1.0,2.0,42.0,38.0,0.0375,3m,0.6,0.9,3.0,38.0,,,,,,,,,,,,,,,52.0,0.0125,2m,0.6,0.8,2.5,10.0,14.0,0.0125,2m,0.9,1.0,3.0,60.0,0.5,9,COMPLETE
2,2,-4.948639226443352,2025-06-21 01:37:15.034674,2025-06-21 01:37:15.276068,0 days 00:00:00.241394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.015,2m,0.8,0.8,1.5,30.0,,,,,,,,,,,,,,,0.5,1,COMPLETE
3,3,-6.1837205791538805,2025-06-21 01:37:15.294097,2025-06-21 01:37:15.906916,0 days 00:00:00.612819,,,,,,,,22.0,0.0225,2m,1.0,0.6,3.0,52.0,,,,,,,,,,,,,,,56.0,0.027500000000000004,4m,0.7,0.7,3.0,16.0,,,,,,,,50.0,0.045000000000000005,3m,0.6,0.5,1.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
4,4,-8.151024890569477,2025-06-21 01:37:15.930167,2025-06-21 01:37:17.890629,0 days 00:00:01.960462,,,,,,,,56.0,0.015,3m,0.7,0.9,1.5,40.0,24.0,0.0325,2m,0.5,0.9,2.5,44.0,64.0,0.04,1m,0.7,0.6,3.0,44.0,10.0,0.045000000000000005,5m,1.0,0.9,1.5,32.0,,,,,,,,48.0,0.0475,2m,0.9,0.8,2.0,16.0,24.0,0.02,2m,1.0,0.6,1.5,38.0,36.0,0.02,3m,1.0,0.8,2.5,46.0,50.0,0.025,2m,0.6,1.0,3.0,48.0,,,,,,,,12.0,0.05,3m,0.9,0.8,2.5,20.0,22.0,0.0325,3m,0.5,0.6,2.5,38.0,0.15000000000000002,10,COMPLETE
5,5,-21.472436037395845,2025-06-21 01:37:17.911874,2025-06-21 01:37:19.120248,0 days 00:00:01.208374,,,,,,,,48.0,0.01,1m,0.8,0.6,1.5,60.0,,,,,,,,,,,,,,,10.0,0.0475,5m,0.8,0.9,2.5,20.0,42.0,0.035,2m,0.8,0.6,2.5,34.0,24.0,0.04,2m,0.6,0.9,3.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.02,5m,0.6,1.0,2.5,28.0,40.0,0.02,1m,0.7,0.7,2.5,42.0,0.25,6,COMPLETE
6,6,-3.352563081533374,2025-06-21 01:37:19.140279,2025-06-21 01:37:19.792027,0 days 00:00:00.651748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0425,2m,1.0,0.6,3.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.027500000000000004,3m,0.6,0.6,2.5,40.0,,,,,,,,46.0,0.035,5m,0.9,0.5,1.5,30.0,0.25,3,COMPLETE
7,7,-9.975211835746997,2025-06-21 01:37:19.815681,2025-06-21 01:37:21.852598,0 days 00:00:02.036917,14.0,0.03,2m,0.9,0.5,2.0,56.0,54.0,0.01,2m,0.8,0.7,3.0,16.0,62.0,0.0375,2m,0.9,1.0,1.5,14.0,62.0,0.027500000000000004,1m,1.0,1.0,2.5,44.0,26.0,0.0375,2m,0.8,0.6,1.5,18.0,16.0,0.02,3m,0.8,0.8,3.0,56.0,,,,,,,,62.0,0.015,3m,0.5,0.7,3.0,12.0,50.0,0.05,4m,0.9,0.6,1.5,34.0,,,,,,,,,,,,,,,16.0,0.0175,5m,0.5,1.0,1.5,54.0,50.0,0.0325,1m,0.8,0.9,1.5,22.0,0.1,10,COMPLETE
8,8,-7.283922689538013,2025-06-21 01:37:21.874654,2025-06-21 01:37:22.499246,0 days 00:00:00.624592,,,,,,,,,,,,,,,30.0,0.0125,3m,0.5,0.9,2.5,50.0,,,,,,,,,,,,,,,58.0,0.0375,3m,0.5,0.6,2.5,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.015,2m,0.7,0.8,3.0,46.0,,,,,,,,,,,,,,,0.05,3,COMPLETE
9,9,-18.870008401891493,2025-06-21 01:37:22.518465,2025-06-21 01:37:22.942211,0 days 00:00:00.423746,,,,,,,,,,,,,,,18.0,0.0225,4m,0.5,0.7,2.0,48.0,,,,,,,,,,,,,,,20.0,0.04,1m,0.6,0.8,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
10,10,-19.62576515190464,2025-06-21 01:37:22.963247,2025-06-21 01:37:24.206975,0 days 00:00:01.243728,62.0,0.0475,4m,0.5,1.0,3.0,12.0,,,,,,,,50.0,0.05,5m,1.0,0.5,3.0,30.0,10.0,0.01,3m,0.6,0.9,1.5,10.0,,,,,,,,38.0,0.01,5m,1.0,1.0,1.5,10.0,,,,,,,,58.0,0.05,1m,0.5,1.0,3.0,60.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.04,1m,1.0,0.5,1.5,56.0,,,,,,,,0.35000000000000003,6,COMPLETE
11,11,-0.550338719203472,2025-06-21 01:37:24.245478,2025-06-21 01:37:25.115710,0 days 00:00:00.870232,,,,,,,,,,,,,,,,,,,,,,26.0,0.05,2m,1.0,0.5,1.5,62.0,30.0,0.01,2m,1.0,0.5,2.5,64.0,,,,,,,,64.0,0.0125,4m,0.5,0.6,2.5,62.0,,,,,,,,,,,,,,,10.0,0.05,4m,1.0,0.5,1.5,10.0,,,,,,,,,,,,,,,,,,,,,,0.2,4,COMPLETE
12,12,-20.81353138518436,2025-06-21 01:37:25.140733,2025-06-21 01:37:26.257161,0 days 00:00:01.116428,,,,,,,,,,,,,,,,,,,,,,26.0,0.05,2m,1.0,0.5,1.5,64.0,30.0,0.01,2m,1.0,0.5,2.5,62.0,,,,,,,,,,,,,,,12.0,0.045000000000000005,4m,0.7,0.5,1.5,14.0,10.0,0.01,1m,0.5,0.5,1.5,10.0,10.0,0.05,4m,1.0,0.5,1.5,12.0,,,,,,,,,,,,,,,,,,,,,,0.3,5,COMPLETE
13,13,-7.768969920380632,2025-06-21 01:37:26.279917,2025-06-21 01:37:27.367383,0 days 00:00:01.087466,,,,,,,,,,,,,,,46.0,0.01,1m,0.7,0.5,3.0,62.0,,,,,,,,22.0,0.01,3m,0.5,0.5,3.0,64.0,,,,,,,,,,,,,,,46.0,0.035,5m,0.8,0.8,2.5,62.0,,,,,,,,,,,,,,,48.0,0.045000000000000005,3m,0.5,0.5,2.0,12.0,,,,,,,,62.0,0.05,5m,1.0,0.5,1.5,12.0,0.2,5,COMPLETE
14,14,-4.963260802110844,2025-06-21 01:37:27.388342,2025-06-21 01:37:28.279971,0 days 00:00:00.891629,,,,,,,,14.0,0.05,5m,0.5,1.0,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,26.0,0.05,4m,1.0,1.0,3.0,64.0,,,,,,,,,,,,,,,12.0,0.0325,2m,0.7,1.0,3.0,60.0,,,,,,,,32.0,0.0375,1m,1.0,1.0,3.0,64.0,,,,,,,,,,,,,,,0.4,4,COMPLETE
15,15,-12.879884412118887,2025-06-21 01:37:28.299872,2025-06-21 01:37:29.778417,0 days 00:00:01.478545,42.0,0.01,3m,0.5,1.0,1.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.0125,1m,0.6,0.5,1.5,48.0,64.0,0.01,5m,0.5,0.7,3.0,60.0,42.0,0.0325,4m,0.7,0.8,2.5,22.0,,,,,,,,10.0,0.05,4m,1.0,0.5,1.5,12.0,60.0,0.03,5m,0.5,0.6,2.0,28.0,34.0,0.0325,4m,0.8,0.5,3.0,42.0,,,,,,,,0.25,7,COMPLETE
16,16,-2.327588190887839,2025-06-21 01:37:29.801416,2025-06-21 01:37:30.060817,0 days 00:00:00.259401,,,,,,,,32.0,0.0425,4m,0.5,0.5,2.5,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
17,17,-16.13009818022986,2025-06-21 01:37:30.079835,2025-06-21 01:37:30.355586,0 days 00:00:00.275751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.0125,1m,0.8,1.0,2.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
18,18,-12.890224741624756,2025-06-21 01:37:30.378605,2025-06-21 01:37:32.080803,0 days 00:00:01.702198,,,,,,,,32.0,0.0425,4m,0.5,0.5,2.5,30.0,40.0,0.0225,4m,0.7,0.6,1.5,30.0,38.0,0.05,2m,0.9,0.7,2.0,62.0,40.0,0.0225,1m,0.9,0.7,2.0,48.0,,,,,,,,38.0,0.0225,4m,0.5,0.7,2.5,46.0,,,,,,,,64.0,0.05,5m,0.8,0.7,2.0,10.0,,,,,,,,62.0,0.05,4m,1.0,1.0,1.5,64.0,34.0,0.05,2m,0.7,0.7,2.0,64.0,,,,,,,,0.15000000000000002,8,COMPLETE
19,19,0.5630903038578607,2025-06-21 01:37:32.102373,2025-06-21 01:37:32.358147,0 days 00:00:00.255774,,,,,,,,,,,,,,,,,,,,,,34.0,0.027500000000000004,4m,0.8,0.5,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
20,20,-16.595682213253497,2025-06-21 01:37:32.377051,2025-06-21 01:37:33.233836,0 days 00:00:00.856785,10.0,0.05,5m,0.7,0.5,3.0,60.0,,,,,,,,64.0,0.05,5m,1.0,0.8,1.5,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.01,1m,0.8,0.5,2.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.05,4m,0.5,0.8,3.0,62.0,0.05,4,COMPLETE
21,21,-8.073170192840712,2025-06-21 01:37:33.254333,2025-06-21 01:37:33.506523,0 days 00:00:00.252190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.02,4m,0.5,0.8,2.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
22,22,-2.89126720035809,2025-06-21 01:37:33.525635,2025-06-21 01:37:33.983182,0 days 00:00:00.457547,32.0,0.0125,4m,0.7,0.7,2.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.02,3m,0.7,0.6,2.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
23,23,-8.819298744856571,2025-06-21 01:37:34.006204,2025-06-21 01:37:34.470346,0 days 00:00:00.464142,44.0,0.04,3m,0.6,0.8,2.5,24.0,,,,,,,,10.0,0.0225,1m,0.6,1.0,2.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
24,24,-8.173933065168182,2025-06-21 01:37:34.488654,2025-06-21 01:37:34.745564,0 days 00:00:00.256910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.04,5m,0.9,0.9,3.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
25,25,-13.398700738308998,2025-06-21 01:37:34.763550,2025-06-21 01:37:35.628610,0 days 00:00:00.865060,24.0,0.02,1m,0.8,0.6,3.0,46.0,,,,,,,,,,,,,,,34.0,0.025,4m,0.8,0.5,2.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.02,4m,1.0,1.0,2.5,64.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.0175,2m,0.7,1.0,2.0,52.0,0.1,4,COMPLETE
26,26,-3.0830637507954406,2025-06-21 01:37:35.650633,2025-06-21 01:37:36.127870,0 days 00:00:00.477237,64.0,0.0375,2m,1.0,0.9,2.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0425,4m,0.6,0.7,2.0,10.0,0.15000000000000002,2,COMPLETE
27,27,-5.835218719641438,2025-06-21 01:37:36.148389,2025-06-21 01:37:36.594607,0 days 00:00:00.446218,,,,,,,,,,,,,,,54.0,0.0425,5m,0.8,0.6,2.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.025,3m,1.0,0.8,2.5,50.0,0.2,2,COMPLETE
28,28,-5.9686834125089945,2025-06-21 01:37:36.616380,2025-06-21 01:37:38.223450,0 days 00:00:01.607070,,,,,,,,,,,,,,,34.0,0.0175,3m,0.9,0.8,3.0,10.0,24.0,0.035,5m,0.5,0.7,1.5,30.0,,,,,,,,,,,,,,,10.0,0.0325,1m,0.8,0.8,2.5,50.0,,,,,,,,60.0,0.04,2m,0.5,0.5,2.0,24.0,36.0,0.0125,5m,0.8,0.7,2.0,64.0,,,,,,,,48.0,0.027500000000000004,3m,1.0,0.7,3.0,40.0,54.0,0.04,5m,0.6,0.6,2.0,26.0,0.05,7,COMPLETE
29,29,-9.048397583004983,2025-06-21 01:37:38.244188,2025-06-21 01:37:39.162756,0 days 00:00:00.918568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0225,4m,0.9,0.9,1.5,24.0,,,,,,,,50.0,0.025,3m,0.6,0.7,2.0,52.0,24.0,0.01,5m,0.7,0.7,1.5,52.0,,,,,,,,22.0,0.01,4m,0.9,0.9,1.5,10.0,,,,,,,,,,,,,,,0.3,4,COMPLETE
30,30,-5.184372391101505,2025-06-21 01:37:39.185263,2025-06-21 01:37:39.450658,0 days 00:00:00.265395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.0175,5m,0.7,0.6,3.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
31,31,-35.98582562311494,2025-06-21 01:37:39.469198,2025-06-21 01:37:39.968809,0 days 00:00:00.499611,28.0,0.01,4m,0.7,0.7,2.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0375,1m,0.8,0.9,2.0,10.0,,,,,,,,0.1,2,COMPLETE
32,32,-19.400280573266823,2025-06-21 01:37:39.986807,2025-06-21 01:37:40.452669,0 days 00:00:00.465862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.03,5m,0.9,0.6,2.5,30.0,52.0,0.0225,1m,0.8,0.8,2.5,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
33,33,-3.8004942069792578,2025-06-21 01:37:40.470135,2025-06-21 01:37:41.136002,0 days 00:00:00.665867,,,,,,,,36.0,0.035,4m,0.6,0.8,2.5,36.0,,,,,,,,,,,,,,,,,,,,,,12.0,0.05,5m,0.5,0.5,2.5,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.01,3m,0.9,0.9,3.0,18.0,0.1,3,COMPLETE
34,34,-5.102859431732575,2025-06-21 01:37:41.155695,2025-06-21 01:37:41.427385,0 days 00:00:00.271690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.02,3m,0.7,0.6,2.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
35,35,-2.385981770310923,2025-06-21 01:37:41.444982,2025-06-21 01:37:42.101537,0 days 00:00:00.656555,36.0,0.0175,4m,0.6,0.6,1.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.04,3m,0.6,0.9,1.5,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0225,2m,0.8,0.6,2.5,32.0,0.05,3,COMPLETE
36,36,-5.410810006137133,2025-06-21 01:37:42.122311,2025-06-21 01:37:43.182829,0 days 00:00:01.060518,50.0,0.02,4m,0.6,0.6,1.5,18.0,,,,,,,,40.0,0.0325,1m,0.6,0.9,2.0,54.0,,,,,,,,,,,,,,,48.0,0.025,5m,0.7,0.7,2.0,64.0,,,,,,,,20.0,0.04,3m,0.6,0.9,1.5,32.0,,,,,,,,30.0,0.0375,1m,0.8,0.7,2.5,28.0,,,,,,,,,,,,,,,,,,,,,,0.05,5,COMPLETE
