date,time,PRICE_XLFsynprice_XLFsynprice_ON_XLF,PRICE_XLF_XLFsynprice_ON_XLF,BETA_XLFsynprice_ON_XLF,SPREAD_XLFsynprice_ON_XLF,Z_XLFsynprice_ON_XLF,Z_VOL_XLFsynprice_ON_XLF,market_close,SIGNAL_XLFsynprice_ON_XLF,POS_XLFsynprice_ON_XLF,POS_BETA_XLFsynprice_ON_XLF,PAIR_BASE_XLFsynprice_ON_XLF,PAIR_RET_XLFsynprice_ON_XLF,SL_XLFsynprice_ON_XLF,LOSS_XLFsynprice_ON_XLF,COOLDOWN_XLFsynprice_ON_XLF,CAPITAL_XLFsynprice_ON_XLF,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-02-10,14:43:00.000000000,161.435926007416,36.095,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:44:00.000000000,161.51562031232683,36.135,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:45:00.000000000,161.85948526930784,36.195,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:46:00.000000000,161.84908894253306,36.18,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:47:00.000000000,161.7197237818525,36.155,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:48:00.000000000,161.82427543630934,36.17,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:49:00.000000000,161.99125730206126,36.2,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:50:00.000000000,162.0696710898078,36.235,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:51:00.000000000,162.06668379491467,36.22,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:52:00.000000000,161.8953130725085,36.185,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:53:00.000000000,161.88160175823302,36.19,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:54:00.000000000,161.9230788247372,36.18,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:55:00.000000000,161.9004020913707,36.17,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:56:00.000000000,162.0166750951587,36.181,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:57:00.000000000,161.96801850329769,36.18,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:58:00.000000000,161.94935565157317,36.175,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,14:59:00.000000000,161.83528759787276,36.165,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:00:00.000000000,161.59257208417452,36.14,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:01:00.000000000,161.68011933077565,36.14,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:02:00.000000000,161.55994393688889,36.11,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:03:00.000000000,161.37806383364986,36.08,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:04:00.000000000,161.518500081868,36.115,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:05:00.000000000,161.670234818612,36.145,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:06:00.000000000,161.6505194609775,36.125,2.6714332697348833,65.14499259180485,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:07:00.000000000,161.74436927117225,36.16,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:08:00.000000000,161.83925643298662,36.17,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:09:00.000000000,161.85843011219526,36.175,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:10:00.000000000,162.16763059669884,36.24,3.104374874769717,49.66508513504429,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:11:00.000000000,162.314958041859,36.27,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:12:00.000000000,162.28019397188055,36.25,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:13:00.000000000,162.30786666845265,36.265,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:14:00.000000000,162.3817057782136,36.2684,3.751343592556008,26.32647582595527,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:15:00.000000000,162.3669029803702,36.25,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:16:00.000000000,162.35357384789626,36.275,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:17:00.000000000,162.53754716111763,36.29,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:18:00.000000000,162.6046969665444,36.31,4.400091962050278,2.837357824498781,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:19:00.000000000,162.554297949285,36.2901,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:20:00.000000000,162.57470662820796,36.281,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:21:00.000000000,162.53078774432632,36.28,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:22:00.000000000,162.58191154340423,36.295,4.769026785127691,-10.509915622805323,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:23:00.000000000,162.53403556231882,36.295,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:24:00.000000000,162.58510810511612,36.3,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:25:00.000000000,162.40853749474783,36.27,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:26:00.000000000,162.46343195797905,36.27,4.955545359057337,-17.274198215030566,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-02-10,15:27:00.000000000,162.5759721737091,36.305,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
