date,time,PRICE_XLCsynprice_XLCsynprice_ON_XLC,PRICE_XLC_XLCsynprice_ON_XLC,BETA_XLCsynprice_ON_XLC,SPREAD_XLCsynprice_ON_XLC,Z_XLCsynprice_ON_XLC,Z_VOL_XLCsynprice_ON_XLC,market_close,SIGNAL_XLCsynprice_ON_XLC,POS_XLCsynprice_ON_XLC,POS_BETA_XLCsynprice_ON_XLC,PAIR_BASE_XLCsynprice_ON_XLC,PAIR_RET_XLCsynprice_ON_XLC,SL_XLCsynprice_ON_XLC,LOSS_XLCsynprice_ON_XLC,COOLDOWN_XLCsynprice_ON_XLC,CAPITAL_XLCsynprice_ON_XLC,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-04-11,14:25:00.000000000,150.84838552327227,67.92,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:26:00.000000000,150.53449883958615,67.79,2.6134491780459492,-26.63122094014878,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:27:00.000000000,150.49509145400737,67.77,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:28:00.000000000,150.3271105557578,67.72,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:29:00.000000000,150.48059850471503,67.76,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:30:00.000000000,150.4902201745063,67.77,2.6060741088345356,-26.123422181210174,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:31:00.000000000,150.55491746184052,67.8,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:32:00.000000000,150.5745323245366,67.84,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:33:00.000000000,150.61282307937006,67.81,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:34:00.000000000,150.73048578426148,67.85,2.601305813338548,-25.768113650759005,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:35:00.000000000,150.4052682699268,67.74,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:36:00.000000000,150.14928877241877,67.68,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:37:00.000000000,149.9513242641057,67.62,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:38:00.000000000,149.84034967301363,67.62,2.6726600770094437,-30.884924734364972,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:39:00.000000000,149.85008907997187,67.6,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:40:00.000000000,149.70507110277993,67.57,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:41:00.000000000,149.73245207078975,67.58,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:42:00.000000000,149.58908391029365,67.54,2.8354687681859416,-41.918476692984854,-2.7206031589177173,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,14:43:00.000000000,149.46836054524908,67.49,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
