date,time,PRICE_XLKsynprice_XLKsynprice_ON_XLK,PRICE_XLK_XLKsynprice_ON_XLK,BETA_XLKsynprice_ON_XLK,SPREAD_XLKsynprice_ON_XLK,Z_XLKsynprice_ON_XLK,Z_VOL_XLKsynprice_ON_XLK,market_close,SIGNAL_XLKsynprice_ON_XLK,POS_XLKsynprice_ON_XLK,POS_BETA_XLKsynprice_ON_XLK,PAIR_BASE_XLKsynprice_ON_XLK,PAIR_RET_XLKsynprice_ON_XLK,SL_XLKsynprice_ON_XLK,LOSS_XLKsynprice_ON_XLK,COOLDOWN_XLKsynprice_ON_XLK,CAPITAL_XLKsynprice_ON_XLK,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-10-03,14:31:00.000000000,167.87672195226205,121.55,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:32:00.000000000,167.7439275660266,121.43,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:33:00.000000000,167.79240237186056,121.46,0.9340706325884451,54.34018333766802,0.6139361042548857,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:34:00.000000000,167.82031660578022,121.48,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:35:00.000000000,167.8284958706932,121.48,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:36:00.000000000,167.8807986257971,121.47,0.952599205048739,52.16857318852678,0.40362701774323845,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:37:00.000000000,167.817901678954,121.43,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:38:00.000000000,167.72449866602412,121.37,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:39:00.000000000,167.7719694215204,121.42,0.9606576033445551,51.12892322342452,0.297188946972784,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:40:00.000000000,167.84514225899838,121.41,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:41:00.000000000,167.78528035003993,121.33,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:42:00.000000000,167.72265729513506,121.3,0.9707174009166267,49.97463656394825,0.18148638893043895,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:43:00.000000000,167.91876743780008,121.45,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:44:00.000000000,167.97712215834363,121.54,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:45:00.000000000,168.02431493063844,121.63,0.9809859517558933,48.70699361856914,0.055059961614713535,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:46:00.000000000,168.0237159848202,121.59,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:47:00.000000000,168.1824647974198,121.7,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:48:00.000000000,168.15809718424035,121.6453,0.9985007703945279,46.69517141936687,-0.14548355929713097,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:49:00.000000000,168.14308614918465,121.63,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:50:00.000000000,168.0553960867816,121.55,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:51:00.000000000,168.052987240687,121.49,1.0134808321439879,44.925200943513914,-0.32159840566789505,0.5033652249537288,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:52:00.000000000,167.9639435118824,121.47,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:53:00.000000000,168.00888232418652,121.535,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:54:00.000000000,168.0557213854259,121.55,1.0257929080823618,43.37059340801483,-0.4739818033194844,0.5472021781673063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-10-03,14:55:00.000000000,167.99796998549198,121.485,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
