date,time,PRICE_QQQsynprice_QQQsynprice_ON_QQQ,PRICE_QQQ_QQQsynprice_ON_QQQ,BETA_QQQsynprice_ON_QQQ,SPREAD_QQQsynprice_ON_QQQ,Z_QQQsynprice_ON_QQQ,Z_VOL_QQQsynprice_ON_QQQ,market_close,SIGNAL_QQQsynprice_ON_QQQ,POS_QQQsynprice_ON_QQQ,POS_BETA_QQQsynprice_ON_QQQ,PAIR_BASE_QQQsynprice_ON_QQQ,PAIR_RET_QQQsynprice_ON_QQQ,SL_QQQsynprice_ON_QQQ,LOSS_QQQsynprice_ON_QQQ,COOLDOWN_QQQsynprice_ON_QQQ,CAPITAL_QQQsynprice_ON_QQQ,REMAINING_CAPITAL,CAPITAL,PORT_RET
2024-06-05,13:30:00.000000000,303.5681087839789,457.41,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:31:00.000000000,303.89536865840574,457.67,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:32:00.000000000,303.7954162502804,457.8,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:33:00.000000000,303.56535531267116,457.46,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:34:00.000000000,303.710081312437,457.614,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:35:00.000000000,303.30443121041696,457.24,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:36:00.000000000,303.5041572766858,457.24,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:37:00.000000000,303.85464344700256,457.6001,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:38:00.000000000,303.7249680786446,457.57,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:39:00.000000000,303.6425192974607,457.28,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:40:00.000000000,303.43721771040936,457.4201,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:41:00.000000000,303.2710268335501,457.63,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:42:00.000000000,303.04500189287694,457.5,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:43:00.000000000,303.2154821838791,457.44,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:44:00.000000000,303.2745102937203,457.64,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:45:00.000000000,303.4761953247789,457.825,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:46:00.000000000,303.44282086846613,457.82,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:47:00.000000000,303.361362185594,457.8378,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:48:00.000000000,303.2749871369727,457.76,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:49:00.000000000,303.15783857886663,457.74,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:50:00.000000000,302.8496818553433,457.43,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:51:00.000000000,302.82078939894353,457.82,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:52:00.000000000,302.993360895042,458.19,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:53:00.000000000,303.0445352591721,458.13,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:54:00.000000000,302.9475889671351,458.0,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:55:00.000000000,303.16227763994044,458.14,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:56:00.000000000,302.88760820497475,457.76,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:57:00.000000000,302.83712755300826,457.87,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:58:00.000000000,302.8089273485912,457.89,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,13:59:00.000000000,302.9505355982736,458.21,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:00:00.000000000,302.86520302014577,458.05,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:01:00.000000000,302.9312715280934,458.07,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:02:00.000000000,302.7287890770785,457.82,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:03:00.000000000,302.70044240090823,457.87,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:04:00.000000000,302.7776948484829,458.09,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:05:00.000000000,302.76496154808086,457.91,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:06:00.000000000,302.69692896868014,457.525,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:07:00.000000000,302.6686098379889,457.58,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:08:00.000000000,302.6544017668094,457.63,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:09:00.000000000,302.0625531458038,457.29,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:10:00.000000000,302.35648396484606,457.577,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:11:00.000000000,302.24721087726067,457.55,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:12:00.000000000,302.3003036851495,457.595,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:13:00.000000000,302.49219211061495,457.69,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:14:00.000000000,302.47269093299013,457.63,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:15:00.000000000,302.459766136459,457.6601,-0.2937285777650399,436.887616409265,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:16:00.000000000,302.4646190085285,457.71,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:17:00.000000000,302.46071874400195,457.65,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:18:00.000000000,302.47173924415387,457.641,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:19:00.000000000,302.4628944108255,457.73,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:20:00.000000000,302.5529814848924,457.7953,-0.35406063793965725,464.64027744866917,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:21:00.000000000,302.7693957835556,458.02,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:22:00.000000000,302.94825226123373,458.07,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:23:00.000000000,303.0410078028063,458.45,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-05,14:24:00.000000000,303.2328774598611,458.65,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
