date,time,PRICE_QQQsynprice_QQQsynprice_ON_QQQ,PRICE_QQQ_QQQsynprice_ON_QQQ,BETA_QQQsynprice_ON_QQQ,SPREAD_QQQsynprice_ON_QQQ,Z_QQQsynprice_ON_QQQ,Z_VOL_QQQsynprice_ON_QQQ,market_close,SIGNAL_QQQsynprice_ON_QQQ,POS_QQQsynprice_ON_QQQ,POS_BETA_QQQsynprice_ON_QQQ,PAIR_BASE_QQQsynprice_ON_QQQ,PAIR_RET_QQQsynprice_ON_QQQ,SL_QQQsynprice_ON_QQQ,LOSS_QQQsynprice_ON_QQQ,COOLDOWN_QQQsynprice_ON_QQQ,CAPITAL_QQQsynprice_ON_QQQ,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-08-04,14:40:00.000000000,240.97987834889875,375.525,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:41:00.000000000,240.991247612594,375.45,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:42:00.000000000,240.82214819466975,375.185,0.33628707293131366,114.65228273693484,0.281653339995485,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:43:00.000000000,240.8642355716397,375.23,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:44:00.000000000,240.98135013637923,375.46,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:45:00.000000000,241.00924481424198,375.46,0.3427930575530097,112.30416342538896,0.14581640850702515,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:46:00.000000000,241.04424600738363,375.46,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:47:00.000000000,241.1851235091349,375.59,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:48:00.000000000,241.128052045461,375.32,0.34823856620533683,110.42715337727398,0.036308841979551046,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:49:00.000000000,241.22705578506387,375.47,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:50:00.000000000,241.31470160075926,375.3,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:51:00.000000000,241.06309889091284,375.26,0.3518644174357364,109.02245760397841,-0.0462029446018247,0.41320669896510825,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:52:00.000000000,241.2726399650135,375.56,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:53:00.000000000,241.46359761947295,375.72,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:54:00.000000000,241.64845284995917,376.0299,0.3769458644425965,99.90553713819605,-0.5850734684370807,0.5099502052116767,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:55:00.000000000,241.81651844260156,376.05,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:56:00.000000000,241.74419830080862,376.03,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:57:00.000000000,241.72952204675758,375.7946,0.3973180208946942,92.41955531184433,-1.0007000413109142,0.6320760651069105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:58:00.000000000,241.64890165724773,375.81,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:59:00.000000000,241.77804769854438,375.905,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:00:00.000000000,241.82158884221485,375.96,0.42082682235381463,83.6075367100747,-1.4358056222949667,0.7701642719808343,0,1.0,0.0,0.0,400.03564097435503,0.0,0.0,0.0,0.0,0.8995500000000001,0.09999999999999998,0.99955,-0.00044999999999995044
2023-08-04,15:01:00.000000000,241.92284270770614,376.14,,,,,0,0.0,1.0,0.42082682235381463,400.21264366787,0.00006375691277279286,0.0,0.0,0.0,0.8996073525308849,0.09999999999999998,0.9996073525308848,0.00005737835114280535
2023-08-04,15:02:00.000000000,241.9793077411238,376.25,,,,,0,0.0,1.0,0.42082682235381463,400.3153996517466,0.000025421692991679248,0.0,0.0,0.0,0.8996302220728138,0.09999999999999998,0.9996302220728138,0.00002287852512396962
2023-08-04,15:03:00.000000000,242.08752416290122,376.315,0.45443909668847665,71.07527549257713,-1.9450919234176627,0.9278728358797177,0,1.0,1.0,0.42082682235381463,400.45096981697696,0.00020199742102051756,0.0,0.0,0.0,0.8998119450575447,0.09999999999999998,0.9998119450575447,0.00018179020673667753
2023-08-04,15:04:00.000000000,241.940382629836,376.32,,,,,0,0.0,1.0,0.42082682235381463,400.30593241802353,-0.0003726939835985314,0.0,0.0,0.0,0.8994765905592517,0.09999999999999998,0.9994765905592516,-0.00033541757522583546
2023-08-04,15:05:00.000000000,241.86532676431315,376.3499,,,,,0,0.0,1.0,0.42082682235381463,400.24345927448906,-0.00021892902506305783,0.0,-0.00037269398359851547,0.0,0.8992796690262135,0.09999999999999998,0.9992796690262135,-0.00019702465760403588
2023-08-04,15:06:00.000000000,241.9910854536862,376.44,0.4614220200643539,68.29338022066082,-1.8854411706180199,1.018061309109899,0,1.0,1.0,0.42082682235381463,400.40713446055616,0.0002194719005232621,0.0,-0.0005915414151310694,0.0,0.8994770356442766,0.09999999999999998,0.9994770356442766,0.0001975088898340785
2023-08-04,15:07:00.000000000,242.00701288644208,376.54,,,,,0,0.0,1.0,0.42082682235381463,400.46514457554747,-0.00006532163697517168,0.0,-0.0003721993413264846,0.0,0.8994182803318868,0.09999999999999998,0.9994182803318867,-0.00005878605540144619
2023-08-04,15:08:00.000000000,242.0747732036965,376.66,,,,,0,0.0,1.0,0.42082682235381463,400.58340411148436,0.000043102624050488485,0.0,-0.0004374966656313095,0.0,0.899457047619888,0.09999999999999998,0.999457047619888,0.00003878985282153859
