,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.9141532484200664,2025-06-20 21:13:45.105463,2025-06-20 21:13:45.301279,0 days 00:00:00.195816,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-0.05870123016107357,2025-06-20 21:13:45.325594,2025-06-20 21:13:45.509205,0 days 00:00:00.183611,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-0.523574455846774,2025-06-20 21:13:45.524950,2025-06-20 21:13:45.707180,0 days 00:00:00.182230,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-11.60177124629411,2025-06-20 21:13:45.723212,2025-06-20 21:13:45.921298,0 days 00:00:00.198086,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.2864989589545651,2025-06-20 21:13:45.941310,2025-06-20 21:13:46.164064,0 days 00:00:00.222754,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-4.707464620141024,2025-06-20 21:13:46.185411,2025-06-20 21:13:46.392628,0 days 00:00:00.207217,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-0.33692373878445714,2025-06-20 21:13:46.420993,2025-06-20 21:13:46.624502,0 days 00:00:00.203509,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.5097004126306194,2025-06-20 21:13:46.635513,2025-06-20 21:13:46.854111,0 days 00:00:00.218598,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-71.686426889215,2025-06-20 21:13:46.873505,2025-06-20 21:13:47.078749,0 days 00:00:00.205244,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,0.08281057702605411,2025-06-20 21:13:47.106890,2025-06-20 21:13:47.303486,0 days 00:00:00.196596,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,-0.4395601835113457,2025-06-20 21:13:47.327940,2025-06-20 21:13:47.558555,0 days 00:00:00.230615,0.05,1,392,0.05,7m,1.5,0.5,1.6,280,COMPLETE
11,11,-0.35157371256599385,2025-06-20 21:13:47.573315,2025-06-20 21:13:47.807458,0 days 00:00:00.234143,0.45,4,1024,0.025,8m,0.9,1.5,1.8000000000000003,368,COMPLETE
12,12,-100.0,2025-06-20 21:13:47.827568,2025-06-20 21:13:48.048354,0 days 00:00:00.220786,0.5,1,752,0.025,7m,1.5,1.3,1.7000000000000002,728,COMPLETE
13,13,-0.7517421231304781,2025-06-20 21:13:48.065591,2025-06-20 21:13:48.283873,0 days 00:00:00.218282,0.4,3,1024,0.025,8m,1.1,0.6,1.4000000000000001,328,COMPLETE
14,14,-1.8643460183920657,2025-06-20 21:13:48.309698,2025-06-20 21:13:48.525321,0 days 00:00:00.215623,0.2,7,648,0.025,6m,0.5,1.3,2.0,448,COMPLETE
15,15,-0.3918693338395906,2025-06-20 21:13:48.548634,2025-06-20 21:13:48.760782,0 days 00:00:00.212148,0.05,3,904,0.05,7m,1.0,1.0,1.5,808,COMPLETE
16,16,-0.7317168315129354,2025-06-20 21:13:48.775715,2025-06-20 21:13:49.003617,0 days 00:00:00.227902,0.25,6,432,0.025,8m,1.4,0.7,1.8000000000000003,168,COMPLETE
17,17,-10.415934080838147,2025-06-20 21:13:49.019930,2025-06-20 21:13:49.238440,0 days 00:00:00.218510,0.35000000000000003,4,648,0.05,1m,0.9,1.4,1.7000000000000002,592,COMPLETE
