,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.22230443147533108,2025-06-20 21:06:02.796390,2025-06-20 21:06:03.024146,0 days 00:00:00.227756,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-0.9150834769860136,2025-06-20 21:06:03.041085,2025-06-20 21:06:03.256100,0 days 00:00:00.215015,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-1.3896192486521521,2025-06-20 21:06:03.289154,2025-06-20 21:06:03.516512,0 days 00:00:00.227358,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-6.424547148587721,2025-06-20 21:06:03.535518,2025-06-20 21:06:03.747371,0 days 00:00:00.211853,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.4951515338000423,2025-06-20 21:06:03.778728,2025-06-20 21:06:04.001644,0 days 00:00:00.222916,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-6.286917435180428,2025-06-20 21:06:04.023642,2025-06-20 21:06:04.238911,0 days 00:00:00.215269,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-1.703901162022927,2025-06-20 21:06:04.263491,2025-06-20 21:06:04.487438,0 days 00:00:00.223947,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.4330315079802529,2025-06-20 21:06:04.520326,2025-06-20 21:06:04.749821,0 days 00:00:00.229495,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-71.01535406294889,2025-06-20 21:06:04.770498,2025-06-20 21:06:05.014660,0 days 00:00:00.244162,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.036001827190950395,2025-06-20 21:06:05.038664,2025-06-20 21:06:05.256415,0 days 00:00:00.217751,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,-0.04077579208560516,2025-06-20 21:06:05.271301,2025-06-20 21:06:05.491779,0 days 00:00:00.220478,0.05,1,392,0.05,7m,1.5,0.5,1.6,280,COMPLETE
11,11,-0.013800260919645441,2025-06-20 21:06:05.522960,2025-06-20 21:06:05.745770,0 days 00:00:00.222810,0.05,1,368,0.05,7m,1.5,0.5,1.6,296,COMPLETE
12,12,-100.0,2025-06-20 21:06:05.765262,2025-06-20 21:06:05.994582,0 days 00:00:00.229320,0.05,1,664,0.05,7m,1.5,1.5,1.5,296,COMPLETE
13,13,-0.08561873068964987,2025-06-20 21:06:06.015245,2025-06-20 21:06:06.235008,0 days 00:00:00.219763,0.15000000000000002,4,336,0.05,7m,1.5,1.3,1.7000000000000002,760,COMPLETE
