,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-100.0,2025-06-20 21:12:27.887784,2025-06-20 21:12:28.098636,0 days 00:00:00.210852,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-1.0575560471649572,2025-06-20 21:12:28.113745,2025-06-20 21:12:28.311269,0 days 00:00:00.197524,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-0.3839399113242477,2025-06-20 21:12:28.327197,2025-06-20 21:12:28.553204,0 days 00:00:00.226007,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-6.0135939908751235,2025-06-20 21:12:28.565822,2025-06-20 21:12:28.765953,0 days 00:00:00.200131,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.09780179921158781,2025-06-20 21:12:28.789535,2025-06-20 21:12:28.967945,0 days 00:00:00.178410,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-4.6631359146255305,2025-06-20 21:12:29.000599,2025-06-20 21:12:29.197727,0 days 00:00:00.197128,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-0.4937473779315005,2025-06-20 21:12:29.209954,2025-06-20 21:12:29.386716,0 days 00:00:00.176762,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.03098779687452679,2025-06-20 21:12:29.414954,2025-06-20 21:12:29.592368,0 days 00:00:00.177414,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-76.84430665518843,2025-06-20 21:12:29.618180,2025-06-20 21:12:29.812967,0 days 00:00:00.194787,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.07647061243828362,2025-06-20 21:12:29.829978,2025-06-20 21:12:30.022632,0 days 00:00:00.192654,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,-100.0,2025-06-20 21:12:30.041837,2025-06-20 21:12:30.256015,0 days 00:00:00.214178,0.35000000000000003,10,640,0.025,4m,1.5,0.5,1.4000000000000001,744,COMPLETE
11,11,-0.12683339197856847,2025-06-20 21:12:30.273799,2025-06-20 21:12:30.478945,0 days 00:00:00.205146,0.05,7,392,0.025,7m,1.5,1.4,1.6,312,COMPLETE
12,12,-0.07270317696728043,2025-06-20 21:12:30.499578,2025-06-20 21:12:30.713809,0 days 00:00:00.214231,0.4,8,584,0.025,7m,1.3,1.3,1.4000000000000001,712,COMPLETE
13,13,-0.15092382598124662,2025-06-20 21:12:30.715812,2025-06-20 21:12:30.936038,0 days 00:00:00.220226,0.4,8,688,0.025,4m,1.2000000000000002,1.2000000000000002,1.3,760,COMPLETE
