,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.16493328828198134,2025-06-20 21:15:35.187790,2025-06-20 21:15:35.381137,0 days 00:00:00.193347,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-3.019878166599678,2025-06-20 21:15:35.411618,2025-06-20 21:15:35.587660,0 days 00:00:00.176042,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-1.243362574660336,2025-06-20 21:15:35.602400,2025-06-20 21:15:35.819070,0 days 00:00:00.216670,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-8.57354597343649,2025-06-20 21:15:35.835071,2025-06-20 21:15:36.023591,0 days 00:00:00.188520,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.26610233142117456,2025-06-20 21:15:36.043200,2025-06-20 21:15:36.236327,0 days 00:00:00.193127,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-10.39049485362389,2025-06-20 21:15:36.259907,2025-06-20 21:15:36.449809,0 days 00:00:00.189902,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-1.1276395896842009,2025-06-20 21:15:36.470786,2025-06-20 21:15:36.645994,0 days 00:00:00.175208,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.017934162719941554,2025-06-20 21:15:36.676667,2025-06-20 21:15:36.862873,0 days 00:00:00.186206,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-79.86290788690675,2025-06-20 21:15:36.878384,2025-06-20 21:15:37.083375,0 days 00:00:00.204991,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.19970072243545856,2025-06-20 21:15:37.099259,2025-06-20 21:15:37.289314,0 days 00:00:00.190055,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
