,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.06673378351829741,2025-06-20 21:08:34.770385,2025-06-20 21:08:35.013470,0 days 00:00:00.243085,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-1.770901259591554,2025-06-20 21:08:35.035398,2025-06-20 21:08:35.243575,0 days 00:00:00.208177,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,0.5847370737210146,2025-06-20 21:08:35.260192,2025-06-20 21:08:35.448207,0 days 00:00:00.188015,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-7.928618711501185,2025-06-20 21:08:35.474881,2025-06-20 21:08:35.675021,0 days 00:00:00.200140,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.32713812190484753,2025-06-20 21:08:35.694685,2025-06-20 21:08:35.878225,0 days 00:00:00.183540,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-10.250111083256613,2025-06-20 21:08:35.911748,2025-06-20 21:08:36.119284,0 days 00:00:00.207536,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,1.2786508841992414,2025-06-20 21:08:36.321930,2025-06-20 21:08:36.529179,0 days 00:00:00.207249,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.30641448923097014,2025-06-20 21:08:36.546641,2025-06-20 21:08:36.753496,0 days 00:00:00.206855,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-67.77006137841879,2025-06-20 21:08:36.769013,2025-06-20 21:08:36.985263,0 days 00:00:00.216250,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-100.0,2025-06-20 21:08:37.002774,2025-06-20 21:08:37.184974,0 days 00:00:00.182200,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,1.073764625611241,2025-06-20 21:08:37.217326,2025-06-20 21:08:37.435288,0 days 00:00:00.217962,0.35000000000000003,6,232,0.05,3m,0.8,0.5,1.1,1024,COMPLETE
11,11,1.211113233344227,2025-06-20 21:08:37.451916,2025-06-20 21:08:37.667730,0 days 00:00:00.215814,0.35000000000000003,6,224,0.05,3m,0.8,0.5,1.1,992,COMPLETE
12,12,1.465651127223698,2025-06-20 21:08:37.690272,2025-06-20 21:08:37.900537,0 days 00:00:00.210265,0.35000000000000003,5,264,0.05,3m,0.5,0.5,1.3,816,COMPLETE
13,13,-2.0265685251132566,2025-06-20 21:08:37.919094,2025-06-20 21:08:38.123124,0 days 00:00:00.204030,0.25,4,344,0.05,6m,0.5,1.2000000000000002,1.3,792,COMPLETE
14,14,0.8096479438250426,2025-06-20 21:08:38.138172,2025-06-20 21:08:38.351659,0 days 00:00:00.213487,0.5,7,168,0.05,3m,0.5,1.3,1.4000000000000001,792,COMPLETE
15,15,0.8610328278191073,2025-06-20 21:08:38.369117,2025-06-20 21:08:38.585650,0 days 00:00:00.216533,0.4,5,368,0.05,3m,0.8,1.0,1.4000000000000001,832,COMPLETE
16,16,-2.7664037513453414,2025-06-20 21:08:38.590647,2025-06-20 21:08:38.808602,0 days 00:00:00.217955,0.25,8,432,0.05,8m,0.7,0.6,1.2000000000000002,264,COMPLETE
17,17,-0.17915271104480796,2025-06-20 21:08:38.828553,2025-06-20 21:08:39.034065,0 days 00:00:00.205512,0.3,4,248,0.025,7m,0.9,1.1,1.5,880,COMPLETE
18,18,-2.083823318125032,2025-06-20 21:08:39.066515,2025-06-20 21:08:39.276835,0 days 00:00:00.210320,0.05,10,680,0.05,5m,0.6,1.0,1.2000000000000002,688,COMPLETE
19,19,0.3253487254374186,2025-06-20 21:08:39.307282,2025-06-20 21:08:39.525526,0 days 00:00:00.218244,0.4,4,120,0.05,10m,1.1,0.7,1.2000000000000002,696,COMPLETE
20,20,-36.07176549731566,2025-06-20 21:08:39.538606,2025-06-20 21:08:39.799030,0 days 00:00:00.260424,0.2,1,32,0.025,1m,0.6,1.3,1.5,352,COMPLETE
21,21,1.1319875195123752,2025-06-20 21:08:39.814794,2025-06-20 21:08:40.027089,0 days 00:00:00.212295,0.35000000000000003,6,288,0.05,3m,0.8,0.5,1.1,928,COMPLETE
22,22,0.8087346781500888,2025-06-20 21:08:40.042780,2025-06-20 21:08:40.268840,0 days 00:00:00.226060,0.3,7,192,0.05,3m,0.9,0.6,1.1,936,COMPLETE
23,23,0.6724375516061708,2025-06-20 21:08:40.284797,2025-06-20 21:08:40.516653,0 days 00:00:00.231856,0.4,5,416,0.05,3m,0.7,0.5,1.2000000000000002,872,COMPLETE
24,24,0.8017248365750071,2025-06-20 21:08:40.535214,2025-06-20 21:08:40.746108,0 days 00:00:00.210894,0.35000000000000003,6,272,0.05,4m,0.9,0.6,1.4000000000000001,760,COMPLETE
25,25,-2.2984439184380183,2025-06-20 21:08:40.758436,2025-06-20 21:08:40.976620,0 days 00:00:00.218184,0.25,5,136,0.05,2m,0.5,0.7,1.2000000000000002,1024,COMPLETE
26,26,0.060826062027637975,2025-06-20 21:08:40.992620,2025-06-20 21:08:41.205288,0 days 00:00:00.212668,0.45,8,304,0.05,6m,1.5,0.8,1.3,928,COMPLETE
27,27,-4.8504867408064545,2025-06-20 21:08:41.220996,2025-06-20 21:08:41.423319,0 days 00:00:00.202323,0.3,4,656,0.05,9m,0.7,0.9,1.1,736,COMPLETE
28,28,-0.4715432579083868,2025-06-20 21:08:41.449823,2025-06-20 21:08:41.656066,0 days 00:00:00.206243,0.4,6,208,0.05,3m,1.1,1.1,1.7000000000000002,632,COMPLETE
29,29,-0.6645387170153921,2025-06-20 21:08:41.679886,2025-06-20 21:08:41.889174,0 days 00:00:00.209288,0.35000000000000003,3,384,0.05,5m,0.8,0.9,1.1,856,COMPLETE
30,30,0.2724104441302571,2025-06-20 21:08:41.909617,2025-06-20 21:08:42.129651,0 days 00:00:00.220034,0.5,7,480,0.05,3m,0.6,0.6,1.2000000000000002,952,COMPLETE
31,31,0.8766868460414444,2025-06-20 21:08:42.146446,2025-06-20 21:08:42.353288,0 days 00:00:00.206842,0.35000000000000003,6,312,0.05,3m,0.8,0.5,1.1,920,COMPLETE
32,32,-0.5675521507674705,2025-06-20 21:08:42.370581,2025-06-20 21:08:42.573992,0 days 00:00:00.203411,0.3,5,88,0.05,3m,0.9,0.5,1.1,976,COMPLETE
33,33,1.0627297137240637,2025-06-20 21:08:42.604860,2025-06-20 21:08:42.814163,0 days 00:00:00.209303,0.4,6,264,0.05,3m,1.0,0.5,1.3,824,COMPLETE
34,34,0.37933884136165336,2025-06-20 21:08:42.834413,2025-06-20 21:08:43.031456,0 days 00:00:00.197043,0.35000000000000003,3,176,0.05,8m,1.1,0.7,1.1,592,COMPLETE
35,35,-0.3702109060985086,2025-06-20 21:08:43.062499,2025-06-20 21:08:43.266557,0 days 00:00:00.204058,0.25,8,320,0.05,10m,1.0,0.8,1.2000000000000002,432,COMPLETE
36,36,-1.3578642224840107,2025-06-20 21:08:43.294520,2025-06-20 21:08:43.507805,0 days 00:00:00.213285,0.3,7,80,0.025,2m,0.7,0.6,1.1,888,COMPLETE
37,37,-2.209409611301587,2025-06-20 21:08:43.524313,2025-06-20 21:08:43.727641,0 days 00:00:00.203328,0.45,4,896,0.05,3m,0.8,0.7,1.4000000000000001,1000,COMPLETE
38,38,-1.153060313835076,2025-06-20 21:08:43.743634,2025-06-20 21:08:43.955299,0 days 00:00:00.211665,0.15000000000000002,5,576,0.05,9m,0.9,1.2000000000000002,1.3,760,COMPLETE
39,39,-0.45878972166189586,2025-06-20 21:08:43.973717,2025-06-20 21:08:44.177058,0 days 00:00:00.203341,0.2,6,416,0.025,4m,0.6,0.5,1.9000000000000001,960,COMPLETE
40,40,0.2667652052180463,2025-06-20 21:08:44.206713,2025-06-20 21:08:44.415810,0 days 00:00:00.209097,0.35000000000000003,7,144,0.05,3m,1.2000000000000002,0.6,1.2000000000000002,896,COMPLETE
41,41,1.073764625611241,2025-06-20 21:08:44.437161,2025-06-20 21:08:44.638925,0 days 00:00:00.201764,0.35000000000000003,6,232,0.05,3m,0.8,0.5,1.1,1024,COMPLETE
42,42,1.1671068219132894,2025-06-20 21:08:44.655023,2025-06-20 21:08:44.867946,0 days 00:00:00.212923,0.35000000000000003,5,216,0.05,3m,0.7,0.5,1.1,976,COMPLETE
43,43,1.448441935526861,2025-06-20 21:08:44.894717,2025-06-20 21:08:45.118222,0 days 00:00:00.223505,0.3,5,280,0.05,3m,0.7,0.6,2.0,832,COMPLETE
44,44,-36.69437522283849,2025-06-20 21:08:45.139875,2025-06-20 21:08:45.354972,0 days 00:00:00.215097,0.3,5,80,0.05,1m,0.5,0.6,2.0,800,COMPLETE
45,45,-7.126780025447882,2025-06-20 21:08:45.370057,2025-06-20 21:08:45.591750,0 days 00:00:00.221693,0.25,3,352,0.05,3m,0.7,1.1,1.8000000000000003,104,COMPLETE
46,46,0.6807392202503543,2025-06-20 21:08:45.606808,2025-06-20 21:08:45.820129,0 days 00:00:00.213321,0.3,4,200,0.05,7m,0.6,0.7,1.7000000000000002,832,COMPLETE
