,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-100.0,2025-06-20 21:19:19.004932,2025-06-20 21:19:19.227901,0 days 00:00:00.222969,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-0.5215895148013426,2025-06-20 21:19:19.243830,2025-06-20 21:19:19.437913,0 days 00:00:00.194083,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-0.42993703878437894,2025-06-20 21:19:19.453725,2025-06-20 21:19:19.646819,0 days 00:00:00.193094,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-1.4343798785822448,2025-06-20 21:19:19.662878,2025-06-20 21:19:19.850974,0 days 00:00:00.188096,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.5996839898127557,2025-06-20 21:19:19.882477,2025-06-20 21:19:20.080808,0 days 00:00:00.198331,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-7.628557507623406,2025-06-20 21:19:20.104237,2025-06-20 21:19:20.327335,0 days 00:00:00.223098,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-2.411705908423605,2025-06-20 21:19:20.340670,2025-06-20 21:19:20.540018,0 days 00:00:00.199348,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.12705040718159313,2025-06-20 21:19:20.573487,2025-06-20 21:19:20.760363,0 days 00:00:00.186876,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-66.44572917223776,2025-06-20 21:19:20.794421,2025-06-20 21:19:20.992308,0 days 00:00:00.197887,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.04174628040099384,2025-06-20 21:19:21.018674,2025-06-20 21:19:21.204181,0 days 00:00:00.185507,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
