,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.43932890982696565,2025-06-20 21:17:25.814704,2025-06-20 21:17:26.039917,0 days 00:00:00.225213,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-0.71694448000766,2025-06-20 21:17:26.058836,2025-06-20 21:17:26.259995,0 days 00:00:00.201159,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-0.9734441487576703,2025-06-20 21:17:26.277025,2025-06-20 21:17:26.488838,0 days 00:00:00.211813,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-2.0243643983696042,2025-06-20 21:17:26.508186,2025-06-20 21:17:26.736523,0 days 00:00:00.228337,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.29595459878625885,2025-06-20 21:17:26.754523,2025-06-20 21:17:26.974658,0 days 00:00:00.220135,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-8.800351576325266,2025-06-20 21:17:26.994893,2025-06-20 21:17:27.217827,0 days 00:00:00.222934,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,0.409151828743311,2025-06-20 21:17:27.238022,2025-06-20 21:17:27.461678,0 days 00:00:00.223656,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.38480593107841293,2025-06-20 21:17:27.479871,2025-06-20 21:17:27.691270,0 days 00:00:00.211399,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-61.09721919833832,2025-06-20 21:17:27.708463,2025-06-20 21:17:27.936654,0 days 00:00:00.228191,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,0.1926419630005718,2025-06-20 21:17:27.960609,2025-06-20 21:17:28.185454,0 days 00:00:00.224845,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,0.23272492867171976,2025-06-20 21:17:28.207429,2025-06-20 21:17:28.428574,0 days 00:00:00.221145,0.35000000000000003,6,232,0.05,3m,0.8,0.5,1.1,1024,COMPLETE
11,11,0.23375979023913956,2025-06-20 21:17:28.456534,2025-06-20 21:17:28.688090,0 days 00:00:00.231556,0.35000000000000003,6,224,0.05,3m,0.8,0.5,1.1,992,COMPLETE
12,12,-0.39857864341999616,2025-06-20 21:17:28.705222,2025-06-20 21:17:28.932503,0 days 00:00:00.227281,0.35000000000000003,5,264,0.05,3m,0.5,0.5,1.3,816,COMPLETE
13,13,-0.4642069164020902,2025-06-20 21:17:28.950204,2025-06-20 21:17:29.155677,0 days 00:00:00.205473,0.25,7,360,0.05,6m,0.8,1.2000000000000002,1.1,840,COMPLETE
14,14,-0.43458609650650504,2025-06-20 21:17:29.181530,2025-06-20 21:17:29.403481,0 days 00:00:00.221951,0.5,4,168,0.05,3m,0.9,1.3,1.4000000000000001,808,COMPLETE
15,15,-4.9382093474425615,2025-06-20 21:17:29.425931,2025-06-20 21:17:29.637157,0 days 00:00:00.211226,0.4,7,424,0.05,3m,0.7,1.0,1.2000000000000002,288,COMPLETE
16,16,-3.782190734247396,2025-06-20 21:17:29.658247,2025-06-20 21:17:29.877128,0 days 00:00:00.218881,0.25,10,152,0.05,8m,0.5,0.6,1.5,896,COMPLETE
17,17,-2.0585479733312257,2025-06-20 21:17:29.894461,2025-06-20 21:17:30.114075,0 days 00:00:00.219614,0.3,6,16,0.025,7m,0.9,1.1,1.2000000000000002,720,COMPLETE
18,18,-0.06296150486421101,2025-06-20 21:17:30.134176,2025-06-20 21:17:30.348570,0 days 00:00:00.214394,0.05,8,680,0.05,5m,1.1,1.0,1.5,944,COMPLETE
19,19,-0.47276719493397756,2025-06-20 21:17:30.365097,2025-06-20 21:17:30.569325,0 days 00:00:00.204228,0.4,4,312,0.05,10m,0.7,0.7,1.7000000000000002,312,COMPLETE
20,20,-2.0713363396583393,2025-06-20 21:17:30.585371,2025-06-20 21:17:30.819402,0 days 00:00:00.234031,0.2,1,216,0.025,1m,1.5,1.3,1.2000000000000002,688,COMPLETE
21,21,0.4193438455602317,2025-06-20 21:17:30.827402,2025-06-20 21:17:31.055496,0 days 00:00:00.228094,0.35000000000000003,6,256,0.05,3m,0.8,0.5,1.1,1024,COMPLETE
22,22,-1.5300165529809446,2025-06-20 21:17:31.074036,2025-06-20 21:17:31.291998,0 days 00:00:00.217962,0.3,5,424,0.05,3m,0.9,0.6,1.1,1024,COMPLETE
23,23,-1.6974364678222913,2025-06-20 21:17:31.309514,2025-06-20 21:17:31.528804,0 days 00:00:00.219290,0.4,6,112,0.05,3m,0.8,0.5,1.2000000000000002,896,COMPLETE
24,24,-1.358052284108214,2025-06-20 21:17:31.549103,2025-06-20 21:17:31.753656,0 days 00:00:00.204553,0.35000000000000003,4,272,0.05,4m,0.6,0.6,1.4000000000000001,912,COMPLETE
25,25,0.5633461639955065,2025-06-20 21:17:31.795617,2025-06-20 21:17:32.053979,0 days 00:00:00.258362,0.25,8,408,0.05,2m,0.8,0.7,1.1,760,COMPLETE
26,26,-3.9968189104841723,2025-06-20 21:17:32.056980,2025-06-20 21:17:32.278667,0 days 00:00:00.221687,0.25,8,624,0.05,2m,0.6,0.7,1.4000000000000001,768,COMPLETE
27,27,0.05482640871113467,2025-06-20 21:17:32.303161,2025-06-20 21:17:32.524022,0 days 00:00:00.220861,0.3,8,400,0.05,2m,0.9,0.8,1.3,864,COMPLETE
28,28,0.5162580416559871,2025-06-20 21:17:32.541888,2025-06-20 21:17:32.755413,0 days 00:00:00.213525,0.15000000000000002,10,488,0.05,6m,1.1,0.9,1.2000000000000002,632,COMPLETE
29,29,0.5853710204356577,2025-06-20 21:17:32.771474,2025-06-20 21:17:32.993759,0 days 00:00:00.222285,0.15000000000000002,10,480,0.05,6m,1.1,0.9,1.2000000000000002,608,COMPLETE
30,30,-0.2029964728436935,2025-06-20 21:17:33.013235,2025-06-20 21:17:33.228896,0 days 00:00:00.215661,0.15000000000000002,10,640,0.05,6m,1.1,0.9,1.2000000000000002,616,COMPLETE
31,31,-0.22074208408367202,2025-06-20 21:17:33.243986,2025-06-20 21:17:33.462280,0 days 00:00:00.218294,0.15000000000000002,9,512,0.05,6m,1.1,1.0,1.2000000000000002,408,COMPLETE
32,32,0.5394030535587626,2025-06-20 21:17:33.478151,2025-06-20 21:17:33.699446,0 days 00:00:00.221295,0.1,10,464,0.05,6m,1.2000000000000002,0.8,1.1,584,COMPLETE
33,33,0.4496083955245487,2025-06-20 21:17:33.717693,2025-06-20 21:17:33.939941,0 days 00:00:00.222248,0.05,10,480,0.05,6m,1.2000000000000002,0.9,1.3,568,COMPLETE
34,34,0.252849935938024,2025-06-20 21:17:33.955736,2025-06-20 21:17:34.194313,0 days 00:00:00.238577,0.1,9,608,0.05,6m,1.3,0.8,1.2000000000000002,432,COMPLETE
35,35,-0.5646338635434467,2025-06-20 21:17:34.211992,2025-06-20 21:17:34.440348,0 days 00:00:00.228356,0.15000000000000002,10,720,0.05,6m,1.0,0.8,1.1,608,COMPLETE
36,36,0.08219025619219585,2025-06-20 21:17:34.456460,2025-06-20 21:17:34.669090,0 days 00:00:00.212630,0.1,9,352,0.025,9m,1.2000000000000002,0.9,1.4000000000000001,736,COMPLETE
37,37,-0.7578154389929501,2025-06-20 21:17:34.684826,2025-06-20 21:17:34.908276,0 days 00:00:00.223450,0.2,10,968,0.05,2m,1.0,0.8,1.1,552,COMPLETE
38,38,0.22867192810013243,2025-06-20 21:17:34.927107,2025-06-20 21:17:35.145004,0 days 00:00:00.217897,0.2,8,576,0.05,6m,1.1,0.7,1.8000000000000003,648,COMPLETE
