,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.04623301917783818,2025-06-20 21:06:40.589390,2025-06-20 21:06:40.809780,0 days 00:00:00.220390,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-0.5119750095174788,2025-06-20 21:06:40.830264,2025-06-20 21:06:41.019986,0 days 00:00:00.189722,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,0.3118645440604428,2025-06-20 21:06:41.052911,2025-06-20 21:06:41.264435,0 days 00:00:00.211524,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-4.594570056461141,2025-06-20 21:06:41.286014,2025-06-20 21:06:41.501870,0 days 00:00:00.215856,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.2711407421566721,2025-06-20 21:06:41.525870,2025-06-20 21:06:41.717419,0 days 00:00:00.191549,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-5.93418485263272,2025-06-20 21:06:41.733483,2025-06-20 21:06:41.937574,0 days 00:00:00.204091,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-0.1192871637963344,2025-06-20 21:06:41.951173,2025-06-20 21:06:42.142452,0 days 00:00:00.191279,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.25165503562149477,2025-06-20 21:06:42.161343,2025-06-20 21:06:42.345926,0 days 00:00:00.184583,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-51.3326202397124,2025-06-20 21:06:42.362070,2025-06-20 21:06:42.564489,0 days 00:00:00.202419,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.0947125747798327,2025-06-20 21:06:42.584105,2025-06-20 21:06:42.782147,0 days 00:00:00.198042,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
