,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.1692219575588607,2025-06-20 21:02:37.112177,2025-06-20 21:02:42.091378,0 days 00:00:04.979201,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-1.2725982740880075,2025-06-20 21:02:42.145602,2025-06-20 21:02:42.351441,0 days 00:00:00.205839,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-0.29964230232590483,2025-06-20 21:02:42.373223,2025-06-20 21:02:42.588398,0 days 00:00:00.215175,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-2.933052694467586,2025-06-20 21:02:42.606398,2025-06-20 21:02:42.824846,0 days 00:00:00.218448,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.3306219236763306,2025-06-20 21:02:42.841856,2025-06-20 21:02:43.064198,0 days 00:00:00.222342,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-8.612504528213243,2025-06-20 21:02:43.081205,2025-06-20 21:02:43.295766,0 days 00:00:00.214561,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,0.14757776846044635,2025-06-20 21:02:43.315765,2025-06-20 21:02:43.527806,0 days 00:00:00.212041,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.17433140435530253,2025-06-20 21:02:43.545813,2025-06-20 21:02:43.757459,0 days 00:00:00.211646,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-75.24965206873411,2025-06-20 21:02:43.776980,2025-06-20 21:02:46.064922,0 days 00:00:02.287942,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.19872570391674138,2025-06-20 21:02:46.085924,2025-06-20 21:02:46.319934,0 days 00:00:00.234010,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,0.041540576909400086,2025-06-20 21:02:46.346944,2025-06-20 21:02:46.592047,0 days 00:00:00.245103,0.35000000000000003,6,232,0.05,3m,0.8,0.5,1.1,1024,COMPLETE
11,11,0.14048918260540758,2025-06-20 21:02:46.610049,2025-06-20 21:02:46.846569,0 days 00:00:00.236520,0.35000000000000003,6,224,0.05,3m,0.8,0.5,1.1,992,COMPLETE
12,12,0.21571486793195707,2025-06-20 21:02:46.865089,2025-06-20 21:02:47.099134,0 days 00:00:00.234045,0.35000000000000003,5,264,0.05,3m,0.5,0.5,1.3,816,COMPLETE
13,13,-0.863933431624664,2025-06-20 21:02:47.120132,2025-06-20 21:02:47.368800,0 days 00:00:00.248668,0.25,4,344,0.05,6m,0.5,1.2000000000000002,1.3,792,COMPLETE
14,14,-0.30192101389584286,2025-06-20 21:02:47.385801,2025-06-20 21:02:47.634840,0 days 00:00:00.249039,0.5,7,168,0.05,3m,0.5,1.3,1.4000000000000001,792,COMPLETE
15,15,-0.2828706783857295,2025-06-20 21:02:47.654010,2025-06-20 21:02:47.941007,0 days 00:00:00.286997,0.4,5,368,0.05,3m,0.8,1.0,1.4000000000000001,832,COMPLETE
16,16,-1.9969745309267206,2025-06-20 21:02:47.985518,2025-06-20 21:02:48.326737,0 days 00:00:00.341219,0.25,8,432,0.05,8m,0.7,0.6,1.2000000000000002,264,COMPLETE
17,17,-0.4339209029783196,2025-06-20 21:02:48.368252,2025-06-20 21:02:48.698800,0 days 00:00:00.330548,0.3,4,248,0.025,7m,0.9,1.1,1.5,880,COMPLETE
