,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
10,10,0.6957348755466886,2025-06-20 21:09:49.856685,2025-06-20 21:09:50.063161,0 days 00:00:00.206476,0.35000000000000003,6,232,0.05,3m,0.8,0.5,1.1,1024,COMPLETE
11,11,0.6402526553033607,2025-06-20 21:09:50.081308,2025-06-20 21:09:50.294549,0 days 00:00:00.213241,0.35000000000000003,6,224,0.05,3m,0.8,0.5,1.1,992,COMPLETE
12,12,-0.5435631546873616,2025-06-20 21:09:50.295550,2025-06-20 21:09:50.528847,0 days 00:00:00.233297,0.35000000000000003,5,264,0.05,3m,0.5,0.5,1.3,808,COMPLETE
13,13,-0.28247557950067087,2025-06-20 21:09:50.547105,2025-06-20 21:09:50.768029,0 days 00:00:00.220924,0.25,7,360,0.05,6m,0.8,1.2000000000000002,1.1,824,COMPLETE
14,14,-0.9721471681115107,2025-06-20 21:09:50.786034,2025-06-20 21:09:51.010899,0 days 00:00:00.224865,0.5,4,168,0.05,3m,0.9,1.3,1.4000000000000001,808,COMPLETE
15,15,-3.1214062628740877,2025-06-20 21:09:51.024961,2025-06-20 21:09:51.231434,0 days 00:00:00.206473,0.4,7,424,0.05,3m,0.7,1.0,1.2000000000000002,288,COMPLETE
16,16,-2.1520305340623054,2025-06-20 21:09:51.251196,2025-06-20 21:09:51.464446,0 days 00:00:00.213250,0.25,10,144,0.05,8m,0.5,0.6,1.5,1024,COMPLETE
17,17,-0.6333812407181342,2025-06-20 21:09:51.480786,2025-06-20 21:09:51.704273,0 days 00:00:00.223487,0.3,6,288,0.025,7m,0.9,1.1,1.2000000000000002,888,COMPLETE
18,18,-0.09919778027297611,2025-06-20 21:09:51.723294,2025-06-20 21:09:51.929297,0 days 00:00:00.206003,0.05,8,680,0.05,5m,1.1,1.0,1.5,888,COMPLETE
19,19,-0.6963937037395085,2025-06-20 21:09:51.941934,2025-06-20 21:09:52.154402,0 days 00:00:00.212468,0.4,4,32,0.05,10m,0.7,0.7,1.7000000000000002,640,COMPLETE
20,20,-1.7260421670562887,2025-06-20 21:09:52.170109,2025-06-20 21:09:52.403530,0 days 00:00:00.233421,0.2,1,432,0.025,1m,1.5,1.3,1.2000000000000002,704,COMPLETE
21,21,0.4052747301980017,2025-06-20 21:09:52.421580,2025-06-20 21:09:52.644412,0 days 00:00:00.222832,0.35000000000000003,6,184,0.05,3m,0.8,0.5,1.1,944,COMPLETE
22,22,0.7381559331136588,2025-06-20 21:09:52.661729,2025-06-20 21:09:52.881637,0 days 00:00:00.219908,0.3,5,216,0.05,3m,0.9,0.6,1.1,1024,COMPLETE
23,23,0.5779154203660283,2025-06-20 21:09:52.897731,2025-06-20 21:09:53.101819,0 days 00:00:00.204088,0.3,4,288,0.05,3m,0.9,0.6,1.2000000000000002,896,COMPLETE
24,24,-1.258628576297004,2025-06-20 21:09:53.132409,2025-06-20 21:09:53.353717,0 days 00:00:00.221308,0.25,5,112,0.05,4m,0.6,0.6,1.4000000000000001,728,COMPLETE
25,25,0.7132643562293336,2025-06-20 21:09:53.372486,2025-06-20 21:09:53.599326,0 days 00:00:00.226840,0.4,5,360,0.05,2m,1.1,0.7,1.1,1024,COMPLETE
26,26,-0.7530499109461741,2025-06-20 21:09:53.617690,2025-06-20 21:09:53.839186,0 days 00:00:00.221496,0.45,4,368,0.05,2m,1.1,0.8,1.4000000000000001,400,COMPLETE
27,27,-0.3806344390741718,2025-06-20 21:09:53.858977,2025-06-20 21:09:54.092934,0 days 00:00:00.233957,0.4,3,648,0.05,2m,1.1,0.7,1.3,928,COMPLETE
28,28,-0.18831757984329484,2025-06-20 21:09:54.115801,2025-06-20 21:09:54.328614,0 days 00:00:00.212813,0.5,5,432,0.05,6m,1.0,0.9,1.2000000000000002,832,COMPLETE
29,29,-0.430222493301091,2025-06-20 21:09:54.349033,2025-06-20 21:09:54.567132,0 days 00:00:00.218099,0.3,8,384,0.05,9m,1.2000000000000002,1.0,1.1,216,COMPLETE
30,30,-0.40354660440593715,2025-06-20 21:09:54.571116,2025-06-20 21:09:54.797378,0 days 00:00:00.226262,0.15000000000000002,4,312,0.05,5m,0.9,1.1,1.1,752,COMPLETE
31,31,-0.9214340258216736,2025-06-20 21:09:54.820379,2025-06-20 21:09:55.074170,0 days 00:00:00.253791,0.4,6,232,0.05,2m,0.8,0.6,1.1,1024,COMPLETE
32,32,0.7131136346841522,2025-06-20 21:09:55.087291,2025-06-20 21:09:55.356738,0 days 00:00:00.269447,0.35000000000000003,5,216,0.05,3m,1.0,0.5,1.2000000000000002,944,COMPLETE
33,33,-0.3834561963617099,2025-06-20 21:09:55.378729,2025-06-20 21:09:55.608912,0 days 00:00:00.230183,0.3,3,112,0.05,8m,1.0,0.7,1.2000000000000002,944,COMPLETE
34,34,-0.05106641850662331,2025-06-20 21:09:55.626926,2025-06-20 21:09:55.861866,0 days 00:00:00.234940,0.4,5,328,0.05,3m,1.0,0.9,1.2000000000000002,880,COMPLETE
35,35,-1.4677263232687912,2025-06-20 21:09:55.877942,2025-06-20 21:09:56.133428,0 days 00:00:00.255486,0.25,3,184,0.05,2m,1.1,0.8,1.3,944,COMPLETE
36,36,0.14443204787561437,2025-06-20 21:09:56.152032,2025-06-20 21:09:56.395861,0 days 00:00:00.243829,0.45,5,80,0.025,10m,1.3,0.6,1.1,968,COMPLETE
37,37,-0.16021631178255233,2025-06-20 21:09:56.424336,2025-06-20 21:09:56.646134,0 days 00:00:00.221798,0.35000000000000003,7,472,0.05,3m,1.2000000000000002,0.7,1.2000000000000002,568,COMPLETE
38,38,-0.52552613944565,2025-06-20 21:09:56.667828,2025-06-20 21:09:56.902779,0 days 00:00:00.234951,0.2,3,920,0.05,9m,1.0,0.8,1.8000000000000003,840,COMPLETE
39,39,-1.1138791352192545,2025-06-20 21:09:56.917867,2025-06-20 21:09:57.129816,0 days 00:00:00.211949,0.3,4,568,0.025,4m,0.9,0.5,1.3,760,COMPLETE
40,40,-3.8558784260124375,2025-06-20 21:09:57.145503,2025-06-20 21:09:57.403703,0 days 00:00:00.258200,0.35000000000000003,5,248,0.05,1m,1.2000000000000002,0.9,2.0,448,COMPLETE
41,41,0.7298665026653672,2025-06-20 21:09:57.418949,2025-06-20 21:09:57.661798,0 days 00:00:00.242849,0.35000000000000003,6,200,0.05,3m,0.7,0.5,1.1,1024,COMPLETE
42,42,-1.4429643905563485,2025-06-20 21:09:57.685910,2025-06-20 21:09:57.928116,0 days 00:00:00.242206,0.3,6,72,0.05,3m,0.7,0.5,1.1,1000,COMPLETE
43,43,0.518585745380929,2025-06-20 21:09:57.948557,2025-06-20 21:09:58.184001,0 days 00:00:00.235444,0.4,5,200,0.05,3m,0.6,0.6,1.1,968,COMPLETE
44,44,-0.7975185210166039,2025-06-20 21:09:58.202024,2025-06-20 21:09:58.439099,0 days 00:00:00.237075,0.35000000000000003,6,136,0.05,3m,0.8,0.5,1.2000000000000002,912,COMPLETE
45,45,-1.3193096463229557,2025-06-20 21:09:58.455580,2025-06-20 21:09:58.729833,0 days 00:00:00.274253,0.3,8,336,0.05,3m,0.7,1.2000000000000002,1.1,984,COMPLETE
46,46,-0.7081563877291491,2025-06-20 21:09:58.736809,2025-06-20 21:09:58.984241,0 days 00:00:00.247432,0.45,7,256,0.05,7m,0.9,0.6,1.2000000000000002,848,COMPLETE
47,47,0.6002854851209438,2025-06-20 21:09:58.999580,2025-06-20 21:09:59.219533,0 days 00:00:00.219953,0.35000000000000003,5,392,0.05,2m,1.0,0.5,1.1,1024,COMPLETE
48,48,-0.4601544767519056,2025-06-20 21:09:59.246816,2025-06-20 21:09:59.483436,0 days 00:00:00.236620,0.25,6,304,0.05,6m,1.1,0.7,1.3,792,COMPLETE
49,49,-0.7928767768044641,2025-06-20 21:09:59.500579,2025-06-20 21:09:59.744972,0 days 00:00:00.244393,0.4,7,160,0.05,3m,0.8,1.1,1.4000000000000001,872,COMPLETE
50,50,-2.3963797508553917,2025-06-20 21:09:59.763872,2025-06-20 21:09:59.983403,0 days 00:00:00.219531,0.35000000000000003,4,16,0.05,8m,0.6,0.6,1.1,672,COMPLETE
51,51,0.4914239478533361,2025-06-20 21:10:00.004171,2025-06-20 21:10:00.251743,0 days 00:00:00.247572,0.35000000000000003,6,216,0.05,3m,0.7,0.5,1.1,992,COMPLETE
52,52,0.633786965621542,2025-06-20 21:10:00.268492,2025-06-20 21:10:00.501441,0 days 00:00:00.232949,0.3,5,264,0.05,3m,0.8,0.5,1.2000000000000002,1024,COMPLETE
53,53,0.6928068201990889,2025-06-20 21:10:00.516888,2025-06-20 21:10:00.750750,0 days 00:00:00.233862,0.35000000000000003,6,208,0.05,3m,0.9,0.5,1.1,920,COMPLETE
54,54,-0.12974313264061535,2025-06-20 21:10:00.775179,2025-06-20 21:10:01.012874,0 days 00:00:00.237695,0.4,4,152,0.05,5m,0.8,0.6,1.2000000000000002,960,COMPLETE
55,55,-0.9560192593084497,2025-06-20 21:10:01.031324,2025-06-20 21:10:01.250456,0 days 00:00:00.219132,0.25,7,80,0.05,3m,0.9,1.2000000000000002,1.1,992,COMPLETE
56,56,0.39043447508258333,2025-06-20 21:10:01.269247,2025-06-20 21:10:01.487286,0 days 00:00:00.218039,0.35000000000000003,5,264,0.05,3m,0.7,0.5,1.2000000000000002,920,COMPLETE
57,57,-0.022249871901014243,2025-06-20 21:10:01.517616,2025-06-20 21:10:01.743663,0 days 00:00:00.226047,0.3,7,288,0.05,10m,1.0,0.7,1.6,864,COMPLETE
58,58,-1.5724527191068378,2025-06-20 21:10:01.764183,2025-06-20 21:10:01.972992,0 days 00:00:00.208809,0.4,6,360,0.025,7m,1.4,0.6,1.9000000000000001,104,COMPLETE
59,59,-47.799802728680504,2025-06-20 21:10:01.993994,2025-06-20 21:10:02.227142,0 days 00:00:00.233148,0.3,5,496,0.05,1m,0.6,1.3,1.3,1024,COMPLETE
60,60,-2.517046918480926,2025-06-20 21:10:02.240329,2025-06-20 21:10:02.452720,0 days 00:00:00.212391,0.45,6,408,0.05,4m,0.8,0.6,1.1,792,COMPLETE
61,61,0.6736750793709249,2025-06-20 21:10:02.482313,2025-06-20 21:10:02.732640,0 days 00:00:00.250327,0.35000000000000003,6,200,0.05,3m,0.9,0.5,1.1,936,COMPLETE
62,62,0.7428864240408901,2025-06-20 21:10:02.749889,2025-06-20 21:10:02.973899,0 days 00:00:00.224010,0.35000000000000003,6,216,0.05,3m,0.9,0.5,1.1,912,COMPLETE
63,63,0.7565681116793466,2025-06-20 21:10:02.992060,2025-06-20 21:10:03.212353,0 days 00:00:00.220293,0.4,5,232,0.05,3m,0.9,1.5,1.1,968,COMPLETE
64,64,-0.692465504987421,2025-06-20 21:10:03.229868,2025-06-20 21:10:03.454622,0 days 00:00:00.224754,0.4,4,120,0.05,3m,1.0,1.5,1.2000000000000002,896,COMPLETE
65,65,-0.8415226355208171,2025-06-20 21:10:03.470965,2025-06-20 21:10:03.679350,0 days 00:00:00.208385,0.45,5,232,0.05,2m,0.9,1.4,1.1,968,COMPLETE
66,66,0.05997400880415352,2025-06-20 21:10:03.710667,2025-06-20 21:10:03.934300,0 days 00:00:00.223633,0.35000000000000003,4,56,0.05,3m,1.0,1.4,1.1,984,COMPLETE
67,67,-0.27578969095900996,2025-06-20 21:10:03.955779,2025-06-20 21:10:04.213727,0 days 00:00:00.257948,0.4,5,160,0.05,9m,1.1,0.8,1.2000000000000002,904,COMPLETE
68,68,-0.6207921297710847,2025-06-20 21:10:04.238027,2025-06-20 21:10:04.474823,0 days 00:00:00.236796,0.25,5,328,0.05,3m,0.9,1.3,1.7000000000000002,936,COMPLETE
69,69,-0.028371659599094073,2025-06-20 21:10:04.499746,2025-06-20 21:10:04.719155,0 days 00:00:00.219409,0.5,4,288,0.05,6m,1.1,1.5,1.1,856,COMPLETE
70,70,-0.1796444604726551,2025-06-20 21:10:04.737082,2025-06-20 21:10:04.983856,0 days 00:00:00.246774,0.3,2,176,0.05,3m,0.8,0.7,1.2000000000000002,816,COMPLETE
71,71,0.6702997093110328,2025-06-20 21:10:05.000817,2025-06-20 21:10:05.233760,0 days 00:00:00.232943,0.35000000000000003,6,232,0.05,3m,0.8,0.5,1.1,1000,COMPLETE
72,72,-0.7104219447086242,2025-06-20 21:10:05.250830,2025-06-20 21:10:05.480988,0 days 00:00:00.230158,0.4,6,120,0.05,3m,1.0,0.6,1.1,960,COMPLETE
73,73,-1.8583738633699307,2025-06-20 21:10:05.499084,2025-06-20 21:10:05.719585,0 days 00:00:00.220501,0.35000000000000003,5,264,0.05,2m,0.7,0.5,1.2000000000000002,584,COMPLETE
74,74,-1.0079613450469933,2025-06-20 21:10:05.748850,2025-06-20 21:10:05.970939,0 days 00:00:00.222089,0.35000000000000003,6,184,0.05,3m,0.9,0.6,1.1,344,COMPLETE
75,75,-0.45305246401136806,2025-06-20 21:10:05.989880,2025-06-20 21:10:06.216142,0 days 00:00:00.226262,0.3,5,232,0.05,8m,0.9,1.0,1.1,1000,COMPLETE
76,76,-0.9270543639988188,2025-06-20 21:10:06.237184,2025-06-20 21:10:06.444916,0 days 00:00:00.207732,0.45,5,304,0.05,5m,0.8,0.5,1.2000000000000002,960,COMPLETE
77,77,-0.3552735209722145,2025-06-20 21:10:06.468818,2025-06-20 21:10:06.686222,0 days 00:00:00.217404,0.4,7,960,0.05,3m,1.0,0.5,1.1,912,COMPLETE
78,78,-0.2654381888018012,2025-06-20 21:10:06.704376,2025-06-20 21:10:06.925831,0 days 00:00:00.221455,0.3,8,448,0.05,10m,1.1,1.1,1.3,1000,COMPLETE
79,79,-2.227664749497578,2025-06-20 21:10:06.945832,2025-06-20 21:10:07.153826,0 days 00:00:00.207994,0.4,10,336,0.05,3m,0.7,0.6,1.2000000000000002,880,COMPLETE
80,80,-0.07545108014115262,2025-06-20 21:10:07.181959,2025-06-20 21:10:07.424617,0 days 00:00:00.242658,0.35000000000000003,6,136,0.05,4m,1.2000000000000002,0.6,1.1,1024,COMPLETE
81,81,0.7363665888196986,2025-06-20 21:10:07.448099,2025-06-20 21:10:07.696016,0 days 00:00:00.247917,0.05,6,216,0.05,3m,0.9,0.5,1.1,928,COMPLETE
82,82,0.29291416107097584,2025-06-20 21:10:07.706569,2025-06-20 21:10:07.933050,0 days 00:00:00.226481,0.1,7,192,0.05,3m,0.9,0.5,1.1,952,COMPLETE
83,83,0.5971027075301587,2025-06-20 21:10:07.950051,2025-06-20 21:10:08.193969,0 days 00:00:00.243918,0.15000000000000002,6,280,0.05,3m,0.9,0.5,1.5,936,COMPLETE
84,84,0.753641477809894,2025-06-20 21:10:08.214630,2025-06-20 21:10:08.450699,0 days 00:00:00.236069,0.25,5,216,0.05,3m,0.8,1.4,1.2000000000000002,976,COMPLETE
85,85,0.7533818109757857,2025-06-20 21:10:08.460699,2025-06-20 21:10:08.690864,0 days 00:00:00.230165,0.05,1,216,0.05,3m,0.8,1.4,1.2000000000000002,976,COMPLETE
86,86,-30.544680631014344,2025-06-20 21:10:08.708204,2025-06-20 21:10:08.946226,0 days 00:00:00.238022,0.05,1,240,0.05,1m,0.8,1.4,1.2000000000000002,976,COMPLETE
87,87,-2.8590684693689017,2025-06-20 21:10:08.966228,2025-06-20 21:10:09.208025,0 days 00:00:00.241797,0.1,1,824,0.05,2m,0.8,1.5,1.1,888,COMPLETE
88,88,-1.5172136059729238,2025-06-20 21:10:09.217759,2025-06-20 21:10:09.464987,0 days 00:00:00.247228,0.05,4,104,0.05,3m,0.7,1.4,1.3,1000,COMPLETE
89,89,-1.4675126298411019,2025-06-20 21:10:09.477993,2025-06-20 21:10:09.694521,0 days 00:00:00.216528,0.05,5,584,0.05,3m,0.8,1.5,1.1,840,COMPLETE
90,90,-2.2537916200661754,2025-06-20 21:10:09.712599,2025-06-20 21:10:09.943525,0 days 00:00:00.230926,0.1,3,208,0.05,7m,0.7,1.2000000000000002,1.2000000000000002,488,COMPLETE
91,91,0.7200007886626201,2025-06-20 21:10:09.959529,2025-06-20 21:10:10.177558,0 days 00:00:00.218029,0.2,5,256,0.05,3m,0.9,1.4,1.2000000000000002,928,COMPLETE
92,92,-0.6331932870508478,2025-06-20 21:10:10.195992,2025-06-20 21:10:10.417152,0 days 00:00:00.221160,0.15000000000000002,2,168,0.05,3m,0.9,1.4,1.2000000000000002,920,COMPLETE
93,93,0.6803972289155705,2025-06-20 21:10:10.437041,2025-06-20 21:10:10.645289,0 days 00:00:00.208248,0.2,9,264,0.05,3m,0.9,1.3,1.1,976,COMPLETE
94,94,-0.3802563307868355,2025-06-20 21:10:10.669528,2025-06-20 21:10:10.872810,0 days 00:00:00.203282,0.25,5,352,0.05,9m,0.8,1.4,1.1,1008,COMPLETE
95,95,0.04049314540234436,2025-06-20 21:10:10.905084,2025-06-20 21:10:11.145555,0 days 00:00:00.240471,0.05,6,312,0.05,3m,0.9,1.5,1.3,952,COMPLETE
96,96,-0.7975094517531345,2025-06-20 21:10:11.170966,2025-06-20 21:10:11.399901,0 days 00:00:00.228935,0.25,5,136,0.025,3m,0.8,1.3,1.2000000000000002,904,COMPLETE
97,97,-2.965938521794996,2025-06-20 21:10:11.415588,2025-06-20 21:10:11.660243,0 days 00:00:00.244655,0.2,6,384,0.05,6m,0.5,1.4,1.1,872,COMPLETE
98,98,0.7670299628959676,2025-06-20 21:10:11.676331,2025-06-20 21:10:11.909131,0 days 00:00:00.232800,0.1,4,216,0.05,3m,0.9,1.5,1.2000000000000002,976,COMPLETE
99,99,0.6923755917321005,2025-06-20 21:10:11.926559,2025-06-20 21:10:12.159028,0 days 00:00:00.232469,0.05,3,208,0.05,3m,0.9,1.5,1.3,928,COMPLETE
100,100,0.7635828454559439,2025-06-20 21:10:12.178070,2025-06-20 21:10:12.423218,0 days 00:00:00.245148,0.1,4,248,0.05,3m,0.9,1.5,1.2000000000000002,768,COMPLETE
101,101,-0.7070880422256883,2025-06-20 21:10:12.439349,2025-06-20 21:10:12.670297,0 days 00:00:00.230948,0.1,4,184,0.05,3m,0.9,1.5,1.2000000000000002,760,COMPLETE
102,102,0.7557570890783807,2025-06-20 21:10:12.687834,2025-06-20 21:10:12.915174,0 days 00:00:00.227340,0.1,4,256,0.05,3m,0.8,1.5,1.2000000000000002,792,COMPLETE
103,103,0.8893414187908107,2025-06-20 21:10:12.931634,2025-06-20 21:10:13.142605,0 days 00:00:00.210971,0.1,3,224,0.05,3m,0.8,1.5,1.4000000000000001,616,COMPLETE
104,104,0.8659684864061832,2025-06-20 21:10:13.158464,2025-06-20 21:10:13.377830,0 days 00:00:00.219366,0.1,3,240,0.05,3m,0.8,1.5,1.5,608,COMPLETE
105,105,0.5141058472960762,2025-06-20 21:10:13.393755,2025-06-20 21:10:13.631918,0 days 00:00:00.238163,0.1,2,288,0.05,3m,0.8,1.5,1.4000000000000001,680,COMPLETE
106,106,0.7504638524189213,2025-06-20 21:10:13.656223,2025-06-20 21:10:13.868348,0 days 00:00:00.212125,0.15000000000000002,3,232,0.05,3m,0.8,1.5,1.4000000000000001,648,COMPLETE
107,107,0.9035615078218959,2025-06-20 21:10:13.884439,2025-06-20 21:10:14.128384,0 days 00:00:00.243945,0.15000000000000002,3,240,0.05,3m,0.8,1.5,1.5,624,COMPLETE
108,108,-1.0834656171765076,2025-06-20 21:10:14.145174,2025-06-20 21:10:14.366804,0 days 00:00:00.221630,0.15000000000000002,3,248,0.05,8m,0.8,1.5,1.5,616,COMPLETE
109,109,0.6419877714224131,2025-06-20 21:10:14.395686,2025-06-20 21:10:14.621270,0 days 00:00:00.225584,0.1,3,280,0.05,3m,0.8,1.5,1.6,624,COMPLETE
110,110,-0.8854999352420577,2025-06-20 21:10:14.637383,2025-06-20 21:10:14.854940,0 days 00:00:00.217557,0.15000000000000002,3,160,0.05,3m,0.7,1.5,1.4000000000000001,552,COMPLETE
111,111,0.7339864544571234,2025-06-20 21:10:14.870613,2025-06-20 21:10:15.112998,0 days 00:00:00.242385,0.15000000000000002,2,240,0.05,3m,0.8,1.5,1.5,720,COMPLETE
112,112,0.8476702375190152,2025-06-20 21:10:15.129358,2025-06-20 21:10:15.362140,0 days 00:00:00.232782,0.1,4,224,0.05,3m,0.8,1.5,1.4000000000000001,592,COMPLETE
113,113,-1.0769096226803303,2025-06-20 21:10:15.378726,2025-06-20 21:10:15.604133,0 days 00:00:00.225407,0.1,4,304,0.05,5m,0.8,1.5,1.4000000000000001,592,COMPLETE
114,114,0.535975912765882,2025-06-20 21:10:15.623411,2025-06-20 21:10:15.854031,0 days 00:00:00.230620,0.1,3,272,0.05,3m,0.8,1.5,1.5,536,COMPLETE
115,115,0.7653888665625911,2025-06-20 21:10:15.872160,2025-06-20 21:10:16.132993,0 days 00:00:00.260833,0.1,4,184,0.05,3m,0.7,1.5,1.5,656,COMPLETE
116,116,-0.5754413636125075,2025-06-20 21:10:16.153997,2025-06-20 21:10:16.388298,0 days 00:00:00.234301,0.1,4,176,0.05,10m,0.7,1.4,1.6,688,COMPLETE
117,117,-0.47042078932886755,2025-06-20 21:10:16.404013,2025-06-20 21:10:16.638687,0 days 00:00:00.234674,0.1,4,144,0.05,3m,0.7,1.4,1.5,616,COMPLETE
118,118,0.1369188968448507,2025-06-20 21:10:16.663777,2025-06-20 21:10:16.899675,0 days 00:00:00.235898,0.1,4,312,0.05,3m,0.8,1.5,1.5,640,COMPLETE
119,119,-2.0541804782094966,2025-06-20 21:10:16.917902,2025-06-20 21:10:17.141203,0 days 00:00:00.223301,0.1,4,248,0.05,4m,0.6,1.5,1.5,728,COMPLETE
120,120,-0.10472736157641506,2025-06-20 21:10:17.159463,2025-06-20 21:10:17.390080,0 days 00:00:00.230617,0.05,3,192,0.05,3m,0.7,1.4,1.7000000000000002,512,COMPLETE
121,121,0.9281600756042767,2025-06-20 21:10:17.420881,2025-06-20 21:10:17.663402,0 days 00:00:00.242521,0.15000000000000002,3,224,0.05,3m,0.8,1.5,1.4000000000000001,648,COMPLETE
122,122,0.7966690639606763,2025-06-20 21:10:17.675573,2025-06-20 21:10:17.917525,0 days 00:00:00.241952,0.15000000000000002,3,224,0.05,3m,0.8,1.5,1.5,664,COMPLETE
123,123,0.7966690639606763,2025-06-20 21:10:17.934821,2025-06-20 21:10:18.161366,0 days 00:00:00.226545,0.15000000000000002,2,224,0.05,3m,0.8,1.5,1.4000000000000001,664,COMPLETE
124,124,-0.7328811795048371,2025-06-20 21:10:18.189686,2025-06-20 21:10:18.430995,0 days 00:00:00.241309,0.15000000000000002,2,176,0.05,3m,0.8,1.5,1.4000000000000001,592,COMPLETE
125,125,-23.77428807750825,2025-06-20 21:10:18.464179,2025-06-20 21:10:18.755968,0 days 00:00:00.291789,0.15000000000000002,3,224,0.05,1m,0.8,1.5,1.4000000000000001,696,COMPLETE
126,126,0.6307016410046884,2025-06-20 21:10:18.768491,2025-06-20 21:10:18.994826,0 days 00:00:00.226335,0.15000000000000002,2,200,0.05,3m,0.8,1.5,1.5,656,COMPLETE
127,127,-3.5057607661070933,2025-06-20 21:10:19.019662,2025-06-20 21:10:19.248216,0 days 00:00:00.228554,0.1,3,256,0.05,7m,0.7,1.5,1.6,664,COMPLETE
128,128,-0.959645896019472,2025-06-20 21:10:19.272917,2025-06-20 21:10:19.493974,0 days 00:00:00.221057,0.15000000000000002,4,160,0.05,3m,0.7,1.5,1.4000000000000001,576,COMPLETE
129,129,-1.9856914080588866,2025-06-20 21:10:19.510486,2025-06-20 21:10:19.721901,0 days 00:00:00.211415,0.1,3,128,0.05,3m,0.8,1.5,1.4000000000000001,608,COMPLETE
130,130,-0.8553545265984647,2025-06-20 21:10:19.748320,2025-06-20 21:10:19.952560,0 days 00:00:00.204240,0.2,3,272,0.05,9m,0.8,1.5,1.5,560,COMPLETE
131,131,1.1272644994967533,2025-06-20 21:10:19.967539,2025-06-20 21:10:20.183834,0 days 00:00:00.216295,0.1,1,224,0.05,3m,0.8,1.4,1.3,632,COMPLETE
132,132,1.1272644994967533,2025-06-20 21:10:20.199531,2025-06-20 21:10:20.434335,0 days 00:00:00.234804,0.1,2,224,0.05,3m,0.8,1.5,1.3,632,COMPLETE
133,133,0.8634485985706648,2025-06-20 21:10:20.438334,2025-06-20 21:10:20.660634,0 days 00:00:00.222300,0.1,1,240,0.05,3m,0.8,1.5,1.3,632,COMPLETE
134,134,0.9295472335283513,2025-06-20 21:10:20.689503,2025-06-20 21:10:20.911130,0 days 00:00:00.221627,0.1,1,232,0.05,3m,0.8,1.5,1.3,632,COMPLETE
135,135,0.8085315981632974,2025-06-20 21:10:20.931944,2025-06-20 21:10:21.159934,0 days 00:00:00.227990,0.1,1,232,0.05,3m,0.7,1.5,1.3,632,COMPLETE
136,136,0.8587209762541258,2025-06-20 21:10:21.179195,2025-06-20 21:10:21.415235,0 days 00:00:00.236040,0.1,1,184,0.05,3m,0.6,1.5,1.3,712,COMPLETE
137,137,-4.122629068602279,2025-06-20 21:10:21.433244,2025-06-20 21:10:21.672271,0 days 00:00:00.239027,0.15000000000000002,1,296,0.05,6m,0.6,1.4,1.3,704,COMPLETE
138,138,0.6910227414217907,2025-06-20 21:10:21.683169,2025-06-20 21:10:21.943393,0 days 00:00:00.260224,0.1,1,192,0.05,3m,0.7,1.5,1.3,632,COMPLETE
