,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,0.020708372663507817,2025-06-20 21:22:12.818094,2025-06-20 21:22:13.030383,0 days 00:00:00.212289,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-0.16869076359886215,2025-06-20 21:22:13.046284,2025-06-20 21:22:13.249627,0 days 00:00:00.203343,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,0.5542381929965549,2025-06-20 21:22:13.265731,2025-06-20 21:22:13.477914,0 days 00:00:00.212183,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-7.360366819255113,2025-06-20 21:22:13.498292,2025-06-20 21:22:13.712848,0 days 00:00:00.214556,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,0.16626011737735866,2025-06-20 21:22:13.732300,2025-06-20 21:22:13.932547,0 days 00:00:00.200247,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-3.5343064089738094,2025-06-20 21:22:13.955343,2025-06-20 21:22:14.154048,0 days 00:00:00.198705,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-0.04715473088077895,2025-06-20 21:22:14.177408,2025-06-20 21:22:14.382769,0 days 00:00:00.205361,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,0.1943251506732411,2025-06-20 21:22:14.410770,2025-06-20 21:22:14.601902,0 days 00:00:00.191132,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-47.20183299973889,2025-06-20 21:22:14.620571,2025-06-20 21:22:14.831294,0 days 00:00:00.210723,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.272930677307247,2025-06-20 21:22:14.854997,2025-06-20 21:22:15.072445,0 days 00:00:00.217448,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,-0.3187969710433425,2025-06-20 21:22:15.097180,2025-06-20 21:22:15.340152,0 days 00:00:00.242972,0.35000000000000003,1,24,0.05,10m,0.9,0.5,1.8000000000000003,304,COMPLETE
11,11,-100.0,2025-06-20 21:22:15.359052,2025-06-20 21:22:15.574378,0 days 00:00:00.215326,0.35000000000000003,9,632,0.025,4m,1.5,1.2000000000000002,1.4000000000000001,792,COMPLETE
12,12,-0.07327459823568663,2025-06-20 21:22:15.590138,2025-06-20 21:22:15.828618,0 days 00:00:00.238480,0.35000000000000003,7,264,0.025,4m,1.1,1.0,1.3,696,COMPLETE
13,13,-0.04574623968179733,2025-06-20 21:22:15.846454,2025-06-20 21:22:16.061528,0 days 00:00:00.215074,0.25,10,384,0.025,10m,1.0,1.3,1.5,632,COMPLETE
14,14,1.6234402943343147,2025-06-20 21:22:16.082737,2025-06-20 21:22:16.326465,0 days 00:00:00.243728,0.5,7,160,0.025,6m,0.5,1.0,1.7000000000000002,296,COMPLETE
15,15,1.0720584549906036,2025-06-20 21:22:16.342114,2025-06-20 21:22:16.572407,0 days 00:00:00.230293,0.5,7,152,0.05,6m,0.5,0.6,1.8000000000000003,288,COMPLETE
16,16,1.2259165550548259,2025-06-20 21:22:16.600838,2025-06-20 21:22:16.836841,0 days 00:00:00.236003,0.5,7,168,0.025,6m,0.5,0.5,1.7000000000000002,264,COMPLETE
17,17,1.32766388514979,2025-06-20 21:22:16.855443,2025-06-20 21:22:17.082631,0 days 00:00:00.227188,0.5,7,200,0.025,6m,0.5,0.5,1.7000000000000002,240,COMPLETE
18,18,0.7811115368502397,2025-06-20 21:22:17.097801,2025-06-20 21:22:17.325328,0 days 00:00:00.227527,0.45,6,392,0.025,6m,0.7,0.6,1.7000000000000002,184,COMPLETE
19,19,1.1900510999659275,2025-06-20 21:22:17.345872,2025-06-20 21:22:17.574487,0 days 00:00:00.228615,0.4,8,280,0.025,6m,0.6,0.7,1.7000000000000002,392,COMPLETE
20,20,-3.4806366170135545,2025-06-20 21:22:17.589710,2025-06-20 21:22:17.819575,0 days 00:00:00.229865,0.5,4,168,0.025,6m,0.8,1.5,1.5,144,COMPLETE
21,21,1.1303836177961717,2025-06-20 21:22:17.858347,2025-06-20 21:22:18.096511,0 days 00:00:00.238164,0.5,6,144,0.025,6m,0.5,0.5,1.7000000000000002,328,COMPLETE
22,22,1.6904957458673713,2025-06-20 21:22:18.118861,2025-06-20 21:22:18.351548,0 days 00:00:00.232687,0.4,8,208,0.025,6m,0.5,0.5,1.6,184,COMPLETE
23,23,0.5618159131852491,2025-06-20 21:22:18.366308,2025-06-20 21:22:18.582981,0 days 00:00:00.216673,0.4,8,248,0.025,6m,0.6,0.6,1.6,168,COMPLETE
24,24,-1.529289854970614,2025-06-20 21:22:18.609619,2025-06-20 21:22:18.843421,0 days 00:00:00.233802,0.4,8,448,0.025,7m,0.7,0.7,1.5,400,COMPLETE
25,25,-4.5236261288659705,2025-06-20 21:22:18.861685,2025-06-20 21:22:19.080214,0 days 00:00:00.218529,0.45,10,312,0.025,2m,0.5,0.8,1.4000000000000001,144,COMPLETE
26,26,-1.0398420581598542,2025-06-20 21:22:19.108647,2025-06-20 21:22:19.328588,0 days 00:00:00.219941,0.45,6,80,0.025,8m,0.6,0.5,1.9000000000000001,224,COMPLETE
27,27,-19.128547892984656,2025-06-20 21:22:19.348397,2025-06-20 21:22:19.596149,0 days 00:00:00.247752,0.4,8,224,0.025,1m,0.8,0.9,1.6,360,COMPLETE
28,28,-1.2108131007753138,2025-06-20 21:22:19.612983,2025-06-20 21:22:19.848736,0 days 00:00:00.235753,0.5,6,88,0.025,9m,0.5,0.6,1.8000000000000003,120,COMPLETE
29,29,1.0621172077695435,2025-06-20 21:22:19.864414,2025-06-20 21:22:20.100356,0 days 00:00:00.235942,0.45,4,368,0.025,5m,0.7,1.0,1.4000000000000001,448,COMPLETE
30,30,1.396108914471624,2025-06-20 21:22:20.121374,2025-06-20 21:22:20.333822,0 days 00:00:00.212448,0.5,9,320,0.025,5m,0.6,0.7,2.0,232,COMPLETE
31,31,1.3719993957749175,2025-06-20 21:22:20.350204,2025-06-20 21:22:20.573860,0 days 00:00:00.223656,0.5,9,320,0.025,5m,0.6,0.7,2.0,240,COMPLETE
32,32,-2.724366574959223,2025-06-20 21:22:20.598415,2025-06-20 21:22:20.827725,0 days 00:00:00.229310,0.45,9,344,0.025,5m,0.6,0.9,2.0,80,COMPLETE
33,33,0.4983495143183034,2025-06-20 21:22:20.856577,2025-06-20 21:22:21.104596,0 days 00:00:00.248019,0.5,10,424,0.025,5m,0.6,0.7,2.0,224,COMPLETE
34,34,-0.38407941867062245,2025-06-20 21:22:21.125473,2025-06-20 21:22:21.339586,0 days 00:00:00.214113,0.05,9,616,0.025,5m,0.9,0.8,1.9000000000000001,456,COMPLETE
35,35,1.0272421089984711,2025-06-20 21:22:21.357636,2025-06-20 21:22:21.588623,0 days 00:00:00.230987,0.4,8,296,0.025,5m,0.7,0.8,1.9000000000000001,328,COMPLETE
36,36,0.6737401502043874,2025-06-20 21:22:21.606721,2025-06-20 21:22:21.841661,0 days 00:00:00.234940,0.45,10,120,0.025,5m,0.6,0.9,2.0,552,COMPLETE
37,37,-0.7994974482930075,2025-06-20 21:22:21.860661,2025-06-20 21:22:22.093697,0 days 00:00:00.233036,0.3,8,896,0.025,8m,0.9,0.7,2.0,216,COMPLETE
38,38,0.9339084360468719,2025-06-20 21:22:22.114468,2025-06-20 21:22:22.336886,0 days 00:00:00.222418,0.5,9,488,0.025,3m,0.8,1.1,1.9000000000000001,112,COMPLETE
39,39,0.9460718512229898,2025-06-20 21:22:22.360887,2025-06-20 21:22:22.616516,0 days 00:00:00.255629,0.25,7,344,0.025,2m,0.5,0.6,1.1,384,COMPLETE
40,40,-3.12188060015661,2025-06-20 21:22:22.638085,2025-06-20 21:22:22.854006,0 days 00:00:00.215921,0.45,9,208,0.05,9m,0.7,0.7,1.8000000000000003,40,COMPLETE
41,41,1.5529308974321792,2025-06-20 21:22:22.873006,2025-06-20 21:22:23.093854,0 days 00:00:00.220848,0.5,7,200,0.025,6m,0.5,0.5,1.7000000000000002,264,COMPLETE
42,42,-2.52062136186545,2025-06-20 21:22:23.109781,2025-06-20 21:22:23.331924,0 days 00:00:00.222143,0.5,8,64,0.025,6m,0.5,0.6,1.6,208,COMPLETE
43,43,1.8175616567239414,2025-06-20 21:22:23.353927,2025-06-20 21:22:23.573504,0 days 00:00:00.219577,0.45,5,296,0.025,5m,0.6,0.8,1.8000000000000003,272,COMPLETE
44,44,-40.39526585605298,2025-06-20 21:22:23.597896,2025-06-20 21:22:23.821553,0 days 00:00:00.223657,0.4,5,216,0.025,1m,0.6,0.8,1.8000000000000003,288,COMPLETE
45,45,-1.325273756649505,2025-06-20 21:22:23.838131,2025-06-20 21:22:24.053203,0 days 00:00:00.215072,0.45,4,16,0.025,6m,0.5,0.9,1.7000000000000002,344,COMPLETE
46,46,-0.43190304551120223,2025-06-20 21:22:24.068297,2025-06-20 21:22:24.288091,0 days 00:00:00.219794,0.2,5,592,0.025,7m,1.1,1.1,1.6,424,COMPLETE
47,47,0.7003311685165458,2025-06-20 21:22:24.290091,2025-06-20 21:22:24.517984,0 days 00:00:00.227893,0.35000000000000003,7,264,0.05,10m,0.7,1.0,1.8000000000000003,496,COMPLETE
48,48,-5.621743314501645,2025-06-20 21:22:24.536037,2025-06-20 21:22:24.753438,0 days 00:00:00.217401,0.45,3,120,0.025,4m,0.5,0.5,1.7000000000000002,96,COMPLETE
49,49,1.0554370222593996,2025-06-20 21:22:24.771220,2025-06-20 21:22:24.997191,0 days 00:00:00.225971,0.5,5,416,0.025,3m,0.6,1.2000000000000002,1.5,280,COMPLETE
50,50,1.2112585503514208,2025-06-20 21:22:25.015916,2025-06-20 21:22:25.250300,0 days 00:00:00.234384,0.35000000000000003,6,192,0.025,6m,0.5,0.8,1.8000000000000003,856,COMPLETE
51,51,1.6503269061430141,2025-06-20 21:22:25.266121,2025-06-20 21:22:25.492360,0 days 00:00:00.226239,0.5,9,296,0.025,5m,0.6,0.6,1.9000000000000001,248,COMPLETE
52,52,-2.4532061935109977,2025-06-20 21:22:25.520387,2025-06-20 21:22:25.743325,0 days 00:00:00.222938,0.5,7,680,0.025,5m,0.7,0.6,1.9000000000000001,176,COMPLETE
53,53,0.09630228501498188,2025-06-20 21:22:25.762004,2025-06-20 21:22:25.978159,0 days 00:00:00.216155,0.45,8,256,0.025,5m,1.3,0.5,1.9000000000000001,256,COMPLETE
54,54,0.5658985118554662,2025-06-20 21:22:25.999703,2025-06-20 21:22:26.215046,0 days 00:00:00.215343,0.5,9,176,0.025,5m,0.6,0.6,1.7000000000000002,312,COMPLETE
