,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.09260526421331981,2025-06-20 21:14:58.791188,2025-06-20 21:14:59.005946,0 days 00:00:00.214758,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-1.1452615876671757,2025-06-20 21:14:59.021791,2025-06-20 21:14:59.232307,0 days 00:00:00.210516,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-0.3929276190930144,2025-06-20 21:14:59.252269,2025-06-20 21:14:59.452340,0 days 00:00:00.200071,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-6.44586359959634,2025-06-20 21:14:59.482883,2025-06-20 21:14:59.710909,0 days 00:00:00.228026,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.12929540110881002,2025-06-20 21:14:59.726961,2025-06-20 21:14:59.933233,0 days 00:00:00.206272,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-10.089319907062539,2025-06-20 21:14:59.950274,2025-06-20 21:15:00.151305,0 days 00:00:00.201031,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-1.9875375834647548,2025-06-20 21:15:00.167187,2025-06-20 21:15:00.369141,0 days 00:00:00.201954,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.2432906988098669,2025-06-20 21:15:00.387146,2025-06-20 21:15:00.575686,0 days 00:00:00.188540,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-77.02297260637108,2025-06-20 21:15:00.590823,2025-06-20 21:15:00.805424,0 days 00:00:00.214601,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-100.0,2025-06-20 21:15:00.826013,2025-06-20 21:15:01.016812,0 days 00:00:00.190799,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,-0.083409228059305,2025-06-20 21:15:01.034701,2025-06-20 21:15:01.255080,0 days 00:00:00.220379,0.05,4,288,0.05,5m,1.5,0.5,1.1,272,COMPLETE
11,11,-0.04111520080708591,2025-06-20 21:15:01.273947,2025-06-20 21:15:01.496858,0 days 00:00:00.222911,0.05,4,264,0.05,5m,1.5,0.5,1.1,296,COMPLETE
12,12,-0.09730910536754889,2025-06-20 21:15:01.518100,2025-06-20 21:15:01.723497,0 days 00:00:00.205397,0.05,6,288,0.05,5m,1.5,0.5,1.3,280,COMPLETE
13,13,-0.23990894557278294,2025-06-20 21:15:01.745855,2025-06-20 21:15:01.954080,0 days 00:00:00.208225,0.05,4,168,0.05,5m,1.5,0.5,1.1,272,COMPLETE
14,14,-0.179692727935903,2025-06-20 21:15:01.971169,2025-06-20 21:15:02.178793,0 days 00:00:00.207624,0.2,7,400,0.05,6m,1.5,0.6,1.4000000000000001,264,COMPLETE
15,15,-0.6867653661617416,2025-06-20 21:15:02.198157,2025-06-20 21:15:02.397412,0 days 00:00:00.199255,0.05,1,168,0.05,5m,1.1,0.6,1.2000000000000002,352,COMPLETE
