,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.1346710960754965,2025-06-20 21:04:08.189870,2025-06-20 21:04:08.405467,0 days 00:00:00.215597,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-0.7792280552187199,2025-06-20 21:04:08.424885,2025-06-20 21:04:08.622884,0 days 00:00:00.197999,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-1.0892333578467785,2025-06-20 21:04:08.640888,2025-06-20 21:04:08.861392,0 days 00:00:00.220504,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-8.799462166015749,2025-06-20 21:04:08.880586,2025-06-20 21:04:09.109974,0 days 00:00:00.229388,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.5061162831369915,2025-06-20 21:04:09.113721,2025-06-20 21:04:09.347691,0 days 00:00:00.233970,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-7.148775806207675,2025-06-20 21:04:09.366750,2025-06-20 21:04:09.590104,0 days 00:00:00.223354,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-1.7657393275141262,2025-06-20 21:04:09.608904,2025-06-20 21:04:09.804109,0 days 00:00:00.195205,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.0820380001688835,2025-06-20 21:04:09.826742,2025-06-20 21:04:10.043967,0 days 00:00:00.217225,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-58.4679082519517,2025-06-20 21:04:10.064651,2025-06-20 21:04:10.303709,0 days 00:00:00.239058,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.02112412792416368,2025-06-20 21:04:10.319704,2025-06-20 21:04:10.531746,0 days 00:00:00.212042,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,0.0019331450165473274,2025-06-20 21:04:10.551166,2025-06-20 21:04:10.790815,0 days 00:00:00.239649,0.05,1,392,0.05,7m,1.5,0.5,1.6,280,COMPLETE
11,11,-0.08134070421634208,2025-06-20 21:04:10.813930,2025-06-20 21:04:11.048413,0 days 00:00:00.234483,0.05,1,368,0.05,7m,1.5,0.5,1.6,296,COMPLETE
12,12,-0.4875211999637274,2025-06-20 21:04:11.068461,2025-06-20 21:04:11.304797,0 days 00:00:00.236336,0.05,1,664,0.05,7m,1.5,1.5,1.5,280,COMPLETE
13,13,-0.023078162513239717,2025-06-20 21:04:11.326329,2025-06-20 21:04:11.554569,0 days 00:00:00.228240,0.15000000000000002,4,360,0.05,7m,1.5,1.3,1.7000000000000002,288,COMPLETE
14,14,-100.0,2025-06-20 21:04:11.572572,2025-06-20 21:04:11.783872,0 days 00:00:00.211300,0.05,7,448,0.05,6m,1.3,0.5,1.4000000000000001,760,COMPLETE
15,15,-0.035064428183294485,2025-06-20 21:04:11.815346,2025-06-20 21:04:12.049464,0 days 00:00:00.234118,0.15000000000000002,1,208,0.05,7m,1.4,1.3,1.7000000000000002,416,COMPLETE
16,16,-1.3085893739085637,2025-06-20 21:04:12.068463,2025-06-20 21:04:12.311849,0 days 00:00:00.243386,0.1,3,648,0.05,7m,1.1,0.6,1.5,184,COMPLETE
17,17,-9.39119792471462,2025-06-20 21:04:12.337239,2025-06-20 21:04:12.599843,0 days 00:00:00.262604,0.25,7,208,0.025,1m,0.9,1.4,1.7000000000000002,720,COMPLETE
18,18,-7.532315580466245,2025-06-20 21:04:12.608842,2025-06-20 21:04:12.858688,0 days 00:00:00.249846,0.1,2,656,0.05,2m,0.5,1.0,1.4000000000000001,376,COMPLETE
19,19,-100.0,2025-06-20 21:04:12.881322,2025-06-20 21:04:13.125282,0 days 00:00:00.243960,0.4,4,432,0.05,10m,1.4,0.7,1.8000000000000003,608,COMPLETE
20,20,-1.0043237662332307,2025-06-20 21:04:13.143091,2025-06-20 21:04:13.392138,0 days 00:00:00.249047,0.2,4,784,0.025,6m,1.4,1.2000000000000002,1.4000000000000001,160,COMPLETE
21,21,-0.24743234613024892,2025-06-20 21:04:13.416480,2025-06-20 21:04:13.641579,0 days 00:00:00.225099,0.15000000000000002,4,304,0.05,7m,1.5,1.3,1.7000000000000002,272,COMPLETE
22,22,-0.08840264625758933,2025-06-20 21:04:13.664452,2025-06-20 21:04:13.893156,0 days 00:00:00.228704,0.1,2,472,0.05,7m,1.5,1.4,1.6,376,COMPLETE
23,23,-0.7789418741182021,2025-06-20 21:04:13.907040,2025-06-20 21:04:14.153111,0 days 00:00:00.246071,0.05,6,288,0.05,7m,1.2000000000000002,1.4,1.8000000000000003,208,COMPLETE
24,24,-0.7576040715360539,2025-06-20 21:04:14.172353,2025-06-20 21:04:14.412961,0 days 00:00:00.240608,0.15000000000000002,3,136,0.05,9m,1.4,1.3,1.7000000000000002,128,COMPLETE
25,25,-0.09042753154226493,2025-06-20 21:04:14.427644,2025-06-20 21:04:14.672423,0 days 00:00:00.244779,0.25,1,400,0.05,8m,1.5,1.1,1.5,336,COMPLETE
26,26,-0.33178688186446376,2025-06-20 21:04:14.686374,2025-06-20 21:04:14.922285,0 days 00:00:00.235911,0.1,2,576,0.05,4m,1.3,1.2000000000000002,1.6,448,COMPLETE
