,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.07967511254489963,2025-06-20 21:03:29.722187,2025-06-20 21:03:29.937725,0 days 00:00:00.215538,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-1.2116876173495852,2025-06-20 21:03:29.958091,2025-06-20 21:03:30.151508,0 days 00:00:00.193417,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,0.1579155315485395,2025-06-20 21:03:30.172802,2025-06-20 21:03:30.373980,0 days 00:00:00.201178,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-4.717771017200602,2025-06-20 21:03:30.394050,2025-06-20 21:03:30.601063,0 days 00:00:00.207013,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.3205119378838856,2025-06-20 21:03:30.621663,2025-06-20 21:03:30.819423,0 days 00:00:00.197760,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-11.233600447457333,2025-06-20 21:03:30.843313,2025-06-20 21:03:31.047861,0 days 00:00:00.204548,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-0.8426632003090492,2025-06-20 21:03:31.064858,2025-06-20 21:03:31.262584,0 days 00:00:00.197726,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.2674781657145548,2025-06-20 21:03:31.287559,2025-06-20 21:03:31.484175,0 days 00:00:00.196616,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-84.04053898184716,2025-06-20 21:03:31.512697,2025-06-20 21:03:31.733116,0 days 00:00:00.220419,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.21251339381253745,2025-06-20 21:03:31.751597,2025-06-20 21:03:31.947287,0 days 00:00:00.195690,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
