,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,0.12991076875902452,2025-06-20 21:11:37.978702,2025-06-20 21:11:38.198227,0 days 00:00:00.219525,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-0.6673696039605674,2025-06-20 21:11:38.217742,2025-06-20 21:11:38.446591,0 days 00:00:00.228849,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-1.3558068511076946,2025-06-20 21:11:38.463592,2025-06-20 21:11:38.677492,0 days 00:00:00.213900,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-9.904142421393784,2025-06-20 21:11:38.694498,2025-06-20 21:11:38.921845,0 days 00:00:00.227347,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.39013033571446526,2025-06-20 21:11:38.941236,2025-06-20 21:11:39.145587,0 days 00:00:00.204351,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-5.319074544830114,2025-06-20 21:11:39.177182,2025-06-20 21:11:39.383078,0 days 00:00:00.205896,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-1.2018999017507552,2025-06-20 21:11:39.411886,2025-06-20 21:11:39.627922,0 days 00:00:00.216036,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.40917270854512033,2025-06-20 21:11:39.644249,2025-06-20 21:11:39.840423,0 days 00:00:00.196174,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-77.55472314964229,2025-06-20 21:11:39.868859,2025-06-20 21:11:40.067287,0 days 00:00:00.198428,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-100.0,2025-06-20 21:11:40.093402,2025-06-20 21:11:40.302712,0 days 00:00:00.209310,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,-0.028047210732452893,2025-06-20 21:11:40.323465,2025-06-20 21:11:40.523649,0 days 00:00:00.200184,0.05,4,288,0.05,5m,1.5,0.5,1.1,272,COMPLETE
11,11,-0.14626525578983615,2025-06-20 21:11:40.538750,2025-06-20 21:11:40.751218,0 days 00:00:00.212468,0.05,4,264,0.05,5m,1.5,0.5,1.1,296,COMPLETE
