,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.33204840593737484,2025-06-20 21:16:48.358266,2025-06-20 21:16:48.571822,0 days 00:00:00.213556,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,0.6065930600779182,2025-06-20 21:16:48.598894,2025-06-20 21:16:48.786428,0 days 00:00:00.187534,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,0.2686006630504592,2025-06-20 21:16:48.817513,2025-06-20 21:16:49.030991,0 days 00:00:00.213478,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-5.557283658991588,2025-06-20 21:16:49.049610,2025-06-20 21:16:49.256152,0 days 00:00:00.206542,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.11239900373986979,2025-06-20 21:16:49.273083,2025-06-20 21:16:49.491577,0 days 00:00:00.218494,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-4.683825415310096,2025-06-20 21:16:49.510789,2025-06-20 21:16:49.711241,0 days 00:00:00.200452,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,0.4577923110608665,2025-06-20 21:16:49.738208,2025-06-20 21:16:49.940197,0 days 00:00:00.201989,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.01722927676539937,2025-06-20 21:16:49.959055,2025-06-20 21:16:50.150225,0 days 00:00:00.191170,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-67.64332213858461,2025-06-20 21:16:50.167499,2025-06-20 21:16:50.367994,0 days 00:00:00.200495,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,0.0072677626195136,2025-06-20 21:16:50.371918,2025-06-20 21:16:50.559488,0 days 00:00:00.187570,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,-0.4811628470905197,2025-06-20 21:16:50.590355,2025-06-20 21:16:50.801787,0 days 00:00:00.211432,0.5,4,992,0.025,8m,0.9,0.5,1.8000000000000003,320,COMPLETE
11,11,-0.341845845839134,2025-06-20 21:16:50.812787,2025-06-20 21:16:51.020611,0 days 00:00:00.207824,0.4,6,240,0.025,6m,0.8,1.2000000000000002,1.1,984,COMPLETE
12,12,-0.19635956329833337,2025-06-20 21:16:51.021614,2025-06-20 21:16:51.240225,0 days 00:00:00.218611,0.3,4,912,0.025,3m,0.5,0.6,1.3,728,COMPLETE
13,13,-0.5076074507506347,2025-06-20 21:16:51.264399,2025-06-20 21:16:51.487372,0 days 00:00:00.222973,0.4,7,328,0.05,8m,1.0,1.0,1.5,344,COMPLETE
14,14,-1.3988201211562443,2025-06-20 21:16:51.495272,2025-06-20 21:16:51.722453,0 days 00:00:00.227181,0.5,1,672,0.025,3m,0.8,1.3,1.5,296,COMPLETE
15,15,0.00342289290923824,2025-06-20 21:16:51.738134,2025-06-20 21:16:51.966923,0 days 00:00:00.228789,0.25,5,168,0.05,8m,1.1,1.0,1.7000000000000002,840,COMPLETE
16,16,-0.1990026672667451,2025-06-20 21:16:51.983121,2025-06-20 21:16:52.197572,0 days 00:00:00.214451,0.4,7,432,0.025,4m,1.5,0.8,2.0,808,COMPLETE
17,17,-3.2824864302928534,2025-06-20 21:16:52.215075,2025-06-20 21:16:52.442504,0 days 00:00:00.227429,0.35000000000000003,4,680,0.05,7m,0.9,1.1,1.4000000000000001,192,COMPLETE
18,18,0.18161480451834322,2025-06-20 21:16:52.465195,2025-06-20 21:16:52.697531,0 days 00:00:00.232336,0.05,10,288,0.05,2m,0.7,0.7,1.2000000000000002,624,COMPLETE
19,19,-0.38471427777060085,2025-06-20 21:16:52.712599,2025-06-20 21:16:52.931145,0 days 00:00:00.218546,0.45,6,632,0.025,10m,1.0,0.5,1.7000000000000002,424,COMPLETE
20,20,0.0878047305792571,2025-06-20 21:16:52.958606,2025-06-20 21:16:53.159025,0 days 00:00:00.200419,0.25,3,840,0.025,6m,0.8,0.9,1.9000000000000001,856,COMPLETE
21,21,-0.17248872916472885,2025-06-20 21:16:53.174420,2025-06-20 21:16:53.395747,0 days 00:00:00.221327,0.3,1,40,0.05,10m,1.0,0.9,1.9000000000000001,592,COMPLETE
22,22,-0.2339757292629006,2025-06-20 21:16:53.417873,2025-06-20 21:16:53.635007,0 days 00:00:00.217134,0.35000000000000003,3,144,0.05,10m,1.1,0.8,1.9000000000000001,440,COMPLETE
23,23,-1.514010856405716,2025-06-20 21:16:53.658806,2025-06-20 21:16:53.875917,0 days 00:00:00.217111,0.3,2,144,0.05,5m,0.9,1.1,1.8000000000000003,208,COMPLETE
24,24,-0.13666980458804573,2025-06-20 21:16:53.896516,2025-06-20 21:16:54.144747,0 days 00:00:00.248231,0.2,3,208,0.05,9m,1.1,0.7,1.7000000000000002,768,COMPLETE
25,25,-14.738034054302718,2025-06-20 21:16:54.162155,2025-06-20 21:16:54.410029,0 days 00:00:00.247874,0.45,1,408,0.05,1m,0.7,1.0,2.0,672,COMPLETE
26,26,0.12132044483990304,2025-06-20 21:16:54.428234,2025-06-20 21:16:54.660990,0 days 00:00:00.232756,0.35000000000000003,5,104,0.05,8m,0.9,1.2000000000000002,1.4000000000000001,936,COMPLETE
27,27,-3.1199930211680664,2025-06-20 21:16:54.679523,2025-06-20 21:16:54.908982,0 days 00:00:00.229459,0.25,4,1016,0.05,10m,0.5,0.9,1.9000000000000001,416,COMPLETE
28,28,-1.149364433935462,2025-06-20 21:16:54.925995,2025-06-20 21:16:55.141096,0 days 00:00:00.215101,0.4,2,80,0.025,3m,1.0,0.6,1.8000000000000003,552,COMPLETE
