,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
43,43,-0.11504501370909462,2025-06-20 21:05:36.307103,2025-06-20 21:05:36.545614,0 days 00:00:00.238511,0.4,2,64,0.05,9m,0.8,1.0,1.7000000000000002,552,COMPLETE
44,44,0.3670585642405309,2025-06-20 21:05:36.564701,2025-06-20 21:05:36.818134,0 days 00:00:00.253433,0.35000000000000003,1,152,0.05,10m,1.0,1.5,1.1,344,COMPLETE
45,45,-23.64918202263915,2025-06-20 21:05:36.830442,2025-06-20 21:05:37.072979,0 days 00:00:00.242537,0.35000000000000003,3,200,0.05,1m,1.1,1.5,1.1,240,COMPLETE
46,46,0.15267511399500064,2025-06-20 21:05:37.092394,2025-06-20 21:05:37.319374,0 days 00:00:00.226980,0.4,2,72,0.05,10m,1.0,1.5,1.1,360,COMPLETE
47,47,-1.0403658750691747,2025-06-20 21:05:37.341650,2025-06-20 21:05:37.559074,0 days 00:00:00.217424,0.45,6,240,0.05,7m,0.7,1.4,1.2000000000000002,472,COMPLETE
48,48,-0.04088463535167418,2025-06-20 21:05:37.580713,2025-06-20 21:05:37.820662,0 days 00:00:00.239949,0.35000000000000003,1,144,0.05,6m,1.2000000000000002,1.1,1.2000000000000002,240,COMPLETE
49,49,-2.726440830642227,2025-06-20 21:05:37.839593,2025-06-20 21:05:38.063985,0 days 00:00:00.224392,0.45,5,320,0.05,10m,1.0,1.2000000000000002,1.4000000000000001,112,COMPLETE
50,50,-0.8002255635861827,2025-06-20 21:05:38.081567,2025-06-20 21:05:38.323239,0 days 00:00:00.241672,0.4,3,576,0.05,3m,1.1,1.5,1.9000000000000001,424,COMPLETE
51,51,0.45931121933909225,2025-06-20 21:05:38.335127,2025-06-20 21:05:38.575262,0 days 00:00:00.240135,0.35000000000000003,1,112,0.05,10m,0.9,1.4,1.8000000000000003,656,COMPLETE
52,52,0.42661195659408696,2025-06-20 21:05:38.592424,2025-06-20 21:05:38.834796,0 days 00:00:00.242372,0.35000000000000003,2,104,0.05,10m,0.9,1.4,1.8000000000000003,688,COMPLETE
53,53,0.3443501538817054,2025-06-20 21:05:38.851378,2025-06-20 21:05:39.076276,0 days 00:00:00.224898,0.35000000000000003,1,96,0.05,10m,0.8,1.4,1.8000000000000003,688,COMPLETE
54,54,-0.5164557157580882,2025-06-20 21:05:39.086649,2025-06-20 21:05:39.320623,0 days 00:00:00.233974,0.35000000000000003,1,40,0.05,10m,0.9,1.4,1.9000000000000001,840,COMPLETE
55,55,-1.5135398332486543,2025-06-20 21:05:39.341726,2025-06-20 21:05:39.567450,0 days 00:00:00.225724,0.3,2,184,0.05,2m,0.9,1.5,1.8000000000000003,672,COMPLETE
56,56,-0.28007003299068595,2025-06-20 21:05:39.583302,2025-06-20 21:05:39.820908,0 days 00:00:00.237606,0.35000000000000003,1,232,0.05,8m,0.8,1.3,1.9000000000000001,784,COMPLETE
57,57,0.3675079037685739,2025-06-20 21:05:39.827509,2025-06-20 21:05:40.066320,0 days 00:00:00.238811,0.4,3,56,0.05,10m,1.0,1.4,2.0,888,COMPLETE
58,58,-0.6592225682116027,2025-06-20 21:05:40.068934,2025-06-20 21:05:40.302189,0 days 00:00:00.233255,0.4,3,16,0.05,10m,0.9,1.4,2.0,928,COMPLETE
59,59,-0.6574021434620394,2025-06-20 21:05:40.321522,2025-06-20 21:05:40.542812,0 days 00:00:00.221290,0.4,2,48,0.05,4m,0.7,1.3,2.0,912,COMPLETE
60,60,-0.18182730643169057,2025-06-20 21:05:40.571347,2025-06-20 21:05:40.807413,0 days 00:00:00.236066,0.4,3,96,0.05,7m,1.0,1.5,1.3,872,COMPLETE
61,61,0.39767633495344223,2025-06-20 21:05:40.823091,2025-06-20 21:05:41.049846,0 days 00:00:00.226755,0.35000000000000003,2,120,0.05,10m,1.0,1.4,1.9000000000000001,600,COMPLETE
62,62,0.28721712538373,2025-06-20 21:05:41.066157,2025-06-20 21:05:41.288566,0 days 00:00:00.222409,0.35000000000000003,1,152,0.05,10m,1.1,1.4,1.9000000000000001,600,COMPLETE
63,63,0.43486966923892817,2025-06-20 21:05:41.307788,2025-06-20 21:05:41.543754,0 days 00:00:00.235966,0.35000000000000003,2,112,0.05,10m,1.0,1.3,2.0,488,COMPLETE
64,64,-3.3579435748285444,2025-06-20 21:05:41.566692,2025-06-20 21:05:41.804852,0 days 00:00:00.238160,0.3,2,936,0.05,10m,0.9,1.3,2.0,488,COMPLETE
65,65,0.062130545325280964,2025-06-20 21:05:41.829047,2025-06-20 21:05:42.071778,0 days 00:00:00.242731,0.4,3,112,0.05,6m,0.8,1.3,2.0,552,COMPLETE
66,66,0.39465786197036984,2025-06-20 21:05:42.087586,2025-06-20 21:05:42.324277,0 days 00:00:00.236691,0.35000000000000003,4,56,0.05,10m,1.0,1.4,1.9000000000000001,648,COMPLETE
67,67,-5.575877794057997,2025-06-20 21:05:42.328805,2025-06-20 21:05:42.581765,0 days 00:00:00.252960,0.3,4,120,0.05,1m,0.9,1.3,1.9000000000000001,704,COMPLETE
68,68,-0.1447377277495586,2025-06-20 21:05:42.597766,2025-06-20 21:05:42.825279,0 days 00:00:00.227513,0.35000000000000003,4,200,0.05,9m,0.8,1.4,1.8000000000000003,648,COMPLETE
69,69,-0.22485755779872862,2025-06-20 21:05:42.837637,2025-06-20 21:05:43.067268,0 days 00:00:00.229631,0.25,5,72,0.025,3m,1.1,1.3,1.9000000000000001,600,COMPLETE
70,70,-0.4277305761724019,2025-06-20 21:05:43.082879,2025-06-20 21:05:43.326207,0 days 00:00:00.243328,0.35000000000000003,3,256,0.05,10m,0.8,1.4,1.8000000000000003,640,COMPLETE
71,71,0.40511441074762894,2025-06-20 21:05:43.343108,2025-06-20 21:05:43.561652,0 days 00:00:00.218544,0.4,2,56,0.05,10m,1.0,1.4,2.0,520,COMPLETE
72,72,0.4155374581974505,2025-06-20 21:05:43.583046,2025-06-20 21:05:43.802231,0 days 00:00:00.219185,0.35000000000000003,2,112,0.05,10m,1.0,1.4,2.0,520,COMPLETE
73,73,0.4113694064279535,2025-06-20 21:05:43.819236,2025-06-20 21:05:44.026158,0 days 00:00:00.206922,0.35000000000000003,2,104,0.05,10m,1.0,1.4,2.0,584,COMPLETE
74,74,-0.1763439435379191,2025-06-20 21:05:44.043070,2025-06-20 21:05:44.259950,0 days 00:00:00.216880,0.3,2,16,0.05,10m,1.0,1.4,2.0,560,COMPLETE
75,75,0.11108837482429904,2025-06-20 21:05:44.286410,2025-06-20 21:05:44.502824,0 days 00:00:00.216414,0.35000000000000003,2,48,0.05,10m,1.1,1.5,2.0,608,COMPLETE
76,76,0.37138470337524915,2025-06-20 21:05:44.521031,2025-06-20 21:05:44.739457,0 days 00:00:00.218426,0.35000000000000003,2,96,0.05,10m,1.0,1.4,2.0,704,COMPLETE
77,77,0.37412261904142513,2025-06-20 21:05:44.756059,2025-06-20 21:05:44.974838,0 days 00:00:00.218779,0.3,1,176,0.05,10m,1.0,1.5,2.0,576,COMPLETE
78,78,0.43608487076861485,2025-06-20 21:05:44.992065,2025-06-20 21:05:45.219365,0 days 00:00:00.227300,0.3,8,120,0.05,10m,0.9,1.4,1.9000000000000001,664,COMPLETE
79,79,0.30858219748142407,2025-06-20 21:05:45.238788,2025-06-20 21:05:45.461392,0 days 00:00:00.222604,0.3,8,128,0.05,10m,0.9,1.5,2.0,760,COMPLETE
80,80,0.030978722170738056,2025-06-20 21:05:45.480407,2025-06-20 21:05:45.716422,0 days 00:00:00.236015,0.25,8,216,0.05,8m,0.9,1.4,1.9000000000000001,520,COMPLETE
81,81,0.13884397299045195,2025-06-20 21:05:45.735899,2025-06-20 21:05:45.984475,0 days 00:00:00.248576,0.35000000000000003,7,80,0.05,10m,1.0,1.4,2.0,624,COMPLETE
82,82,-0.3027536087923543,2025-06-20 21:05:46.002648,2025-06-20 21:05:46.263748,0 days 00:00:00.261100,0.35000000000000003,9,40,0.05,10m,1.0,1.4,1.9000000000000001,648,COMPLETE
83,83,0.4772762060091779,2025-06-20 21:05:46.281992,2025-06-20 21:05:46.524840,0 days 00:00:00.242848,0.3,10,104,0.05,10m,1.2000000000000002,1.5,2.0,736,COMPLETE
84,84,0.42526618897357527,2025-06-20 21:05:46.543097,2025-06-20 21:05:46.778117,0 days 00:00:00.235020,0.3,10,160,0.05,10m,1.4,1.5,2.0,744,COMPLETE
85,85,0.3893577096287365,2025-06-20 21:05:46.795610,2025-06-20 21:05:47.022728,0 days 00:00:00.227118,0.25,10,152,0.05,10m,1.4,1.5,2.0,824,COMPLETE
86,86,-0.7066730433820805,2025-06-20 21:05:47.040982,2025-06-20 21:05:47.277050,0 days 00:00:00.236068,0.3,10,168,0.05,2m,1.4,1.5,2.0,792,COMPLETE
87,87,0.0162355992403829,2025-06-20 21:05:47.296021,2025-06-20 21:05:47.544998,0 days 00:00:00.248977,0.3,9,96,0.05,10m,1.5,1.5,2.0,736,COMPLETE
88,88,-0.05674385812999758,2025-06-20 21:05:47.563208,2025-06-20 21:05:47.799997,0 days 00:00:00.236789,0.25,9,744,0.05,4m,1.3,1.5,2.0,712,COMPLETE
89,89,0.21443141696425194,2025-06-20 21:05:47.820569,2025-06-20 21:05:48.049028,0 days 00:00:00.228459,0.3,10,72,0.05,10m,1.2000000000000002,1.5,2.0,760,COMPLETE
90,90,-0.13943330896794176,2025-06-20 21:05:48.066285,2025-06-20 21:05:48.294224,0 days 00:00:00.227939,0.3,7,504,0.05,7m,1.2000000000000002,1.3,2.0,664,COMPLETE
91,91,-0.07262988670140538,2025-06-20 21:05:48.311180,2025-06-20 21:05:48.540841,0 days 00:00:00.229661,0.35000000000000003,10,128,0.05,10m,1.3,1.4,1.9000000000000001,544,COMPLETE
92,92,0.4618878427635898,2025-06-20 21:05:48.562628,2025-06-20 21:05:48.790866,0 days 00:00:00.228238,0.35000000000000003,8,112,0.05,10m,1.1,1.4,1.9000000000000001,504,COMPLETE
93,93,0.20637571361548077,2025-06-20 21:05:48.807516,2025-06-20 21:05:49.032665,0 days 00:00:00.225149,0.3,8,192,0.05,10m,1.1,1.5,1.8000000000000003,496,COMPLETE
94,94,0.29035281475799346,2025-06-20 21:05:49.044806,2025-06-20 21:05:49.263351,0 days 00:00:00.218545,0.35000000000000003,9,152,0.05,10m,1.1,1.4,2.0,688,COMPLETE
95,95,-0.5019900516518639,2025-06-20 21:05:49.282946,2025-06-20 21:05:49.519796,0 days 00:00:00.236850,0.3,10,96,0.05,9m,0.9,1.4,1.9000000000000001,576,COMPLETE
96,96,0.16149351598054423,2025-06-20 21:05:49.538057,2025-06-20 21:05:49.756452,0 days 00:00:00.218395,0.35000000000000003,7,104,0.05,10m,1.2000000000000002,1.3,2.0,480,COMPLETE
97,97,-4.253211794334942,2025-06-20 21:05:49.773425,2025-06-20 21:05:50.004137,0 days 00:00:00.230712,0.25,6,384,0.05,1m,0.9,1.5,1.9000000000000001,448,COMPLETE
98,98,0.15183764508771422,2025-06-20 21:05:50.020697,2025-06-20 21:05:50.234754,0 days 00:00:00.214057,0.4,9,40,0.05,6m,1.1,1.4,2.0,536,COMPLETE
99,99,-0.03470798051275227,2025-06-20 21:05:50.263708,2025-06-20 21:05:50.483837,0 days 00:00:00.220129,0.3,10,240,0.025,10m,1.4,1.3,1.8000000000000003,512,COMPLETE
100,100,-0.6408450529478333,2025-06-20 21:05:50.505925,2025-06-20 21:05:50.732845,0 days 00:00:00.226920,0.35000000000000003,8,72,0.05,3m,1.0,1.4,2.0,760,COMPLETE
101,101,0.385615541658804,2025-06-20 21:05:50.744960,2025-06-20 21:05:50.977036,0 days 00:00:00.232076,0.35000000000000003,2,120,0.05,10m,1.0,1.4,1.9000000000000001,624,COMPLETE
102,102,0.29558177724248713,2025-06-20 21:05:50.993956,2025-06-20 21:05:51.219774,0 days 00:00:00.225818,0.1,6,136,0.05,10m,0.9,1.4,1.9000000000000001,576,COMPLETE
103,103,0.4108599910399928,2025-06-20 21:05:51.235590,2025-06-20 21:05:51.454578,0 days 00:00:00.218988,0.35000000000000003,2,168,0.05,10m,1.1,1.5,1.9000000000000001,616,COMPLETE
104,104,0.28065067549965544,2025-06-20 21:05:51.470966,2025-06-20 21:05:51.674024,0 days 00:00:00.203058,0.4,1,160,0.05,10m,1.1,1.5,2.0,664,COMPLETE
105,105,0.14597103174428042,2025-06-20 21:05:51.703720,2025-06-20 21:05:51.922753,0 days 00:00:00.219033,0.35000000000000003,2,184,0.05,10m,1.5,1.5,1.8000000000000003,744,COMPLETE
106,106,-0.08946675812740099,2025-06-20 21:05:51.939236,2025-06-20 21:05:52.154046,0 days 00:00:00.214810,0.35000000000000003,1,32,0.05,10m,1.1,1.5,1.9000000000000001,704,COMPLETE
107,107,-0.0030947047741920553,2025-06-20 21:05:52.159802,2025-06-20 21:05:52.385475,0 days 00:00:00.225673,0.3,2,216,0.05,10m,1.2000000000000002,1.5,1.9000000000000001,792,COMPLETE
108,108,-0.08685891412429501,2025-06-20 21:05:52.404475,2025-06-20 21:05:52.621282,0 days 00:00:00.216807,0.4,2,64,0.05,8m,0.9,1.3,2.0,720,COMPLETE
109,109,0.2992781155689231,2025-06-20 21:05:52.642724,2025-06-20 21:05:52.858039,0 days 00:00:00.215315,0.35000000000000003,1,136,0.05,10m,1.2000000000000002,1.5,1.8000000000000003,688,COMPLETE
110,110,-0.4507916092088591,2025-06-20 21:05:52.875202,2025-06-20 21:05:53.097187,0 days 00:00:00.221985,0.35000000000000003,2,88,0.05,2m,1.1,1.4,1.6,616,COMPLETE
111,111,0.41912622255928544,2025-06-20 21:05:53.100915,2025-06-20 21:05:53.313479,0 days 00:00:00.212564,0.3,2,112,0.05,10m,1.0,1.4,1.9000000000000001,592,COMPLETE
112,112,0.41912622255928544,2025-06-20 21:05:53.343375,2025-06-20 21:05:53.562426,0 days 00:00:00.219051,0.3,2,112,0.05,10m,1.0,1.4,1.9000000000000001,584,COMPLETE
113,113,0.41137096429012737,2025-06-20 21:05:53.581247,2025-06-20 21:05:53.803666,0 days 00:00:00.222419,0.3,2,104,0.05,10m,1.0,1.4,1.9000000000000001,584,COMPLETE
114,114,0.40821992044026584,2025-06-20 21:05:53.819919,2025-06-20 21:05:54.042108,0 days 00:00:00.222189,0.3,1,112,0.05,10m,1.0,1.4,1.9000000000000001,560,COMPLETE
115,115,0.41912622255928544,2025-06-20 21:05:54.060332,2025-06-20 21:05:54.282389,0 days 00:00:00.222057,0.3,9,112,0.05,10m,1.0,1.3,1.8000000000000003,592,COMPLETE
116,116,0.33023066100991594,2025-06-20 21:05:54.299558,2025-06-20 21:05:54.521439,0 days 00:00:00.221881,0.3,8,136,0.05,10m,0.9,1.3,1.8000000000000003,672,COMPLETE
117,117,-1.3493818642084856,2025-06-20 21:05:54.540117,2025-06-20 21:05:54.740421,0 days 00:00:00.200304,0.25,9,80,0.05,4m,1.0,1.3,1.7000000000000002,464,COMPLETE
118,118,0.4433705203876916,2025-06-20 21:05:54.766449,2025-06-20 21:05:54.993624,0 days 00:00:00.227175,0.3,9,200,0.05,5m,1.0,1.2000000000000002,1.8000000000000003,640,COMPLETE
119,119,-0.7667091913624702,2025-06-20 21:05:55.010791,2025-06-20 21:05:55.232383,0 days 00:00:00.221592,0.25,9,624,0.05,5m,0.9,1.2000000000000002,1.8000000000000003,640,COMPLETE
120,120,-1.3450696268094506,2025-06-20 21:05:55.247613,2025-06-20 21:05:55.470343,0 days 00:00:00.222730,0.3,10,192,0.05,5m,0.5,1.2000000000000002,1.7000000000000002,496,COMPLETE
121,121,0.06952463513914607,2025-06-20 21:05:55.490182,2025-06-20 21:05:55.699816,0 days 00:00:00.209634,0.3,10,152,0.05,5m,1.0,1.1,1.8000000000000003,584,COMPLETE
122,122,0.4401224243748379,2025-06-20 21:05:55.721481,2025-06-20 21:05:55.942838,0 days 00:00:00.221357,0.3,9,112,0.05,10m,1.0,1.3,1.7000000000000002,536,COMPLETE
123,123,0.27302031507672514,2025-06-20 21:05:55.960314,2025-06-20 21:05:56.179117,0 days 00:00:00.218803,0.3,9,128,0.05,5m,1.0,1.3,1.8000000000000003,544,COMPLETE
124,124,0.08056100659874642,2025-06-20 21:05:56.194050,2025-06-20 21:05:56.416528,0 days 00:00:00.222478,0.3,8,80,0.05,7m,0.9,1.3,1.7000000000000002,680,COMPLETE
125,125,0.4471961028661554,2025-06-20 21:05:56.432532,2025-06-20 21:05:56.657615,0 days 00:00:00.225083,0.25,9,168,0.05,10m,1.0,1.3,1.8000000000000003,440,COMPLETE
126,126,0.1369507426963774,2025-06-20 21:05:56.676210,2025-06-20 21:05:56.895370,0 days 00:00:00.219160,0.2,9,224,0.05,10m,1.0,1.2000000000000002,1.8000000000000003,424,COMPLETE
127,127,0.07851941522413271,2025-06-20 21:05:56.912486,2025-06-20 21:05:57.144979,0 days 00:00:00.232493,0.25,9,168,0.05,6m,1.0,1.3,1.7000000000000002,384,COMPLETE
128,128,-8.596544002228088,2025-06-20 21:05:57.163229,2025-06-20 21:05:57.390150,0 days 00:00:00.226921,0.25,9,184,0.05,1m,0.9,1.2000000000000002,1.8000000000000003,448,COMPLETE
129,129,-0.12048689126501205,2025-06-20 21:05:57.409047,2025-06-20 21:05:57.641233,0 days 00:00:00.232186,0.25,10,312,0.05,9m,1.4,1.3,1.7000000000000002,640,COMPLETE
130,130,0.0330474410642216,2025-06-20 21:05:57.658367,2025-06-20 21:05:57.879782,0 days 00:00:00.221415,0.2,8,264,0.05,10m,0.9,1.3,1.8000000000000003,728,COMPLETE
131,131,0.4274226647294738,2025-06-20 21:05:57.906079,2025-06-20 21:05:58.134799,0 days 00:00:00.228720,0.3,9,112,0.05,10m,1.0,1.0,1.8000000000000003,512,COMPLETE
132,132,0.2872266883075104,2025-06-20 21:05:58.154998,2025-06-20 21:05:58.381476,0 days 00:00:00.226478,0.3,9,144,0.05,10m,1.0,1.0,1.8000000000000003,480,COMPLETE
133,133,0.28469795100115164,2025-06-20 21:05:58.399783,2025-06-20 21:05:58.632687,0 days 00:00:00.232904,0.3,10,120,0.05,10m,1.3,1.0,1.8000000000000003,600,COMPLETE
134,134,0.3909679290324284,2025-06-20 21:05:58.644805,2025-06-20 21:05:58.881966,0 days 00:00:00.237161,0.3,9,64,0.05,10m,1.0,0.9,1.8000000000000003,560,COMPLETE
135,135,0.21527899384982924,2025-06-20 21:05:58.899855,2025-06-20 21:05:59.124477,0 days 00:00:00.224622,0.3,9,200,0.05,10m,1.1,1.3,1.8000000000000003,504,COMPLETE
136,136,-1.210005456205515,2025-06-20 21:05:59.142229,2025-06-20 21:05:59.367933,0 days 00:00:00.225704,0.3,10,104,0.05,3m,1.0,1.1,1.6,528,COMPLETE
