,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.07692794472969339,2025-06-20 21:09:11.295500,2025-06-20 21:09:11.509739,0 days 00:00:00.214239,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-0.19813338958748947,2025-06-20 21:09:11.513739,2025-06-20 21:09:11.726281,0 days 00:00:00.212542,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,0.4842253171958638,2025-06-20 21:09:11.743457,2025-06-20 21:09:11.947293,0 days 00:00:00.203836,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-7.396739818108201,2025-06-20 21:09:11.963152,2025-06-20 21:09:12.154347,0 days 00:00:00.191195,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.43473971885123563,2025-06-20 21:09:12.181720,2025-06-20 21:09:12.381397,0 days 00:00:00.199677,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-4.0975896606757205,2025-06-20 21:09:12.405465,2025-06-20 21:09:12.593836,0 days 00:00:00.188371,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-0.9929358749449155,2025-06-20 21:09:12.622033,2025-06-20 21:09:12.823787,0 days 00:00:00.201754,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.025767098946984562,2025-06-20 21:09:12.843466,2025-06-20 21:09:13.025364,0 days 00:00:00.181898,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-65.06346987005256,2025-06-20 21:09:13.056047,2025-06-20 21:09:13.264608,0 days 00:00:00.208561,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.43304722499736753,2025-06-20 21:09:13.268608,2025-06-20 21:09:13.484198,0 days 00:00:00.215590,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,-1.0784417641548585,2025-06-20 21:09:13.501153,2025-06-20 21:09:13.711839,0 days 00:00:00.210686,0.35000000000000003,1,24,0.05,10m,0.9,0.5,1.8000000000000003,304,COMPLETE
11,11,-0.13014055289280477,2025-06-20 21:09:13.732058,2025-06-20 21:09:13.946762,0 days 00:00:00.214704,0.35000000000000003,9,632,0.025,4m,1.5,1.2000000000000002,1.4000000000000001,792,COMPLETE
12,12,0.25524821512996276,2025-06-20 21:09:13.948269,2025-06-20 21:09:14.164688,0 days 00:00:00.216419,0.35000000000000003,7,264,0.025,4m,1.1,1.0,1.3,696,COMPLETE
13,13,-0.07382011403560064,2025-06-20 21:09:14.180526,2025-06-20 21:09:14.413000,0 days 00:00:00.232474,0.25,7,216,0.025,10m,1.1,1.0,1.5,664,COMPLETE
14,14,0.366745829707002,2025-06-20 21:09:14.429407,2025-06-20 21:09:14.636395,0 days 00:00:00.206988,0.5,7,184,0.025,6m,1.0,0.6,1.7000000000000002,328,COMPLETE
15,15,-3.666643470036103,2025-06-20 21:09:14.663304,2025-06-20 21:09:14.877683,0 days 00:00:00.214379,0.5,4,128,0.05,6m,0.5,0.6,1.8000000000000003,304,COMPLETE
16,16,-0.9373842919364122,2025-06-20 21:09:14.897165,2025-06-20 21:09:15.111323,0 days 00:00:00.214158,0.5,6,376,0.05,6m,0.9,0.5,1.7000000000000002,336,COMPLETE
17,17,-2.0311685884008015,2025-06-20 21:09:15.136469,2025-06-20 21:09:15.353182,0 days 00:00:00.216713,0.4,10,144,0.025,10m,0.9,0.8,2.0,192,COMPLETE
18,18,-1.545559080260782,2025-06-20 21:09:15.370135,2025-06-20 21:09:15.580181,0 days 00:00:00.210046,0.05,6,368,0.05,6m,0.7,0.6,1.7000000000000002,408,COMPLETE
19,19,-0.6024059230880419,2025-06-20 21:09:15.606417,2025-06-20 21:09:15.812976,0 days 00:00:00.206559,0.45,1,120,0.025,8m,1.0,0.7,1.9000000000000001,184,COMPLETE
20,20,-7.171879687985837,2025-06-20 21:09:15.838115,2025-06-20 21:09:16.080071,0 days 00:00:00.241956,0.25,8,24,0.025,1m,1.1,0.7,1.7000000000000002,592,COMPLETE
