,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.3201558663475725,2025-06-20 21:07:20.335396,2025-06-20 21:07:20.557908,0 days 00:00:00.222512,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-0.1028477283056888,2025-06-20 21:07:20.563868,2025-06-20 21:07:20.758279,0 days 00:00:00.194411,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-0.15597455062068094,2025-06-20 21:07:20.784631,2025-06-20 21:07:20.985537,0 days 00:00:00.200906,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-0.06574817097752841,2025-06-20 21:07:21.001566,2025-06-20 21:07:21.196737,0 days 00:00:00.195171,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.5483139669462448,2025-06-20 21:07:21.216848,2025-06-20 21:07:21.403530,0 days 00:00:00.186682,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-4.050642014285932,2025-06-20 21:07:21.432317,2025-06-20 21:07:21.644708,0 days 00:00:00.212391,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-1.0351662436489024,2025-06-20 21:07:21.666306,2025-06-20 21:07:21.844130,0 days 00:00:00.177824,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.4785564081725657,2025-06-20 21:07:21.875611,2025-06-20 21:07:22.075798,0 days 00:00:00.200187,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-70.1808226464542,2025-06-20 21:07:22.096480,2025-06-20 21:07:22.288358,0 days 00:00:00.191878,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.046918000879352224,2025-06-20 21:07:22.321334,2025-06-20 21:07:22.532195,0 days 00:00:00.210861,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,-0.43720401864916886,2025-06-20 21:07:22.558196,2025-06-20 21:07:22.780197,0 days 00:00:00.222001,0.05,1,392,0.05,7m,1.5,0.5,1.6,280,COMPLETE
11,11,-0.25996746373153484,2025-06-20 21:07:22.798411,2025-06-20 21:07:23.015137,0 days 00:00:00.216726,0.2,7,632,0.05,2m,1.5,1.5,1.6,272,COMPLETE
12,12,-0.9592429887929446,2025-06-20 21:07:23.034658,2025-06-20 21:07:23.255281,0 days 00:00:00.220623,0.05,7,664,0.05,7m,1.2000000000000002,1.3,1.5,256,COMPLETE
13,13,-0.06058076840873932,2025-06-20 21:07:23.275187,2025-06-20 21:07:23.475121,0 days 00:00:00.199934,0.2,7,432,0.05,2m,1.4,0.6,1.7000000000000002,760,COMPLETE
14,14,-0.037291583281004084,2025-06-20 21:07:23.502038,2025-06-20 21:07:23.709668,0 days 00:00:00.207630,0.15000000000000002,10,376,0.05,6m,1.4,0.5,1.7000000000000002,736,COMPLETE
15,15,-0.9318581918664688,2025-06-20 21:07:23.727532,2025-06-20 21:07:23.944171,0 days 00:00:00.216639,0.1,10,224,0.05,6m,0.9,1.3,1.4000000000000001,800,COMPLETE
16,16,-0.1976763827636903,2025-06-20 21:07:23.961208,2025-06-20 21:07:24.174183,0 days 00:00:00.212975,0.1,4,240,0.05,6m,1.4,0.5,1.8000000000000003,664,COMPLETE
17,17,0.015335624116730956,2025-06-20 21:07:24.197190,2025-06-20 21:07:24.407550,0 days 00:00:00.210360,0.15000000000000002,10,464,0.025,7m,1.1,1.4,1.7000000000000002,440,COMPLETE
18,18,-0.9356482139927575,2025-06-20 21:07:24.431899,2025-06-20 21:07:24.644523,0 days 00:00:00.212624,0.25,10,320,0.025,6m,1.1,1.0,1.8000000000000003,376,COMPLETE
19,19,-0.19265497777169696,2025-06-20 21:07:24.650435,2025-06-20 21:07:24.899932,0 days 00:00:00.249497,0.35000000000000003,9,696,0.025,10m,0.9,0.7,1.7000000000000002,656,COMPLETE
20,20,-4.24886981207736,2025-06-20 21:07:24.921928,2025-06-20 21:07:25.148279,0 days 00:00:00.226351,0.15000000000000002,8,168,0.025,1m,1.1,1.2000000000000002,2.0,832,COMPLETE
21,21,-0.0369809527136043,2025-06-20 21:07:25.172794,2025-06-20 21:07:25.406435,0 days 00:00:00.233641,0.15000000000000002,10,464,0.025,7m,1.4,1.4,1.5,384,COMPLETE
22,22,-4.975679853440378,2025-06-20 21:07:25.423917,2025-06-20 21:07:25.648508,0 days 00:00:00.224591,0.15000000000000002,10,472,0.025,7m,0.5,1.4,1.5,376,COMPLETE
23,23,-0.3808688930502454,2025-06-20 21:07:25.666360,2025-06-20 21:07:25.864862,0 days 00:00:00.198502,0.25,8,360,0.025,7m,1.3,1.4,1.4000000000000001,384,COMPLETE
24,24,-0.33996063243903174,2025-06-20 21:07:25.889206,2025-06-20 21:07:26.117840,0 days 00:00:00.228634,0.15000000000000002,10,576,0.025,9m,1.5,1.3,1.7000000000000002,160,COMPLETE
