,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.23579429923461687,2025-06-20 21:16:11.490246,2025-06-20 21:16:11.692387,0 days 00:00:00.202141,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-1.505750687602313,2025-06-20 21:16:11.710200,2025-06-20 21:16:11.905989,0 days 00:00:00.195789,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-0.33133219227667243,2025-06-20 21:16:11.927360,2025-06-20 21:16:12.151901,0 days 00:00:00.224541,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-8.948133455632068,2025-06-20 21:16:12.168617,2025-06-20 21:16:12.375043,0 days 00:00:00.206426,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.5592335411165039,2025-06-20 21:16:12.391702,2025-06-20 21:16:12.603778,0 days 00:00:00.212076,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-7.184307953046921,2025-06-20 21:16:12.626112,2025-06-20 21:16:12.840289,0 days 00:00:00.214177,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-0.8747536569500235,2025-06-20 21:16:12.858409,2025-06-20 21:16:13.064805,0 days 00:00:00.206396,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.3825091961305024,2025-06-20 21:16:13.084722,2025-06-20 21:16:13.277855,0 days 00:00:00.193133,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-64.45216148062147,2025-06-20 21:16:13.301740,2025-06-20 21:16:13.512107,0 days 00:00:00.210367,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-100.0,2025-06-20 21:16:13.529608,2025-06-20 21:16:13.720542,0 days 00:00:00.190934,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,-0.09105943937623316,2025-06-20 21:16:13.737330,2025-06-20 21:16:13.963407,0 days 00:00:00.226077,0.05,4,288,0.05,5m,1.5,0.5,1.1,272,COMPLETE
11,11,-0.3520305841267231,2025-06-20 21:16:13.982267,2025-06-20 21:16:14.215501,0 days 00:00:00.233234,0.05,4,264,0.05,5m,1.5,0.5,1.1,296,COMPLETE
12,12,-0.13469145050510392,2025-06-20 21:16:14.234667,2025-06-20 21:16:14.453219,0 days 00:00:00.218552,0.15000000000000002,7,336,0.05,5m,1.5,0.5,1.3,288,COMPLETE
13,13,-0.7475817118959389,2025-06-20 21:16:14.470294,2025-06-20 21:16:14.670582,0 days 00:00:00.200288,0.05,7,376,0.05,5m,1.5,0.5,1.3,256,COMPLETE
14,14,-0.05603025732186477,2025-06-20 21:16:14.705180,2025-06-20 21:16:14.917964,0 days 00:00:00.212784,0.2,7,184,0.05,6m,1.5,0.6,1.4000000000000001,264,COMPLETE
15,15,-0.8103752460702184,2025-06-20 21:16:14.936708,2025-06-20 21:16:15.154313,0 days 00:00:00.217605,0.2,6,136,0.05,6m,1.1,0.7,1.5,168,COMPLETE
16,16,-1.4607143196220704,2025-06-20 21:16:15.175213,2025-06-20 21:16:15.397467,0 days 00:00:00.222254,0.35000000000000003,10,168,0.05,6m,0.9,0.6,1.5,384,COMPLETE
17,17,-100.0,2025-06-20 21:16:15.413591,2025-06-20 21:16:15.627170,0 days 00:00:00.213579,0.25,8,448,0.025,6m,1.3,0.6,1.4000000000000001,720,COMPLETE
18,18,-10.919643381250562,2025-06-20 21:16:15.646621,2025-06-20 21:16:15.900630,0 days 00:00:00.254009,0.1,4,680,0.05,7m,0.5,0.7,1.2000000000000002,184,COMPLETE
19,19,-0.2588528923314043,2025-06-20 21:16:15.915439,2025-06-20 21:16:16.134514,0 days 00:00:00.219075,0.05,1,32,0.05,10m,1.4,0.6,1.7000000000000002,384,COMPLETE
20,20,-9.917990184413165,2025-06-20 21:16:16.150379,2025-06-20 21:16:16.392313,0 days 00:00:00.241934,0.5,6,200,0.025,1m,1.4,1.3,1.4000000000000001,152,COMPLETE
21,21,-0.34071269518076425,2025-06-20 21:16:16.422652,2025-06-20 21:16:16.658258,0 days 00:00:00.235606,0.15000000000000002,7,328,0.05,5m,1.5,0.5,1.2000000000000002,344,COMPLETE
22,22,-0.2541434413843667,2025-06-20 21:16:16.677562,2025-06-20 21:16:16.925503,0 days 00:00:00.247941,0.15000000000000002,8,408,0.05,5m,1.5,0.5,1.2000000000000002,240,COMPLETE
23,23,-0.32113126860714947,2025-06-20 21:16:16.944932,2025-06-20 21:16:17.181686,0 days 00:00:00.236754,0.25,6,288,0.05,2m,1.4,0.6,1.3,432,COMPLETE
24,24,-2.443511077415511,2025-06-20 21:16:17.197372,2025-06-20 21:16:17.428617,0 days 00:00:00.231245,0.1,8,640,0.05,9m,1.2000000000000002,0.8,1.4000000000000001,112,COMPLETE
25,25,-0.22858367099726146,2025-06-20 21:16:17.446997,2025-06-20 21:16:17.687716,0 days 00:00:00.240719,0.15000000000000002,4,216,0.05,8m,1.5,0.5,1.2000000000000002,304,COMPLETE
26,26,-0.45087355320574907,2025-06-20 21:16:17.691716,2025-06-20 21:16:17.943830,0 days 00:00:00.252114,0.2,5,120,0.05,4m,1.3,0.7,1.4000000000000001,232,COMPLETE
27,27,-0.38692941136006953,2025-06-20 21:16:17.961531,2025-06-20 21:16:18.189646,0 days 00:00:00.228115,0.05,7,296,0.05,6m,1.1,0.9,1.1,640,COMPLETE
28,28,0.019831449089346406,2025-06-20 21:16:18.195781,2025-06-20 21:16:18.428429,0 days 00:00:00.232648,0.25,9,376,0.05,5m,1.4,0.6,1.5,816,COMPLETE
29,29,-0.05579731016673278,2025-06-20 21:16:18.455364,2025-06-20 21:16:18.681484,0 days 00:00:00.226120,0.35000000000000003,10,432,0.05,5m,1.4,1.0,1.7000000000000002,840,COMPLETE
30,30,-100.0,2025-06-20 21:16:18.697361,2025-06-20 21:16:18.928763,0 days 00:00:00.231402,0.35000000000000003,10,616,0.05,5m,1.3,1.0,1.7000000000000002,816,COMPLETE
31,31,-0.03647388742257026,2025-06-20 21:16:18.945059,2025-06-20 21:16:19.163232,0 days 00:00:00.218173,0.4,9,416,0.05,5m,1.4,0.9,1.7000000000000002,864,COMPLETE
32,32,0.04417998073810984,2025-06-20 21:16:19.183701,2025-06-20 21:16:19.410132,0 days 00:00:00.226431,0.4,9,408,0.05,5m,1.4,1.0,1.7000000000000002,832,COMPLETE
33,33,-0.07772857592535823,2025-06-20 21:16:19.434951,2025-06-20 21:16:19.646012,0 days 00:00:00.211061,0.4,9,424,0.05,5m,1.4,1.0,1.7000000000000002,848,COMPLETE
34,34,-0.5497345885726025,2025-06-20 21:16:19.667159,2025-06-20 21:16:19.884452,0 days 00:00:00.217293,0.4,10,488,0.05,5m,1.1,0.9,1.8000000000000003,776,COMPLETE
