,number,value,datetime_start,datetime_complete,duration,params_buffer_capital,params_pairs_to_trade,params_synprice_QQQ_beta_win,params_synprice_QQQ_stop_loss,params_synprice_QQQ_trade_freq,params_synprice_QQQ_z_entry,params_synprice_QQQ_z_exit,params_synprice_QQQ_z_stop_scaler,params_synprice_QQQ_z_win,state
0,0,-0.0036217336727968606,2025-06-20 21:18:03.595514,2025-06-20 21:18:03.808068,0 days 00:00:00.212554,0.15000000000000002,3,344,0.05,5m,1.3,0.9,1.1,504,COMPLETE
1,1,-2.0187587969392773,2025-06-20 21:18:03.830847,2025-06-20 21:18:04.031815,0 days 00:00:00.200968,0.45,3,1000,0.025,8m,1.0,0.8,1.9000000000000001,464,COMPLETE
2,2,-0.4292063673455738,2025-06-20 21:18:04.053723,2025-06-20 21:18:04.264578,0 days 00:00:00.210855,0.3,2,96,0.05,10m,1.0,0.9,1.9000000000000001,560,COMPLETE
3,3,-7.379067303246392,2025-06-20 21:18:04.282885,2025-06-20 21:18:04.508230,0 days 00:00:00.225345,0.2,7,544,0.05,2m,1.2000000000000002,0.8,1.6,16,COMPLETE
4,4,-0.1694756213475078,2025-06-20 21:18:04.524810,2025-06-20 21:18:04.728977,0 days 00:00:00.204167,0.1,9,792,0.025,3m,1.2000000000000002,0.7,2.0,984,COMPLETE
5,5,-6.668055115095761,2025-06-20 21:18:04.748231,2025-06-20 21:18:04.955985,0 days 00:00:00.207754,0.2,5,792,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,32,COMPLETE
6,6,-2.512744154305449,2025-06-20 21:18:04.992256,2025-06-20 21:18:05.203068,0 days 00:00:00.210812,0.3,5,240,0.05,3m,0.8,1.1,1.1,920,COMPLETE
7,7,-0.030945821500876873,2025-06-20 21:18:05.220841,2025-06-20 21:18:05.437515,0 days 00:00:00.216674,0.35000000000000003,9,544,0.025,4m,1.3,1.1,1.3,656,COMPLETE
8,8,-66.44592277514086,2025-06-20 21:18:05.455688,2025-06-20 21:18:05.660049,0 days 00:00:00.204361,0.45,2,32,0.05,1m,0.6,1.5,1.3,64,COMPLETE
9,9,-0.048344712676248555,2025-06-20 21:18:05.691861,2025-06-20 21:18:05.891079,0 days 00:00:00.199218,0.1,2,488,0.05,7m,1.4,1.4,1.6,512,COMPLETE
10,10,-0.3736270484477268,2025-06-20 21:18:05.916832,2025-06-20 21:18:06.142753,0 days 00:00:00.225921,0.05,4,288,0.05,5m,1.5,0.5,1.1,272,COMPLETE
11,11,-0.06282193874456092,2025-06-20 21:18:06.164283,2025-06-20 21:18:06.425671,0 days 00:00:00.261388,0.35000000000000003,9,480,0.025,4m,1.3,1.2000000000000002,1.3,704,COMPLETE
12,12,-0.2163123974122065,2025-06-20 21:18:06.447457,2025-06-20 21:18:06.672847,0 days 00:00:00.225390,0.2,7,344,0.025,5m,1.2000000000000002,1.0,1.3,760,COMPLETE
13,13,-0.05967427639510051,2025-06-20 21:18:06.692608,2025-06-20 21:18:06.915806,0 days 00:00:00.223198,0.4,10,640,0.025,4m,1.5,1.3,1.4000000000000001,336,COMPLETE
14,14,-0.021251987191953644,2025-06-20 21:18:06.929384,2025-06-20 21:18:07.161143,0 days 00:00:00.231759,0.25,7,376,0.025,6m,1.1,1.0,1.1,728,COMPLETE
