date,time,PRICE_synprice_synprice_ON_QQQ,PRICE_QQQ_synprice_ON_QQQ,synprice,QQQ,BETA_synprice_ON_QQQ,SPREAD_synprice_ON_QQQ,Z_synprice_ON_QQQ,Z_VOL_synprice_ON_QQQ,market_close,SIGNAL_synprice_ON_QQQ,POS_synprice_ON_QQQ,POS_BETA_synprice_ON_QQQ,PAIR_BASE_synprice_ON_QQQ,PAIR_RET_synprice_ON_QQQ,SL_synprice_ON_QQQ,LOSS_synprice_ON_QQQ,COOLDOWN_synprice_ON_QQQ,CAPITAL_synprice_ON_QQQ,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-06-22,13:30:00.000000000,218.79225659622006,360.49,218.79225659622006,360.49,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:31:00.000000000,219.1277249872055,360.9018,219.1277249872055,360.9018,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:32:00.000000000,219.32715029519022,361.28,219.32715029519022,361.28,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:33:00.000000000,219.33293929726153,361.325,219.33293929726153,361.325,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:34:00.000000000,219.48518322467652,361.28,219.48518322467652,361.28,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:35:00.000000000,219.47036858509412,361.33,219.47036858509412,361.33,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:36:00.000000000,219.4884771176279,361.6402,219.4884771176279,361.6402,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:37:00.000000000,219.60258521001282,361.55,219.60258521001282,361.55,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:38:00.000000000,219.27642388185853,361.24,219.27642388185853,361.24,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:39:00.000000000,219.50630021793847,361.59,219.50630021793847,361.59,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
