date,time,PRICE_synprice_synprice_ON_QQQ,PRICE_QQQ_synprice_ON_QQQ,synprice,QQQ,BETA_synprice_ON_QQQ,SPREAD_synprice_ON_QQQ,Z_synprice_ON_QQQ,Z_VOL_synprice_ON_QQQ,market_close,SIGNAL_synprice_ON_QQQ,POS_synprice_ON_QQQ,POS_BETA_synprice_ON_QQQ,PAIR_BASE_synprice_ON_QQQ,PAIR_RET_synprice_ON_QQQ,SL_synprice_ON_QQQ,LOSS_synprice_ON_QQQ,COOLDOWN_synprice_ON_QQQ,CAPITAL_synprice_ON_QQQ,REMAINING_CAPITAL,CAPITAL,PORT_RET
2024-04-23,13:30:00.000000000,285.2948006226311,420.57,285.2948006226311,420.57,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:31:00.000000000,285.4049280267055,421.33,285.4049280267055,421.33,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:32:00.000000000,285.5400013145536,421.53,285.5400013145536,421.53,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:33:00.000000000,285.76571488649665,421.2883,285.76571488649665,421.2883,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:34:00.000000000,285.58900225501304,420.73,285.58900225501304,420.73,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:35:00.000000000,285.720955560853,420.96,285.720955560853,420.96,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:36:00.000000000,285.51344070614897,421.03,285.51344070614897,421.03,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:37:00.000000000,285.6380709083834,421.06,285.6380709083834,421.06,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:38:00.000000000,285.57882842608706,421.11,285.57882842608706,421.11,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:39:00.000000000,285.72954108061407,421.09,285.72954108061407,421.09,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:40:00.000000000,285.7704747410908,421.11,285.7704747410908,421.11,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:41:00.000000000,286.02201660136257,421.4201,286.02201660136257,421.4201,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:42:00.000000000,286.2248242147019,421.92,286.2248242147019,421.92,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-04-23,13:43:00.000000000,286.01452573978764,421.505,286.01452573978764,421.505,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
